primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;key_resp.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;356.66510240000207;None;358.1649802000029;358.4816328000161;359.65647570003057;359.67318710003747;367.37304960004985;None;7;0;367.37304960004985;None;;;;;;;;3;;;;;0.6896377999801189;;;368.92309140000725;None;None;None;[];368.92309140000725;None;"['7', '7']";368.92309140000725;None;"[0.26775529998121783, 0.5637983999913558]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;371.92304280004464;None;373.2728083000402;373.5895056000445;374.73964570002863;374.75629680004204;376.72280830005184;None;7;0;376.72280830005184;None;;;;;;;;5;;;;;0.555889000010211;;;378.2977992000524;None;None;None;[];378.2977992000524;None;None;378.2977992000524;None;;;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;381.3142174000386;None;383.31412390002515;383.6308221000363;384.7642942999955;384.78089230001206;386.7641782000428;None;9;0;386.7641782000428;None;;;;;;;;7;;;;;0.5146540999994613;;;388.31412799999816;None;None;None;[];388.31412799999816;None;"['9', '9']";388.31412799999816;None;"[0.3485312999691814, 0.6924695000052452]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;120.0;150.0;130.52042428082717;h_h;;;;;0;29;29;29;;;;;;;391.3140047000488;None;392.60545210004784;392.9222628000425;394.0806553000002;394.097963600012;399.98043060000055;None;9;0;399.98043060000055;None;;;;;;;;7;;;;;0.30622019997099414;;;401.5303885000176;None;None;None;[];401.5303885000176;None;"['9', '9', '9', '9']";401.5303885000176;None;"[0.2281997999525629, 0.6524811999988742, 1.028428099991288, 1.5326538999797776]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.7195455720239;s_h;;;;;0;30;30;30;;;;;;;404.5386863000458;None;405.8384438000503;406.1551672000205;407.2886133000138;407.3051768000005;409.3551433000248;None;9;0;409.3551433000248;None;;;;;;;;7;;;;;0.8195492000086233;;;410.9050907000201;None;None;None;[];410.9050907000201;None;"['9', '9']";410.9050907000201;None;"[0.40588990005198866, 0.7176241000415757]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;413.90510470001027;None;415.9633714000229;416.2798648000462;417.41364400001476;417.43802820000565;419.4131647000322;None;9;0;419.4131647000322;None;;;;;;;;6;;;;;0.5695369000313804;;;420.9798119000043;None;None;None;[];420.9798119000043;None;"['9', '9', '7']";420.9798119000043;None;"[0.29892450000625104, 1.178875599987805, 2.0590244999621063]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;423.9881227000151;None;425.57965940004215;425.8961892000516;427.0463439000305;427.0629210000043;432.0302789999987;None;7;0;432.0302789999987;None;;;;;;;;4;;;;;0.5844451000448316;;;433.78773560002446;None;None;None;[];433.78773560002446;None;['7'];433.78773560002446;None;[0.27498990000458434];;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;436.7961495000054;None;438.6457802000223;438.9624912000145;440.1540464000427;440.1711144000292;446.09579560003476;None;7;0;446.09579560003476;None;;;;;;;;5;;;;;0.5349209000123665;;;447.64564750000136;None;None;None;[];447.64564750000136;None;None;447.64564750000136;None;;;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;450.66205520002404;None;452.2538424000377;452.5703762000194;453.7038065000088;453.72045640001306;456.9288531000493;None;9;0;456.9288531000493;None;;;;;;;;7;;;;;0.4298001999850385;;;458.50370590004604;None;None;None;[];458.50370590004604;None;"['9', '9', '9', '9']";458.50370590004604;None;"[0.09499849996063858, 0.5189873999916017, 0.8313387999660335, 1.1350337999756448]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;461.50353380001616;None;463.00335090002045;463.3199920000043;464.49515110003995;464.51179370004684;473.245072300022;None;7;0;473.245072300022;None;;;;;;;;2;;;;;0.5776212999480776;;;474.8114809000399;None;None;None;[];474.8114809000399;None;"['7', '7', '7', '7']";474.8114809000399;None;"[0.43518929998390377, 0.7391077000065707, 1.0271415999741293, 1.5631944999913685]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;477.8113645000267;None;479.83615879999707;480.1528975000256;481.28628780000145;481.3029400000232;483.2862616000348;None;None;0;483.2862616000348;None;;;;;;;;5;;;;;;;;484.83597640000517;None;None;None;[];484.83597640000517;None;None;484.83597640000517;None;;;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;487.86943210003665;None;489.8858839000459;490.20259140001144;491.40265050000744;491.4192781000165;495.0276354000089;None;9;0;495.0276354000089;None;;;;;;;;8;;;;;0.3710912999813445;;;496.63585030002287;None;None;None;[];496.63585030002287;None;"['9', '9', '9']";496.63585030002287;None;"[11.754941300023347, 0.27470059995539486, 0.8590678999898955]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;499.61919350002427;None;501.33548180002254;501.65222770004766;502.78545830002986;502.80225590005284;504.78547520004213;None;9;0;504.78547520004213;None;;;;;;;;6;;;;;0.8692019000300206;;;506.3354027000023;None;None;None;[];506.3354027000023;None;['9'];506.3354027000023;None;[0.33534200000576675];;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;509.3353114000056;None;511.301865800051;511.61858920002123;512.7853667000309;512.8017703000223;514.6769333000411;None;9;0;514.6769333000411;None;;;;;;;;8;;;;;0.6578079999890178;;;516.251864400052;None;None;None;[];516.251864400052;None;"['9', '9', '9']";516.251864400052;None;"[0.25894570001401007, 0.5629295000107959, 1.0430035999743268]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;162.31500468041804;s_h;;;;;0;40;40;40;;;;;;;519.2601918000146;None;520.8182542000432;521.1349770000088;522.2687801000429;522.2934078000253;524.2683084000018;None;9;0;524.2683084000018;None;;;;;;;;6;;;;;0.3305205999640748;;;525.8099003000534;None;None;None;[];525.8099003000534;None;"['9', '9']";525.8099003000534;None;"[0.060819100006483495, 0.6048526999657042]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;120.0;150.0;168.36256624020774;h_h;;;;;0;41;41;41;;;;;;;528.8099214000395;None;530.426294600009;530.7429642000352;531.9430626000394;531.9597197000403;535.2096797000268;None;9;0;535.2096797000268;None;;;;;;;;7;;;;;0.8215839000185952;;;536.7595555000007;None;None;None;[];536.7595555000007;None;"['9', '9', '9']";536.7595555000007;None;"[0.1595376000041142, 0.5352794000064023, 1.1754684000043198]";;;S11455_2;2022_May_16_1157;VideoMask;2021.1.2;121.12168365599925;
