primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;slider_resp_response.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;key_resp.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;491.2075269999914;None;493.27400790003594;493.59071550006047;494.7241125999717;494.7406613000203;496.724019199959;None;9;0;496.724019199959;None;;;;;;;;8;;;;;;;498.2739273000043;None;None;None;[];498.2739273000043;None;"['9', '9', '9', '9']";"[0.370566500001587, 0.6023527999641374, 0.8661405000602826, 1.2903912999900058]";498.2739273000043;None;0.7045487000141293;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;501.27400239999406;None;502.86531450005714;503.1821519000223;504.34044800000265;504.357152499957;509.3323810000438;None;7;0;509.3323810000438;None;;;;;;;;2;;;;;;;510.89006090001203;None;None;None;[];510.89006090001203;None;"['7', '7', '7']";"[0.5624320000642911, 0.8022898000199348, 1.40232630004175]";510.89006090001203;None;0.6642614000011235;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;513.890325400047;None;515.7484829999739;516.0650718000252;517.2149513000622;517.2400365000358;523.2071898999857;None;7;0;523.2071898999857;None;;;;;;;;1;;;;;;;524.9898526000325;None;None;None;[];524.9898526000325;None;"['7', '7', '7', '7']";"[0.5906909999903291, 0.8303920000325888, 1.0784877999685705, 1.4945769000332803]";524.9898526000325;None;0.4611423999303952;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;527.9982567999978;None;529.5895754999947;529.9064142999705;531.106106900028;531.1227563000284;534.264575200039;None;9;0;534.264575200039;None;;;;;;;;8;;;;;;;535.8145422999514;None;None;None;[];535.8145422999514;None;"['9', '9', '9']";"[0.6379690999165177, 0.9096887999912724, 1.1978613999672234]";535.8145422999514;None;0.627867600065656;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;538.8146260000067;None;540.3227063999511;540.6394560000626;541.7893565000268;541.8060724999523;550.5643862000434;None;7;0;550.5643862000434;None;;;;;;;;2;;;;;;;552.1306968999561;None;None;None;[];552.1306968999561;None;"['7', '7', '7']";"[0.40983349992893636, 2.00972199998796, 2.3697057999670506]";552.1306968999561;None;0.784041800070554;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;555.1306918000337;None;557.1637195000658;557.4805073000025;558.6055705000181;558.6221501999535;560.6304682999616;None;7;0;560.6304682999616;None;;;;;;;;3;;;;;;;562.1886878999649;None;None;None;[];562.1886878999649;None;"['7', '7']";"[0.607913599931635, 0.9435804999666288]";562.1886878999649;None;1.310006199986674;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;565.1969757999759;None;567.2049928000197;567.5218399000587;568.6882304999745;568.7050619999645;572.3468924000626;None;9;0;572.3468924000626;None;;;;;;;;7;;;;;;;574.0300614000298;None;None;None;[];574.0300614000298;None;"['9', '9', '9']";"[1.310300900018774, 1.5822035999735817, 1.8622841000324115]";574.0300614000298;None;0.5697144999867305;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;577.0383899000008;None;578.7547087999992;579.0714500000468;580.2046807999723;580.2213628999889;582.2047778000124;None;9;0;582.2047778000124;None;;;;;;;;8;;;;;;;583.7630403999938;None;None;None;[];583.7630403999938;None;"['9', '9', '9']";"[0.5855805999599397, 0.881252899998799, 1.2096608999418095]";583.7630403999938;None;0.7596874000737444;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;586.7630384999793;None;588.7294206999941;589.0462215000298;590.246247400064;590.2628573999973;592.1049798000604;None;9;0;592.1049798000604;None;;;;;;;;8;;;;;;;593.6544016000116;None;None;None;[];593.6544016000116;None;"['9', '9', '9']";"[0.3581684000091627, 0.6379028999945149, 1.9820051999995485]";593.6544016000116;None;0.7955622000154108;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;162.31500468041804;s_h;;;;;0;40;40;40;;;;;;;596.6544152999995;None;598.212473200052;598.5292423999636;599.6625975000206;599.6790566999698;601.662510800059;None;9;0;601.662510800059;None;;;;;;;;7;;;;;;;603.2125008000294;None;None;None;[];603.2125008000294;None;"['9', '9']";"[0.47993310005404055, 0.7358146000187844]";603.2125008000294;None;0.525927499984391;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;120.0;150.0;168.36256624020774;h_h;;;;;0;41;41;41;;;;;;;606.2124946999829;None;607.8205430000089;608.1373162999516;609.2709905999945;609.2956379000098;612.5956111999694;None;9;0;612.5956111999694;None;;;;;;;;8;;;;;;;614.1454826999689;None;None;None;[];614.1454826999689;None;"['9', '9', '9', '9']";"[0.4349834999302402, 0.7068376999814063, 1.354938399977982, 2.1631313998950645]";614.1454826999689;None;0.6488836999051273;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;177.44551734737394;h_s;;;;;0;42;42;42;;;;;;;617.1455446999753;None;618.837232699967;619.1535135000013;620.3117120000534;620.3284329000162;622.2869035999756;None;7;0;622.2869035999756;None;;;;;;;;3;;;;;;;623.8368524999823;None;None;None;[];623.8368524999823;None;"['7', '7', '7', '7']";"[0.32774010009597987, 1.7197150000138208, 2.0875296000158414, 2.527753800037317]";623.8368524999823;None;0.4295256999321282;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;130.55717223801247;s_s;;;;;0;43;43;43;;;;;;;626.8370312000625;None;628.1450643000426;628.4616949000629;629.6699366000248;629.6869067000225;636.1782897000667;None;7;0;636.1782897000667;None;;;;;;;;1;;;;;;;637.7530074999668;None;None;None;[];637.7530074999668;None;"['7', '7', '7', '7']";"[0.6595645999768749, 0.9312618999974802, 1.5314446999691427, 2.363387099932879]";637.7530074999668;None;0.7222489999840036;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
7.0;m;027_o_m_h_a.jpg;happy;9.0;sad_117.1.wmv;sad;7.0;incongruent;120.0;160.0;181.28665202824095;h_s;;;;;0;44;44;44;;;;;;;640.7530267999973;None;642.4777914000442;642.7945257000392;643.9279596999986;643.9445698000491;645.9278991000028;None;8;0;645.9278991000028;None;;;;;;;;5;;;;;;;647.5361413999926;None;None;None;[];647.5361413999926;None;None;;647.5361413999926;None;0.8686957000754774;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;033_o_m_s_a.jpg;sad;7.0;happy_126.3.wmv;happy;9.0;incongruent;130.0;150.0;198.85252030535366;s_h;;;;;0;45;45;45;;;;;;;650.5608717000578;None;652.4275418999605;652.7443021000363;653.8774336000206;653.8941083999816;655.8776783000212;None;9;0;655.8776783000212;None;;;;;;;;7;;;;;;;657.4275003999937;None;None;None;[];657.4275003999937;None;"['9', '9', '9']";"[0.38485610007774085, 0.8089129000436515, 1.1048504000063986]";657.4275003999937;None;0.6867277000565082;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_136.1.wmv;sad;7.0;incongruent;120.0;160.0;176.97002883463455;h_s;;;;;0;46;46;46;;;;;;;660.4274955999572;None;662.118897599983;662.4357155000325;663.5607244999846;663.5772999000037;665.5695555000566;None;7;0;665.5695555000566;None;;;;;;;;3;;;;;;;667.1188694000011;None;None;None;[];667.1188694000011;None;"['7', '7', '7']";"[0.36558149999473244, 0.653431500075385, 1.1656485000858083]";667.1188694000011;None;0.8109331999439746;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
9.0;f;019_m_f_h_a.jpg;happy;9.0;happy_10.1ns.avi;happy;9.0;congruent;120.0;150.0;157.2463435658512;h_h;;;;;0;47;47;47;;;;;;;670.1188049999764;None;671.6435889999848;671.9602777999826;673.1354231999721;673.1519788999576;680.5434370000148;None;9;0;680.5434370000148;None;;;;;;;;7;;;;;;;682.0933528000023;None;None;None;[];682.0933528000023;None;"['9', '9']";"[1.1194038999965414, 1.414947299985215]";682.0933528000023;None;0.5731928000459448;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_2.2ns.avi;happy;9.0;congruent;120.0;150.0;206.34800317295262;h_h;;;;;0;48;48;48;;;;;;;685.0934439999983;None;687.0514774000039;687.3681953999912;688.5015318000223;688.5182378999889;700.7095453999937;None;9;0;700.7095453999937;None;;;;;;;;7;;;;;;;702.2594749999698;None;None;None;[];702.2594749999698;None;"['9', '9']";"[0.3048992999829352, 0.6009190999902785]";702.2594749999698;None;0.5750796999782324;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;033_o_m_h_a.jpg;happy;9.0;happy_24.2ns.avi;happy;9.0;congruent;120.0;150.0;167.9423847659953;h_h;;;;;0;49;49;49;;;;;;;705.2763537999708;None;706.8764658999862;707.1924935999559;708.359331100015;708.3759371000342;712.0509489000542;None;9;0;712.0509489000542;None;;;;;;;;7;;;;;;;713.6008079999592;None;None;None;[];713.6008079999592;None;"['9', '9']";"[0.5555598000064492, 0.8034500000067055]";713.6008079999592;None;0.6416596999624744;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
1.0;f;021_o_f_s_a.jpg;sad;7.0;happy_61.2ns.avi;happy;9.0;incongruent;130.0;150.0;210.94664004826666;s_h;;;;;0;50;50;50;;;;;;;716.609102700022;None;718.5672218999825;718.8837798000313;720.0173181999708;720.0345693000127;724.5421489999862;None;9;0;724.5421489999862;None;;;;;;;;8;;;;;;;726.092011300032;None;None;None;[];726.092011300032;None;"['9', '9', '9']";"[0.6404132000170648, 0.9204058999894187, 1.376378900022246]";726.092011300032;None;0.6542044999077916;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.02079367163634;s_s;;;;;0;51;51;51;;;;;;;729.1005108000245;None;730.6001355999615;730.9168365000514;732.0586840000469;732.0752541000256;740.0084312000545;None;7;0;740.0084312000545;None;;;;;;;;4;;;;;;;741.5666551999748;None;None;None;[];741.5666551999748;None;"['7', '7', '7', '7']";"[0.5180195000721142, 1.0618365000700578, 1.685614600079134, 2.2698079000692815]";741.5666551999748;None;0.9879143999423832;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;120.0;150.0;210.98946429383824;h_h;;;;;0;52;52;52;;;;;;;744.5665633999743;None;746.5663043999812;746.8830742000137;748.0585971999681;748.0745810000226;760.816728200065;None;9;0;760.816728200065;None;;;;;;;;8;;;;;;;762.5993278999813;None;None;None;[];762.5993278999813;None;"['9', '9', '9']";"[1.0291553999995813, 1.4212209000252187, 2.045382900047116]";762.5993278999813;None;0.47601480002049357;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_52.2ns.avi;happy;9.0;incongruent;130.0;150.0;172.57202848318138;s_h;;;;;0;53;53;53;;;;;;;765.5993955000304;None;767.2322784999851;767.5491216999944;768.6824831999838;768.6998462000629;772.2325078999856;None;9;0;772.2325078999856;None;;;;;;;;8;;;;;;;773.7823310999665;None;None;None;[];773.7823310999665;None;"['9', '9', '9']";"[0.31828409992158413, 0.8300067000091076, 1.1260401000035927]";773.7823310999665;None;0.41203839995432645;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
9.0;f;019_m_f_s_a.jpg;sad;7.0;happy_61.1ns.avi;happy;9.0;incongruent;130.0;150.0;181.3003220572762;s_h;;;;;0;54;54;54;;;;;;;776.7823258000426;None;778.5237748000072;778.8403888000175;780.0327787999995;780.0656833000248;787.3655407000333;None;9;0;787.3655407000333;None;;;;;;;;7;;;;;;;789.1401895000599;None;None;None;[];789.1401895000599;None;"['9', '9']";"[0.6083973000058904, 0.9201857999432832]";789.1401895000599;None;0.735233899904415;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_133.1.wmv;sad;7.0;incongruent;120.0;160.0;198.86251500867985;h_s;;;;;0;55;55;55;;;;;;;792.140248300042;None;794.0065736999968;794.3233097000048;795.4565682000248;795.4735531000188;797.4568636000622;None;7;0;797.4568636000622;None;;;;;;;;2;;;;;;;798.9982105999952;None;None;None;[];798.9982105999952;None;"['7', '7', '7']";"[0.44602730008773506, 0.7420625000959262, 1.4063036000588909]";798.9982105999952;None;0.4116005999967456;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_128.2.wmv;sad;7.0;incongruent;120.0;160.0;206.10005857915363;h_s;;;;;0;56;56;56;;;;;;;802.0065717999823;None;803.931278700009;804.2481069000205;805.3980077999877;805.4147618999705;807.3812899000477;None;7;0;807.3812899000477;None;;;;;;;;4;;;;;;;809.0479214000516;None;None;None;[];809.0479214000516;None;"['7', '7']";"[0.4604317999910563, 0.7562885000370443]";809.0479214000516;None;0.5754121999489143;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
1.0;f;021_o_f_s_a.jpg;sad;7.0;sad_9.5ns.avi;sad;7.0;congruent;130.0;160.0;206.16642757875042;s_s;;;;;0;57;57;57;;;;;;;812.0478324999567;None;813.9808958000503;814.297706500045;815.472468300024;815.489308499964;821.1558652999811;None;7;0;821.1558652999811;None;;;;;;;;2;;;;;;;822.6975594999967;None;None;None;[];822.6975594999967;None;"['7', '7', '7', '7', '7', '7']";"[0.4510581000940874, 0.8027575000887737, 1.0268137999810278, 1.410818999982439, 1.8267755000852048, 2.4511978999944404]";822.6975594999967;None;0.9285745999077335;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
1.0;f;021_o_f_h_a.jpg;happy;9.0;happy_12.1ns.avi;happy;9.0;congruent;120.0;150.0;132.59080005900228;h_h;;;;;0;58;58;58;;;;;;;825.6975859999657;None;827.0388412000611;827.3556774000172;828.5472987999674;828.5640058000572;836.105538200005;None;9;0;836.105538200005;None;;;;;;;;9;;;;;;;837.6635699999752;None;None;None;[];837.6635699999752;None;"['9', '9', '9', '9', '9']";"[0.32522900006733835, 0.6127500000875443, 0.8529129000380635, 1.180841700057499, 1.9808755000121891]";837.6635699999752;None;0.5468474000226706;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
3.0;m;013_y_m_s_a.jpg;sad;7.0;happy_56.2ns.avi;happy;9.0;incongruent;130.0;150.0;163.39234110935848;s_h;;;;;0;59;59;59;;;;;;;840.6720646000467;None;842.2383479999844;842.5550897000358;843.6882754999679;843.7052070000209;848.7134136999957;None;9;0;848.7134136999957;None;;;;;;;;7;;;;;;;850.2632119000191;None;None;None;[];850.2632119000191;None;"['9', '9', '9']";"[0.5974070000229403, 0.8611502000130713, 1.2370495999930426]";850.2632119000191;None;0.7309642001055181;;;S11084;2021_Dec_07_1445;VideoMask;2021.1.2;119.98521776448509;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;853.2632489999523;None;;;;;;
