primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;slider_resp_response.rt;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
8.0;f;028_y_f_h_a.jpg;happy;9.0;sad_119.1.wmv;sad;7.0;incongruent;120.0;160.0;148.71526953572538;h_s;;;;;0;8;8;8;;;;;;;167.3170343999518;None;168.77497049991507;169.09171549999155;170.22510149993468;170.24167070002295;172.291801400017;None;7;0;172.291801400017;None;;;;;;;;4;;;;;;;1.2266683999914676;173.84163209993858;None;None;None;[];173.84163209993858;None;['7'];[1.6050300999777392];173.84163209993858;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;126.02367393611817;s_h;;;;;0;9;9;9;;;;;;;176.84162830002606;None;178.14149910002016;178.46664819994476;179.65790679992642;179.6746528999647;185.38292439992074;None;9;0;185.38292439992074;None;;;;;;;;5;;;;;;;0.5194887999678031;187.25788419996388;None;None;None;[];187.25788419996388;None;None;;187.25788419996388;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
9.0;f;019_m_f_s_a.jpg;sad;7.0;sad_8.4ns.avi;sad;7.0;congruent;130.0;160.0;171.6633093155257;s_s;;;;;0;10;10;10;;;;;;;190.27428160002455;None;191.96609070000704;192.28271860000677;193.43260900001042;193.44939399999566;201.54922169994097;None;7;0;201.54922169994097;None;;;;;;;;5;;;;;;;1.0572627999354154;203.0990546999965;None;None;None;[];203.0990546999965;None;None;;203.0990546999965;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;120.0;150.0;203.50057144619865;h_h;;;;;0;11;11;11;;;;;;;206.115500099957;None;208.0988978999667;208.41546379995998;209.54051879991312;209.55722700001206;224.03188689996023;None;None;0;224.03188689996023;None;;;;;;;;6;;;;;;;;225.5817203000188;None;None;None;[];225.5817203000188;None;"['9', '7', '9']";"[0.2888807998970151, 1.4647735999897122, 1.9767423999728635]";225.5817203000188;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;120.0;150.0;152.91127178874285;h_h;;;;;0;12;12;12;;;;;;;228.59858160000294;None;230.09808619995601;230.41485930001363;231.56489479995798;231.58141189999878;234.56491920002736;None;9;0;234.56491920002736;None;;;;;;;;6;;;;;;;0.7934970000060275;236.11467349994928;None;None;None;[];236.11467349994928;None;['9'];[1.4278397999005392];236.11467349994928;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;155.27414203894395;s_s;;;;;0;13;13;13;;;;;;;239.1147075999761;None;240.62282269995194;240.93951089994516;242.08953719993588;242.10623259993736;244.6978203000035;None;7;0;244.6978203000035;None;;;;;;;;4;;;;;;;1.0285666999407113;246.25603019993287;None;None;None;[];246.25603019993287;None;['7'];[1.6462655999930575];246.25603019993287;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;158.9411396037211;s_s;;;;;0;14;14;14;;;;;;;249.2560763999354;None;250.81402459996752;251.1307955000084;252.28149209998082;252.322530800011;259.688915799954;None;7;0;259.688915799954;None;;;;;;;;4;;;;;;;0.6616869000717998;261.23053930001333;None;None;None;[];261.23053930001333;None;['7'];[0.5758584999712184];261.23053930001333;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;180.59976631384873;h_s;;;;;0;15;15;15;;;;;;;264.23896749992855;None;265.9636185999261;266.28032389993314;267.41374230000656;267.43033549992833;269.4137028999394;None;None;0;269.4137028999394;None;;;;;;;;5;;;;;;;;270.9636288000038;None;None;None;[];270.9636288000038;None;None;;270.9636288000038;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;152.577966552593;s_h;;;;;0;16;16;16;;;;;;;273.98857609997503;None;275.48002619994804;275.79665809997823;276.9219916999573;276.9383804999525;278.93001959996764;None;9;0;278.93001959996764;None;;;;;;;;6;;;;;;;1.0844383999938145;280.5466296999948;None;None;None;[];280.5466296999948;None;['9'];[1.0837624999694526];280.5466296999948;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;171.0492454518585;h_s;;;;;0;17;17;17;;;;;;;283.55489119992126;None;285.2046546000056;285.52144079993013;286.6719029999804;286.69629519991577;288.67136259994004;None;7;0;288.67136259994004;None;;;;;;;;3;;;;;;;1.0870641000801697;290.2212755000219;None;None;None;[];290.2212755000219;None;"['7', '7']";"[0.601058500004001, 2.5212145999539644]";290.2212755000219;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;293.2212153999135;None;294.97110199998133;295.2876890000189;296.4294258999871;296.44617309991736;298.4300535999937;None;7;0;298.4300535999937;None;;;;;;;;4;;;;;;;0.7763897000113502;300.1710073999129;None;None;None;[];300.1710073999129;None;"['7', '7']";"[0.6354722999967635, 1.3875064000021666]";300.1710073999129;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;303.179383300012;None;304.7125793999294;305.0291782999411;306.26243479992263;306.27918389998376;310.55414789996576;None;9;0;310.55414789996576;None;;;;;;;;8;;;;;;;0.8126017999602482;312.11221489997115;None;None;None;[];312.11221489997115;None;"['9', '9', '9']";"[0.6382210000883788, 0.9905515999998897, 2.3184060000348836]";312.11221489997115;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;315.1121942999307;None;316.762134199962;317.0787919999566;318.21289199998137;318.2371484999312;320.2120112000266;None;9;0;320.2120112000266;None;;;;;;;;6;;;;;;;0.4504206000128761;321.76197270001285;None;None;None;[];321.76197270001285;None;['9'];[0.42049569997470826];321.76197270001285;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;324.7704080999829;None;326.41179929999635;326.72843859996647;327.8784105000086;327.8952030999353;332.87843179993797;None;7;0;332.87843179993797;None;;;;;;;;4;;;;;;;0.7520574999507517;334.4199528999161;None;None;None;[];334.4199528999161;None;['7'];[0.754502399940975];334.4199528999161;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;337.4204597999342;None;339.5197950999718;339.83640699996613;341.0195211999817;341.03618970001116;345.5446430000011;None;9;0;345.5446430000011;None;;;;;;;;7;;;;;;;0.8778254999779165;347.0861975000007;None;None;None;[];347.0861975000007;None;"['9', '9', '9']";"[0.7521898000268266, 1.5682279999600723, 2.0724807999795303]";347.0861975000007;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;350.08617999998387;None;351.5776395999128;351.89432049996685;353.027665099944;353.0443205999909;355.02767009998206;None;7;0;355.02767009998206;None;;;;;;;;4;;;;;;;1.1466358000179753;356.63587310002185;None;None;None;[];356.63587310002185;None;['7'];[1.2024766999529675];356.63587310002185;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;359.644217699999;None;361.744025999913;362.06067269993946;363.19411729997955;363.21064810000826;372.418865500018;None;7;0;372.418865500018;None;;;;;;;;2;;;;;;;0.7475252000149339;373.96872469992377;None;None;None;[];373.96872469992377;None;"['7', '7', '7', '7']";"[0.5736263999715447, 0.86158439994324, 1.21369139989838, 1.8055944999214262]";373.96872469992377;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;376.97700760001317;None;378.2019593999721;378.51846079993993;379.65283749997616;379.67686100001447;382.3434550999664;None;9;0;382.3434550999664;None;;;;;;;;7;;;;;;;0.5671074000420049;383.9017733000219;None;None;None;[];383.9017733000219;None;"['9', '9']";"[0.6248587999725714, 2.1285423999652267]";383.9017733000219;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;386.9017353999661;None;388.42660769994836;388.7432241999777;389.9180144999409;389.9349011000013;397.63465239992365;None;7;0;397.63465239992365;None;;;;;;;;3;;;;;;;0.8597154999151826;399.18458449991886;None;None;None;[];399.18458449991886;None;"['7', '7']";"[0.733683199970983, 1.189854799886234]";399.18458449991886;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;402.1929406999843;None;403.55090659996495;403.8675904999254;404.9926491000224;405.0094142999733;407.00099909992423;None;7;0;407.00099909992423;None;;;;;;;;4;;;;;;;1.1733854999765754;408.55096269992646;None;None;None;[];408.55096269992646;None;['7'];[0.6394834999227896];408.55096269992646;None;;;S11293;2022_Mar_17_1936;VideoMask;2021.1.2;119.92205063197511;
