primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
1111;m;1111_m_m_h_a.jpg;happy;9;example_30.4ns.avi;neutral;7;incongruent;120.0;170.0;189.5874364012288;0;0;0;0;;;;;46.40266009999323;1;46.47996860000421;48.48013399998308;48.48013399998308;None;50.50510169999325;None;52.729956900002435;53.046566300006816;54.23813879999216;54.25491210000473;58.521434299997054;None;9;0;0.8064239000086673;58.521434299997054;None;60.08018950000405;None;None;None;[];60.08018950000405;None;7;"['9', '9']";"[0.4794491999782622, 1.727642099984223]";60.08018950000405;None;;;;;;;;;;;;;;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
1113;f;1113_y_f_s_a.jpg;sad;7;example_30.3ns.avi;neutral;7;incongruent;130.0;170.0;229.02432995836998;0;1;1;1;;;;;;;;;;;63.0713535999821;None;65.1877956999815;65.50448149998556;66.67121479997877;66.68777689998387;68.63799419999123;None;9;0;1.425880099995993;68.63799419999123;None;70.1877589999931;None;None;None;[];70.1877589999931;None;7;"['9', '9']";"[0.41198080001049675, 0.7401993999956176]";70.1877589999931;None;;;;;;;;;;;;;;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_94.2ns.avi;sad;7.0;congruent;130.0;160.0;228.63582583242618;;;;;0;0;0;0;;;;;;;74.22096360000432;None;76.3207618999877;76.63743879998219;77.78736509999726;77.8039860999852;80.46241189999273;None;7;0;0.6574853000056464;80.46241189999273;None;;;;;;;;3;;;;;73.18754679997801;None;82.02093279999099;None;None;None;[];82.02093279999099;None;"['7', '7']";"[0.4987366999848746, 1.6193842999928165]";82.02093279999099;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;163.14738846961149;;;;;0;1;1;1;;;;;;;85.02069969999138;None;86.61216859999695;86.9287539999932;88.12883589998819;88.1455314999912;95.48695039999438;None;7;0;0.33694170002127066;95.48695039999438;None;;;;;;;;2;;;;;;;97.17029749997891;None;None;None;[];97.17029749997891;None;"['7', '7', '7']";"[0.41361039999173954, 0.8055829999793787, 2.7896921999927144]";97.17029749997891;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_26.1ns.avi;happy;9.0;congruent;140.0;150.0;184.58211837191982;;;;;0;2;2;2;;;;;;;100.17021569999633;None;101.90390529998695;102.22008790000109;103.39492500000051;103.41174650000175;105.34505839998019;None;9;0;0.6308195999881718;105.34505839998019;None;;;;;;;;8;;;;;;;106.89498319997801;None;None;None;[];106.89498319997801;None;"['9', '9', '9', '9']";"[0.24908189999405295, 0.5689149999816436, 0.9369022999890149, 2.4010236999893095]";106.89498319997801;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;189.50417957278896;;;;;0;3;3;3;;;;;;;109.90332829998806;None;111.70302439999068;112.01987230000668;113.16191329999128;113.17847210000036;115.15304939998896;None;9;0;0.6068338999757543;115.15304939998896;None;;;;;;;;8;;;;;;;116.70294279998052;None;None;None;[];116.70294279998052;None;"['9', '9', '9']";"[0.2812162000045646, 0.6249719000188634, 1.7047151000006124]";116.70294279998052;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
1.0;f;021_o_f_s_a.jpg;sad;7.0;sad_9.5ns.avi;sad;7.0;congruent;130.0;160.0;156.55128602613038;;;;;0;4;4;4;;;;;;;119.70301870000549;None;121.22850120000658;121.54451199999312;122.68596509998315;122.70287340000505;128.40276149997953;None;7;0;0.42106919997604564;128.40276149997953;None;;;;;;;;1;;;;;;;129.97755049998523;None;None;None;[];129.97755049998523;None;"['7', '7', '7', '7', '7']";"[0.2223606000188738, 0.46222539999871515, 0.678050800022902, 1.0863167000061367, 1.6062795000034384]";129.97755049998523;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;219.83540383939274;;;;;0;5;5;5;;;;;;;132.9774960000068;None;135.01064799999585;135.32730219999212;136.46077979999245;136.47744909999892;140.85233819999848;None;9;0;0.3715220000012778;140.85233819999848;None;;;;;;;;8;;;;;;;142.4272585999861;None;None;None;[];142.4272585999861;None;"['9', '9', '9', '9']";"[0.2443386999948416, 0.5086932000122033, 1.132580700010294, 1.9965694000129588]";142.4272585999861;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
2.0;f;012_o_f_s_a.jpg;sad;7.0;sad_7.5ns.avi;sad;7.0;congruent;130.0;160.0;147.95125229894379;;;;;0;6;6;6;;;;;;;145.4271146999963;None;146.8519907000009;147.1687239999883;148.32686050000484;148.34351489998517;151.0937090999796;None;7;0;0.5700385000091046;151.0937090999796;None;;;;;;;;2;;;;;;;152.64360300000408;None;None;None;[];152.64360300000408;None;"['7', '7', '7']";"[0.29222579998895526, 0.6842969999997877, 1.1559123999904841]";152.64360300000408;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_52.2ns.avi;happy;9.0;incongruent;130.0;150.0;144.3898903070799;;;;;0;7;7;7;;;;;;;155.65186829998856;None;157.05165539999143;157.36847739998484;158.5017538999964;158.51842759997817;162.05197639999096;None;9;0;0.4356700000062119;162.05197639999096;None;;;;;;;;7;;;;;;;163.6015808999946;None;None;None;[];163.6015808999946;None;"['9', '9']";"[0.23002400001860224, 0.646224500000244]";163.6015808999946;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;192.80086779892653;;;;;0;8;8;8;;;;;;;166.60986080000293;None;168.44295269998838;168.75969350000378;169.89303669999936;169.9097673999786;179.11787539999932;None;7;0;0.39389639999717474;179.11787539999932;None;;;;;;;;1;;;;;;;180.69285749999108;None;None;None;[];180.69285749999108;None;"['7', '7', '7', '7', '7']";"[17.045997600012925, 0.33093599998392165, 0.6267567999893799, 1.1789467000053264, 1.7467827000073157]";180.69285749999108;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
3.0;m;013_y_m_s_a.jpg;sad;7.0;happy_56.2ns.avi;happy;9.0;incongruent;130.0;150.0;134.62621969351147;;;;;0;9;9;9;;;;;;;183.66753700000118;None;185.00082240000484;185.31750629999442;186.450912100001;186.46749549999367;191.47564859999693;None;9;0;0.35614560000249185;191.47564859999693;None;;;;;;;;8;;;;;;;193.0256684999913;None;None;None;[];193.0256684999913;None;"['9', '9', '9', '9']";"[0.23820019999402575, 0.6223551000002772, 1.0701163999910932, 1.5499278999923263]";193.0256684999913;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_133.1.wmv;sad;7.0;incongruent;120.0;160.0;238.4103736452693;;;;;0;10;10;10;;;;;;;196.02564769997844;None;198.23373599999468;198.5504650999792;199.68387619999703;199.70050559999072;201.70055159999174;None;None;0;;201.70055159999174;None;;;;;;;;4;;;;;;;203.25858799999696;None;None;None;[];203.25858799999696;None;"['7', '7']";"[2.245214800001122, 2.9090088000230026]";203.25858799999696;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_2.2ns.avi;happy;9.0;congruent;140.0;150.0;120.08648649110712;;;;;0;11;11;11;;;;;;;206.2586323999858;None;207.49995579998358;207.81700489998912;208.96684720000485;208.98356279998552;221.15840280000702;None;8;0;1.4574582999921404;221.15840280000702;None;;;;;;;;6;;;;;;;222.7163986999949;None;None;None;[];222.7163986999949;None;"['9', '7']";"[1.9713856999878772, 2.8275130999973044]";222.7163986999949;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
9.0;f;019_m_f_s_a.jpg;sad;7.0;sad_8.4ns.avi;sad;7.0;congruent;130.0;160.0;169.3395974323834;;;;;0;12;12;12;;;;;;;225.71636160000344;None;227.35779179999372;227.67453269998077;228.82498219999252;228.84959939998225;236.94935799998348;None;None;0;;236.94935799998348;None;;;;;;;;3;;;;;;;238.49919219998992;None;None;None;[];238.49919219998992;None;"['7', '7']";"[0.08434719999786466, 2.4764685000118334]";238.49919219998992;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;124.24628091899196;;;;;0;13;13;13;;;;;;;241.49922369999695;None;242.75731879999512;243.07408439999563;244.22414310000022;244.24079829998664;249.20743889998994;None;7;0;0.9442389000032563;249.20743889998994;None;;;;;;;;2;;;;;;;250.75714869998046;None;None;None;[];250.75714869998046;None;"['7', '7', '7']";"[0.626470099989092, 1.1303923999948893, 2.674535400001332]";250.75714869998046;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
1.0;f;021_o_f_h_a.jpg;happy;9.0;happy_12.1ns.avi;happy;9.0;congruent;140.0;150.0;236.6487020138435;;;;;0;14;14;14;;;;;;;253.7654704999877;None;255.96570189998602;256.282143599994;257.4404259999865;257.45708339998964;265.03189819998806;None;9;0;0.40775319997919723;265.03189819998806;None;;;;;;;;7;;;;;;;266.58177520000027;None;None;None;[];266.58177520000027;None;"['9', '9', '9', '9']";"[0.24190409999573603, 0.5937693000014406, 1.1778801000036765, 1.713860099989688]";266.58177520000027;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
8.0;f;028_y_f_s_a.jpg;sad;7.0;sad_64.2ns.avi;sad;7.0;congruent;130.0;160.0;238.8507440172915;;;;;0;15;15;15;;;;;;;269.5901801;None;271.8231664999912;272.13992580000195;273.272993999999;273.2899150000012;284.27292409999063;None;7;0;0.6545737000124063;284.27292409999063;None;;;;;;;;3;;;;;;;285.8228632999817;None;None;None;[];285.8228632999817;None;"['7', '7']";"[0.2010135999880731, 0.8167310999997426]";285.8228632999817;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;185.59030554143408;;;;;0;16;16;16;;;;;;;288.8228359000059;None;290.57268949999707;290.88935429998673;292.0224662999972;292.03917049997835;294.0226702999789;None;9;0;1.2810145000112243;294.0226702999789;None;;;;;;;;6;;;;;;;295.5725809999858;None;None;None;[];295.5725809999858;None;"['9', '9', '7']";"[0.5790979000157677, 1.7550397000159137, 2.571492900024168]";295.5725809999858;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;159.52646627166388;;;;;0;17;17;17;;;;;;;298.5724862999923;None;300.114078899991;300.43069489998743;301.5553658999852;301.5723858999845;308.1471687000012;None;7;0;0.5883675999939442;308.1471687000012;None;;;;;;;;2;;;;;;;309.69708749998244;None;None;None;[];309.69708749998244;None;"['7', '7', '7']";"[0.21459009998943657, 0.5505623999924865, 1.3188120999839157]";309.69708749998244;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.0431594605889;;;;;0;18;18;18;;;;;;;312.6970713000046;None;313.99686640000436;314.3136958999967;315.4386807999981;315.4552726999973;317.5219094000058;None;9;0;1.4216388000058942;317.5219094000058;None;;;;;;;;6;;;;;;;319.0718583999842;None;None;None;[];319.0718583999842;None;['9'];[1.3757058000192046];319.0718583999842;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;168.97426303437265;;;;;0;19;19;19;;;;;;;322.07177829998545;None;323.68823719999637;324.0049472999817;325.1383438000048;325.15502869998454;327.14661589998286;None;7;0;0.6368832999723963;327.14661589998286;None;;;;;;;;4;;;;;;;328.6965820000041;None;None;None;[];328.6965820000041;None;"['7', '7']";"[0.14299339998979121, 0.7509803999855649]";328.6965820000041;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
9.0;f;019_m_f_h_a.jpg;happy;9.0;sad_115.1.wmv;sad;7.0;incongruent;120.0;160.0;202.13700247699333;;;;;0;20;20;20;;;;;;;331.69647919997806;None;333.5879554999992;333.9046879999805;335.0297750000027;335.0464182999858;337.03812419998576;None;7;0;1.23349149999558;337.03812419998576;None;;;;;;;;3;;;;;;;338.58793959999457;None;None;None;[];338.58793959999457;None;"['7', '7']";"[0.49954520000028424, 0.8915568999946117]";338.58793959999457;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;140.0;150.0;155.22310421045015;;;;;0;21;21;21;;;;;;;341.59632579999743;None;343.12942250000197;343.4461594999884;344.6211293999804;344.6377400000056;357.37081259998376;None;9;0;0.41281359997810796;357.37081259998376;None;;;;;;;;8;;;;;;;358.9372308999882;None;None;None;[];358.9372308999882;None;"['9', '9', '9']";"[0.23026549999485724, 0.5500422000186518, 1.1503979999979492]";358.9372308999882;None;;;S10759;2021_Jul_16_1617;VideoMask;2021.1.2;120.06978455899718;
