primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;key_resp.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
8.0;f;028_y_f_h_a.jpg;happy;9.0;sad_119.1.wmv;sad;7.0;incongruent;120.0;160.0;148.71526953572538;h_s;;;;;0;8;8;8;;;;;;;182.30335699999705;None;183.74474649992771;184.0616303998977;185.19493720005266;185.21160769998096;187.26153069990687;None;None;0;187.26153069990687;None;;;;;;;;5;;;;;;188.80297499988228;None;None;None;[];188.80297499988228;None;None;188.80297499988228;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;126.02367393611817;s_h;;;;;0;9;9;9;;;;;;;191.84475159994327;None;193.1110807999503;193.4279280998744;194.60363829997368;194.62787030008622;200.36943199997768;None;None;0;200.36943199997768;None;;;;;;;;5;;;;;;201.91924010007642;None;None;None;[];201.91924010007642;None;None;201.91924010007642;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
9.0;f;019_m_f_s_a.jpg;sad;7.0;sad_8.4ns.avi;sad;7.0;congruent;130.0;160.0;171.6633093155257;s_s;;;;;0;10;10;10;;;;;;;204.93586859991774;None;206.59408769989386;206.91925580007955;208.1524722999893;208.16911639994942;216.18624239997007;None;None;0;216.18624239997007;None;;;;;;;;5;;;;;;217.79367049993016;None;None;None;[];217.79367049993016;None;None;217.79367049993016;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;120.0;150.0;203.50057144619865;h_h;;;;;0;11;11;11;;;;;;;220.81881770002656;None;222.77684809989296;223.0936984999571;224.268779899925;224.2853163999971;238.70998889999464;None;None;0;238.70998889999464;None;;;;;;;;5;;;;;;240.259707899997;None;None;None;[];240.259707899997;None;None;240.259707899997;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;120.0;150.0;152.91127178874285;h_h;;;;;0;12;12;12;;;;;;;243.2845574999228;None;244.76774520007893;245.08456639992073;246.2593817000743;246.2761140000075;249.23460919992067;None;None;0;249.23460919992067;None;;;;;;;;5;;;;;;250.7842494000215;None;None;None;[];250.7842494000215;None;None;250.7842494000215;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;155.27414203894395;s_s;;;;;0;13;13;13;;;;;;;253.80081889987923;None;255.30907880002633;255.62590039987117;256.85910549992695;256.87586629996076;259.38414300000295;None;None;0;259.38414300000295;None;;;;;;;;5;;;;;;260.9341601000633;None;None;None;[];260.9341601000633;None;None;260.9341601000633;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;158.9411396037211;s_s;;;;;0;14;14;14;;;;;;;263.9673393999692;None;265.50884260004386;265.8255441999063;267.03393110004254;267.0506045999937;274.38366899988614;None;None;0;274.38366899988614;None;;;;;;;;5;;;;;;275.93341769999824;None;None;None;[];275.93341769999824;None;None;275.93341769999824;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;180.59976631384873;h_s;;;;;0;15;15;15;;;;;;;278.9500877999235;None;280.6583618998993;280.97509979992174;282.1002017999999;282.11672709998675;284.1167613998987;None;None;0;284.1167613998987;None;;;;;;;;5;;;;;;285.6748394998722;None;None;None;[];285.6748394998722;None;None;285.6748394998722;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;152.577966552593;s_h;;;;;0;16;16;16;;;;;;;288.69969630008563;None;290.18303729989566;290.49973160005175;291.62480170000345;291.64133220002986;293.6413588998839;None;None;0;293.6413588998839;None;;;;;;;;5;;;;;;295.31612539989874;None;None;None;[];295.31612539989874;None;None;295.31612539989874;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;171.0492454518585;h_s;;;;;0;17;17;17;;;;;;;298.3327248999849;None;299.9742618999444;300.2910356000066;301.4331038999371;301.45753360004164;303.4243815999944;None;None;0;303.4243815999944;None;;;;;;;;5;;;;;;304.97433970007114;None;None;None;[];304.97433970007114;None;None;304.97433970007114;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;307.99912380008027;None;309.7406730998773;310.0574054000899;311.1911714000162;311.2158226999454;313.1907808999531;None;None;0;313.1907808999531;None;;;;;;;;5;;;;;;314.74052969994955;None;None;None;[];314.74052969994955;None;None;314.74052969994955;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;317.75705850007944;None;319.2737135000061;319.59046410000883;320.7653089000378;320.7819983998779;325.11531029990874;None;None;0;325.11531029990874;None;;;;;;;;5;;;;;;326.6568402000703;None;None;None;[];326.6568402000703;None;None;326.6568402000703;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;329.6818208999466;None;331.3399829999544;331.65670270007104;332.7899982999079;332.80670260009356;334.7899935999885;None;None;0;334.7899935999885;None;;;;;;;;5;;;;;;336.3398046998773;None;None;None;[];336.3398046998773;None;None;336.3398046998773;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;339.35640769987367;None;340.997973700054;341.314674400026;342.514537199866;342.5312427999452;347.4562484000344;None;None;0;347.4562484000344;None;;;;;;;;5;;;;;;349.0060552000068;None;None;None;[];349.0060552000068;None;None;349.0060552000068;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;352.0226459999103;None;354.10596229997464;354.4225450998638;355.63973019993864;355.6640921998769;360.1309569000732;None;None;0;360.1309569000732;None;;;;;;;;5;;;;;;361.6806089000311;None;None;None;[];361.6806089000311;None;None;361.6806089000311;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;364.70549610001035;None;366.18040609988384;366.4971278999001;367.63052699994296;367.64724100008607;369.6388964999933;None;None;0;369.6388964999933;None;;;;;;;;5;;;;;;371.1969365000259;None;None;None;[];371.1969365000259;None;None;371.1969365000259;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;374.213608100079;None;376.2718487000093;376.58848479995504;377.82194359996356;377.83961439994164;386.94672079989687;None;None;0;386.94672079989687;None;;;;;;;;5;;;;;;388.49638730008155;None;None;None;[];388.49638730008155;None;None;388.49638730008155;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;391.51292139990255;None;392.7212350999471;393.038000700064;394.2051061000675;394.2300690000411;396.86302879988216;None;None;0;396.86302879988216;None;;;;;;;;5;;;;;;398.4129423999693;None;None;None;[];398.4129423999693;None;None;398.4129423999693;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;401.437649599975;None;402.93755499995314;403.2542965998873;404.47092729993165;404.48758030007593;412.14584539993666;None;None;0;412.14584539993666;None;;;;;;;;5;;;;;;413.69558479986154;None;None;None;[];413.69558479986154;None;None;413.69558479986154;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;416.72900109994225;None;418.07050230004825;418.387187599903;419.57057929993607;419.58715909998864;421.5204582000151;None;None;0;421.5204582000151;None;;;;;;;;5;;;;;;423.07047969987616;None;None;None;[];423.07047969987616;None;None;423.07047969987616;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;426.10367250000127;None;428.1034526999574;428.4201302998699;429.5452755999286;429.56176920002326;431.56245690002106;None;None;0;431.56245690002106;None;;;;;;;;5;;;;;;433.1615655000787;None;None;None;[];433.1615655000787;None;None;433.1615655000787;None;;;;;S11633;2022_Aug_02_1907;VideoMask;2021.1.2;120.14624216841948;
