primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;key_resp.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;157.18644691248227;;;;;0;22;22;22;;;;;;;393.4269419000484;None;394.96762420004234;395.2844149998855;396.49287989991717;396.5094413999468;399.04270630003884;None;None;0;399.04270630003884;None;;;;;;;;3;;;;;;;400.7424868999515;None;None;None;[];400.7424868999515;None;"['7', '7']";"[0.287534800125286, 0.6474347000475973]";400.7424868999515;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;135.96622391936876;;;;;0;23;23;23;;;;;;;402.75097579997964;None;404.1425703999121;404.4590451999102;405.60915370006114;405.62590199988335;411.400573000079;None;9;0;411.400573000079;None;;;;;;;;6;;;;;;;412.95052620000206;None;None;None;[];412.95052620000206;None;['9'];[0.26340409996919334];412.95052620000206;None;0.3896297998726368;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;140.0;150.0;187.2363405679046;;;;;0;24;24;24;;;;;;;414.95051459991373;None;416.74187020002864;417.0587712000124;418.27539979992434;418.29210139997303;421.5253612000961;None;None;0;421.5253612000961;None;;;;;;;;5;;;;;;;423.0753158000298;None;None;None;[];423.0753158000298;None;None;;423.0753158000298;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;151.65964880545846;;;;;0;25;25;25;;;;;;;425.1002203999087;None;426.59190570004284;426.9085089999717;428.0417798999697;428.0587681999896;430.0423455000855;None;None;0;430.0423455000855;None;;;;;;;;5;;;;;;;431.85836840001866;None;None;None;[];431.85836840001866;None;None;;431.85836840001866;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
1.0;f;021_o_f_s_a.jpg;sad;7.0;happy_61.2ns.avi;happy;9.0;incongruent;130.0;150.0;146.79956415721207;;;;;0;26;26;26;;;;;;;433.88337559998035;None;435.3414578998927;435.6583582998719;436.80823519988917;436.8249444998801;441.32468930003233;None;None;0;441.32468930003233;None;;;;;;;;5;;;;;;;442.874818299897;None;None;None;[];442.874818299897;None;None;;442.874818299897;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;205.93899364307754;;;;;0;27;27;27;;;;;;;444.89960259990767;None;446.8494520999957;447.16614230000414;448.29985329997726;448.3160168000031;450.2997025998775;None;None;0;450.2997025998775;None;;;;;;;;4;;;;;;;451.85769520001486;None;None;None;[];451.85769520001486;None;['7'];[0.4201996000483632];451.85769520001486;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;140.0;150.0;145.4488529976734;;;;;0;28;28;28;;;;;;;453.8663717000745;None;455.315966400085;455.6325224000029;456.76593349990435;456.78252590005286;459.79920549993403;None;None;0;459.79920549993403;None;;;;;;;;7;;;;;;;461.4824292000849;None;None;None;[];461.4824292000849;None;"['9', '9', '9', '9']";"[0.2355080998968333, 0.6273010999429971, 1.0674016999546438, 1.5234675998799503]";461.4824292000849;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
3.0;m;033_o_m_s_a.jpg;sad;7.0;happy_126.3.wmv;happy;9.0;incongruent;130.0;150.0;220.47504181707743;;;;;0;29;29;29;;;;;;;463.48238090006635;None;465.5488911999855;465.8656043000519;467.01624580007046;467.04877080000006;469.00725269992836;None;None;0;469.00725269992836;None;;;;;;;;5;;;;;;;470.55704850004986;None;None;None;[];470.55704850004986;None;None;;470.55704850004986;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.9424691910033;;;;;0;30;30;30;;;;;;;472.5738013999071;None;474.09027409995906;474.4070452998858;475.6070771999657;475.6243614999112;483.5068318999838;None;None;0;483.5068318999838;None;;;;;;;;3;;;;;;;485.0483198999427;None;None;None;[];485.0483198999427;None;"['7', '7']";"[0.309544799849391, 0.6855107999872416]";485.0483198999427;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;182.0123397825363;;;;;0;31;31;31;;;;;;;487.0567433000542;None;488.8148807999678;489.1316066000145;490.2566804999951;490.2733489999082;492.264989499934;None;None;0;492.264989499934;None;;;;;;;;5;;;;;;;493.8064770998899;None;None;None;[];493.8064770998899;None;None;;493.8064770998899;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;140.0;150.0;145.41905773865074;;;;;0;32;32;32;;;;;;;495.8312607000116;None;497.34785560006276;497.6652104000095;498.83946070005186;498.8561525999103;513.2808974999934;None;None;0;513.2808974999934;None;;;;;;;;3;;;;;;;514.8315498000011;None;None;None;[];514.8315498000011;None;"['7', '7']";"[0.39856179989874363, 0.638196500018239]";514.8315498000011;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;163.9874412082805;;;;;0;33;33;33;;;;;;;516.8308329000138;None;518.4306302000768;518.7473482000642;519.8977673999034;519.9222182000522;521.8806986999698;None;None;0;521.8806986999698;None;;;;;;;;5;;;;;;;523.9556781998836;None;None;None;[];523.9556781998836;None;None;;523.9556781998836;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_27.1ns.avi;happy;9.0;congruent;140.0;150.0;207.9053492649655;;;;;0;34;34;34;;;;;;;525.9722666000016;None;527.9303552999627;528.247044299962;529.4138547000475;529.4304343999829;531.8808359999675;None;None;0;531.8808359999675;None;;;;;;;;5;;;;;;;533.8385244000237;None;None;None;[];533.8385244000237;None;None;;533.8385244000237;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;218.0520785974414;;;;;0;35;35;35;;;;;;;535.8635356000159;None;537.9216958999168;538.2383536999114;539.3635344000068;539.3800744998734;541.3717451998964;None;None;0;541.3717451998964;None;;;;;;;;8;;;;;;;543.0137543000747;None;None;None;[];543.0137543000747;None;"['9', '9', '9']";"[0.25601199991069734, 0.568165399832651, 0.8800984998233616]";543.0137543000747;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;192.53137802384992;;;;;0;36;36;36;;;;;;;545.0217663000803;None;546.8631084000226;547.1798531000968;548.304949299898;548.3214509000536;550.3132418000605;None;None;0;550.3132418000605;None;;;;;;;;5;;;;;;;551.8631492001005;None;None;None;[];551.8631492001005;None;None;;551.8631492001005;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;140.0;150.0;159.76384515822056;;;;;0;37;37;37;;;;;;;553.8964064000174;None;555.4628564000595;555.7795124000404;556.9462705000769;556.9629160000477;561.487784500001;None;None;0;561.487784500001;None;;;;;;;;8;;;;;;;563.204233400058;None;None;None;[];563.204233400058;None;"['9', '9', '9', '9', '9']";"[0.22581530013121665, 0.4893227000720799, 1.009505100082606, 1.3534604001324624, 1.8015131000429392]";563.204233400058;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;172.91738127163183;;;;;0;38;38;38;;;;;;;565.2044045999646;None;566.8959715000819;567.2125317000318;568.395868799882;568.412659100024;573.3458227999508;None;None;0;573.3458227999508;None;;;;;;;;5;;;;;;;574.8955651998986;None;None;None;[];574.8955651998986;None;None;;574.8955651998986;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;196.03539454983184;;;;;0;39;39;39;;;;;;;576.9205437998753;None;578.7961418998893;579.1122832999099;580.2458075000905;580.2622664999217;582.2456326999236;None;None;0;582.2456326999236;None;;;;;;;;2;;;;;;;583.8121491000056;None;None;None;[];583.8121491000056;None;"['7', '7', '7', '7']";"[0.5375644001178443, 0.7857473001349717, 1.0664378001820296, 1.4015571000054479]";583.8121491000056;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;139.87174075953956;;;;;0;40;40;40;;;;;;;585.8121034000069;None;587.237016600091;587.5535335000604;588.720351499971;588.7375707000028;596.4451367000584;None;None;0;596.4451367000584;None;;;;;;;;3;;;;;;;598.2531715999357;None;None;None;[];598.2531715999357;None;"['7', '7']";"[0.1924892000388354, 0.5124936001375318]";598.2531715999357;None;;;;S10718;2021_Jul_02_1553;VideoMask;2021.1.2;119.1872384111576;
