0.097940	6.500000	1
0.004477	4.500000	2
-0.036243	-7.500000	2
0.279501	4.500000	2
-0.069590	12.500000	2
0.251730	-4.500000	2
-0.042663	1.500000	1
-0.040577	10.500000	2
-0.145098	-4.500000	1
0.140529	2.500000	1
0.017146	15.500000	1
-0.047829	-3.500000	1
0.161320	0.500000	2
0.106750	-7.500000	1
-0.232251	-7.500000	1
0.247715	13.500000	1
-0.176557	-3.500000	1
0.120206	-2.500000	1
0.149258	6.500000	1
-0.304500	1.500000	1
-0.044580	-5.500000	1
-0.265913	-4.500000	1
-0.115847	-3.500000	1
-0.149998	-5.500000	2
-0.183027	-0.500000	2
0.038346	-3.500000	2
-0.147728	-0.500000	2
0.061180	1.500000	1
0.041298	-3.500000	1
0.011202	-4.500000	1
-0.038715	0.500000	1
-0.012257	-3.500000	1
-0.259534	-3.500000	2
-0.177322	-4.500000	2
0.011634	-4.500000	1
0.349585	3.500000	2
-0.096716	-1.500000	2
0.396968	4.500000	2
0.026579	-2.500000	1
-0.080872	-3.500000	1
-0.046159	-3.500000	2
-0.239026	-7.500000	2
-0.133157	-3.500000	1
-0.197856	-3.500000	1
0.041360	-5.500000	2
0.103945	-3.500000	1
-0.121231	-2.500000	1
0.163623	-6.500000	1
0.181895	1.500000	1
0.111496	6.500000	1
-0.054763	4.500000	2
0.075732	-7.500000	2
0.252073	4.500000	2
0.165445	12.500000	2
0.715281	-4.500000	2
-0.159217	1.500000	1
0.134118	10.500000	2
0.044880	-4.500000	1
0.208053	2.500000	1
-0.086764	15.500000	1
0.121807	-3.500000	1
0.085144	0.500000	2
0.038317	-7.500000	1
-0.201547	-7.500000	1
0.188980	13.500000	1
-0.265986	-3.500000	1
0.148260	-2.500000	1
0.077223	6.500000	1
-0.252696	1.500000	1
0.127767	-5.500000	1
-0.056073	-4.500000	1
-0.109603	-3.500000	1
-0.100672	-5.500000	2
-0.171842	-0.500000	2
-0.182632	-3.500000	2
-0.017410	-0.500000	2
0.115112	1.500000	1
-0.116853	-3.500000	1
0.020239	-4.500000	1
0.089241	0.500000	1
0.120301	-3.500000	1
-0.310861	-3.500000	2
-0.131718	-4.500000	2
0.144044	-4.500000	1
0.311784	3.500000	2
-0.005393	-1.500000	2
0.302501	4.500000	2
-0.072768	-2.500000	1
0.009232	-3.500000	1
-0.094741	-3.500000	2
-0.085501	-7.500000	2
0.117759	-3.500000	1
-0.042351	-3.500000	1
-0.061207	-5.500000	2
0.185770	-3.500000	1
