"ROI","TaskCondition","Participant","BrainValue"
"2","2","23",-0.43030094121757
"2","2","24",0.317470064825886
"2","2","25",0.6964709777385
"2","2","26",-0.107634396511849
"2","2","27",-0.0529714313847725
"2","2","28",-0.205349617553458
"2","2","29",0.116768202790801
"2","2","30",-0.834837020833575
"2","2","31",-0.598665751032228
"2","2","32",0.0139258716660514
"2","2","33",-0.20479492618602
"2","2","34",-0.870706149429931
"2","2","35",0.0492062680726129
"2","2","36",-0.878853384617383
"2","2","37",-0.362133601638753
"2","2","38",-0.36152625319688
"2","2","39",0.0482446910696089
"2","2","40",0.0895053764568108
"2","2","41",-0.287731437312583
"2","2","42",-0.219100995354612
"2","2","43",0.0906316240685348
"2","2","44",-0.0912512846976321
"2","2","45",0.0625992195419986
"2","2","46",-0.00513064728413777
"2","2","47",-0.0878405581851683
"2","2","48",0.194152107719726
"2","2","49",0.0570801145523007
"2","2","50",-0.523967142451585
"2","2","51",-0.627125867149353
"2","2","52",0.00391011584239701
"2","2","53",-0.153101381224891
"2","2","54",-0.216818890897784
"2","2","55",-0.544000117093082
"2","2","56",0.441639647523804
"2","2","57",-0.235492039975385
"2","2","58",0.366405958829734
"2","2","59",-0.126208359023511
"2","2","60",-0.388929644734428
"2","2","61",-0.392889026737946
"2","2","62",-0.0477222720429877
"2","2","63",-0.403571148637712
"2","2","64",-0.231443400061273
"2","2","65",-0.0637038814403662
"2","2","66",-0.0939413722892239
"2","2","67",-0.144428602668714
"2","2","68",0.00183676516758354
"2","2","69",-0.257529463713167
"2","2","70",-0.914267652228899
"2","2","71",0.484478810646882
"2","2","72",-0.0620093368811578
"2","2","73",0.255788918308217
"2","2","74",0.261447968386394
"2","2","75",-1.11037558692742
"2","2","76",-0.466113912106333
"2","2","77",-0.790492445359203
"2","2","78",-0.0282221038388543
"2","2","79",0.426977777929325
"2","2","80",-0.621912471291314
"2","2","81",0.144744979874733
"2","2","82",-0.0680535209887638
"2","2","83",-0.272441344612043
"2","2","84",-0.29154860219214
"2","2","85",0.372546452171419
"2","2","86",-0.0197872077569184
"2","2","87",-1.64369990797789
"2","2","88",-0.287826015613027
"2","2","89",-0.0998418901922045
"2","2","90",0.0433623446454483
"2","2","91",0.19787040571455
"2","2","92",-0.529132452422405
"2","2","93",-0.694958257965925
"2","2","94",-0.0983982350882753
"2","2","95",-1.65012182224148
"2","2","96",0.458465448118807
"2","2","97",-0.10796539519622
"2","2","98",-0.28051277143858
"2","2","99",-0.498525285018169
"2","2","100",0.103464841759362
"2","2","101",-0.18488380329956
"2","2","102",0.95883728491097
"2","2","103",-0.10827727296543
"2","2","104",-0.355322979375005
"2","2","105",-0.374309251645232
"2","2","106",0.0126986351106467
"2","2","107",-0.203389788496997
"2","2","108",-0.590885085182461
"2","2","109",0.453418150332158
"2","2","110",-0.0953399490080471
"2","2","111",-0.00164818747217078
"2","2","112",-0.153199777378118
"2","3","1",-0.520059513973027
"2","3","2",-0.0084450749956768
"2","3","3",0.176789691041383
"2","3","4",-0.225910023808843
"2","3","5",0.114681111285236
"2","3","6",-0.118393701237127
"2","3","7",-0.338305181546356
"2","3","8",0.116670999664632
"2","3","9",-0.0872440879712093
"2","3","10",-0.750213073630916
"2","3","11",0.41616885264866
"2","3","12",-0.202769585406196
"2","3","13",-0.27933588698866
"2","3","14",0.112638561251929
"2","3","15",0.43647447759967
"2","3","16",-0.184243518885886
"2","3","17",0.0187222975170395
"2","3","18",0.482847060644772
"2","3","19",-0.548254947321929
"2","3","20",0.744649601293864
"2","3","21",-0.449736664813708
"2","3","22",0.037089308587043
"2","3","23",0.556187058802755
"2","3","24",0.274908890432822
"2","3","25",1.00941920716588
"2","3","26",0.137239915724348
"2","3","27",-0.178662617615144
"2","3","28",-0.285681100904836
"2","3","29",0.346761031984919
"2","3","30",-0.686813145508702
"2","3","31",0.0280304516711068
"2","3","32",0.1479851845349
"2","3","33",-0.171482797191531
"2","3","34",-0.338399789622621
"2","3","35",-0.0350890148892938
"2","3","36",-0.317611256564165
"2","3","37",-0.0193503390206403
"2","3","38",-0.273977924656971
"2","3","39",0.176419692777409
"2","3","40",0.179656440199057
"2","3","41",-0.0128120413043903
"2","3","42",0.148839048801815
"2","3","43",0.45422147055785
"2","3","44",0.00535674157506991
"2","3","45",-0.10678682250337
"2","3","46",-0.372740212119964
"2","3","47",0.357352942435593
"2","3","48",-0.032414516752086
"2","3","49",0.140020136424242
"2","3","50",-0.383588173956709
"2","3","51",-0.532697205757344
"2","3","52",-0.177447832451671
"2","3","53",0.102108063316825
"2","3","54",-0.562832787988813
"2","3","55",-0.324917509228112
"2","3","56",0.522661879766596
"2","3","57",0.0523738682258692
"2","3","58",0.550805500799381
"2","3","59",0.0676934357616119
"2","3","60",0.0153236705402851
"2","3","61",-0.196411262440488
"2","3","62",-0.0742604479762632
"2","3","63",-0.103595189735051
"2","3","64",0.0348132180189146
"2","3","65",-0.0527634725648516
"2","3","66",0.0127199639928739
"2","3","67",-0.317646436952622
"2","3","68",-0.0404971937745492
"2","3","69",-0.308488947967809
"2","3","70",-0.581046768700765
"2","3","71",0.253169358760967
"2","3","72",0.0675366015217979
"2","3","73",0.267142364996622
"2","3","74",0.51878694020878
"2","3","75",-0.309403200281739
"2","3","76",-0.647113350227596
"2","3","77",-0.853669518922887
"2","3","78",0.141063656151338
"2","3","79",0.178073303868646
"2","3","80",-0.562517256763711
"2","3","81",0.351504849126123
"2","3","82",0.215900433821437
"2","3","83",-0.0251640549653145
"2","3","84",-0.314698181497463
"2","3","85",0.473157854527032
"2","3","86",0.140664916810186
"2","3","87",-0.38681540181018
"2","3","88",0.107284336627226
"2","3","89",-0.342431907784345
"2","3","90",0.619000495464458
"2","3","91",0.0609123614612906
"2","3","92",-0.324728064602468
"2","3","93",0.418524837202764
"2","3","94",-0.0396382998151239
"2","3","95",-1.39894293705986
"2","3","96",0.474208858568312
"2","3","97",-0.206759302451926
"2","3","98",-0.0658378410645253
"2","3","99",-0.185696537757379
"2","3","100",0.230300322930306
"2","3","101",0.0788306699255557
"2","3","102",1.14186862801633
"2","3","103",-0.0110540065303781
"2","3","104",0.00781993842702662
"2","3","105",-0.247975711860293
"2","3","106",0.157471741984808
"2","3","107",-0.396047346108419
"2","3","108",-0.954304307578056
"2","3","109",-0.182803660867796
"2","3","110",0.0707532758767739
"2","3","111",0.00383194827103639
"2","3","112",-0.0812197206291082
"2","4","1",-0.449446247196832
"2","4","2",-0.0461366540703608
"2","4","3",0.130166846613316
"2","4","4",-0.052119730527861
"2","4","5",0.390518363126046
"2","4","6",-0.337242960081837
"2","4","7",0.123644393257327
"2","4","8",-0.215740741020432
"2","4","9",-0.467779229266372
"2","4","10",-0.464308582534029
"2","4","11",0.230446765094246
"2","4","12",-0.220344035085518
"2","4","13",-0.0705451469194538
"2","4","14",-0.0520847845013108
"2","4","15",0.0546451731959057
"2","4","16",-0.392702706440208
"2","4","17",0.159196022509908
"2","4","18",0.154348737885797
"2","4","19",-0.369335246340531
"2","4","20",0.433175547740375
"2","4","21",-0.531380267647224
"2","4","22",0.100115820663277
"2","4","23",0.493855177788291
"2","4","24",0.273998700245094
"2","4","25",0.478158604656535
"2","4","26",-0.0211116039729866
"2","4","27",0.0035076767122903
"2","4","28",-0.378321446287181
"2","4","29",0.121544215941756
"2","4","30",-0.899189095913879
"2","4","31",-0.253076412957313
"2","4","32",0.0307305657943215
"2","4","33",-0.333440772922638
"2","4","34",-0.641248904251895
"2","4","35",-0.142562948913139
"2","4","36",-0.539471909767244
"2","4","37",-0.447907528514421
"2","4","38",-0.24294436162686
"2","4","39",0.217979164440109
"2","4","40",0.0825042900762084
"2","4","41",0.302385359669362
"2","4","42",-0.0388464710953914
"2","4","43",0.0206841681203691
"2","4","44",0.041258632100369
"2","4","45",-0.028171458004055
"2","4","46",-0.372173030637356
"2","4","47",-0.101097125171994
"2","4","48",-0.647607190458755
"2","4","49",0.122193593424896
"2","4","50",-0.465675806838686
"2","4","51",-0.370175034905655
"2","4","52",0.183714388761806
"2","4","53",-0.174016646431793
"2","4","54",-0.302468820236532
"2","4","55",-0.283046464829486
"2","4","56",0.0265499448669436
"2","4","57",0.040018950884831
"2","4","58",0.280255083371393
"2","4","59",-0.205000125382822
"2","4","60",-0.14101081315004
"2","4","61",-0.0229232581479028
"2","4","62",-0.145596632535775
"2","4","63",-0.434116939506759
"2","4","64",-0.368852495738282
"2","4","65",-0.0250043391280361
"2","4","66",-0.175404545155932
"2","4","67",-0.339064186656605
"2","4","68",0.00875686397738149
"2","4","69",-0.126144869351472
"2","4","70",-0.310537076714199
"2","4","71",0.278694033865037
"2","4","72",-0.128313091511619
"2","4","73",0.25307457960718
"2","4","74",-0.171456243422609
"2","4","75",-0.323798050808652
"2","4","76",-0.368467295708937
"2","4","77",-0.723526680069726
"2","4","78",-0.0991346012390166
"2","4","79",0.174199239992559
"2","4","80",-0.652950999243715
"2","4","81",-0.0275453483559025
"2","4","82",0.0653095244138021
"2","4","83",-0.197223372704433
"2","4","84",-0.0712188696479273
"2","4","85",-0.0314392813962195
"2","4","86",-0.0702819613582735
"2","4","87",-0.644077952703219
"2","4","88",-0.212411829819373
"2","4","89",0.0588385188531857
"2","4","90",0.140902928461423
"2","4","91",-0.0725482538147504
"2","4","92",-0.240900455648458
"2","4","93",-0.260416913936596
"2","4","94",-0.114902575708532
"2","4","95",-0.995748833064141
"2","4","96",0.310180687474284
"2","4","97",-0.101261223602957
"2","4","98",-0.0158280231627305
"2","4","99",-0.15866765855079
