primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;192.80086779892653;;;;;0;8;8;8;;;;;;;179.25538669992238;None;181.08013469993602;181.39694949996192;182.57227479992434;182.59696969995275;191.75512260000687;None;9;0;0.5124977000523359;191.75512260000687;None;;;;;;;;9;;;;;;193.3549657999538;None;None;None;[];193.3549657999538;None;"['9', '9', '9', '9', '9', '9']";193.3549657999538;None;"[0.3524232000345364, 0.7445115000009537, 1.0325072000268847, 1.3606556000886485, 1.8643602000083774, 2.2405403000302613]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
3.0;m;013_y_m_s_a.jpg;sad;7.0;happy_56.2ns.avi;happy;9.0;incongruent;130.0;150.0;134.62621969351147;;;;;0;9;9;9;;;;;;;196.36322649999056;None;197.69637969997711;198.01310689991806;199.163070499897;199.17980349995196;204.171528799925;None;9;0;0.7677293999586254;204.171528799925;None;;;;;;;;6;;;;;;205.74632539995946;None;None;None;[];205.74632539995946;None;"['9', '9']";205.74632539995946;None;"[0.20110900001600385, 0.7610554000129923]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_133.1.wmv;sad;7.0;incongruent;120.0;160.0;238.4103736452693;;;;;0;10;10;10;;;;;;;208.74630399991293;None;210.94599459995516;211.2626563999802;212.39607029990293;212.41280629998073;214.39617779990658;None;7;0;0.4712649999419227;214.39617779990658;None;;;;;;;;4;;;;;;215.9710458999034;None;None;None;[];215.9710458999034;None;['7'];215.9710458999034;None;[0.2643857999937609];;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_2.2ns.avi;happy;9.0;congruent;140.0;150.0;120.08648649110712;;;;;0;11;11;11;;;;;;;218.9710763999028;None;220.21237619989552;220.5292867999524;221.70387109997682;221.72068169992417;233.87093939993065;None;8;0;0.7004743999568745;233.87093939993065;None;;;;;;;;5;;;;;;235.46212819998618;None;None;None;[];235.46212819998618;None;None;235.46212819998618;None;;;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
9.0;f;019_m_f_s_a.jpg;sad;7.0;sad_8.4ns.avi;sad;7.0;congruent;130.0;160.0;169.3395974323834;;;;;0;12;12;12;;;;;;;238.47855709993746;None;240.1201151999412;240.43692099989858;241.6119081999641;241.62851489998866;249.7117949000094;None;8;0;0.5077399000292644;249.7117949000094;None;;;;;;;;5;;;;;;251.2616933999816;None;None;None;[];251.2616933999816;None;None;251.2616933999816;None;;;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;124.24628091899196;;;;;0;13;13;13;;;;;;;254.28669879992958;None;255.56157599994913;255.87814449996222;257.0198683999479;257.0365178999491;262.0121686999919;None;8;0;0.4554982000263408;262.0121686999919;None;;;;;;;;5;;;;;;263.5613757999381;None;None;None;[];263.5613757999381;None;None;263.5613757999381;None;;;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
1.0;f;021_o_f_h_a.jpg;happy;9.0;happy_12.1ns.avi;happy;9.0;congruent;140.0;150.0;236.6487020138435;;;;;0;14;14;14;;;;;;;266.5944251999026;None;268.79454189992975;269.11116909992415;270.27783149993047;270.2951523999218;277.8610722000012;None;9;0;0.5824966999934986;277.8610722000012;None;;;;;;;;7;;;;;;279.4192108999705;None;None;None;[];279.4192108999705;None;"['9', '9']";279.4192108999705;None;"[0.23279200005345047, 0.6482443000422791]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
8.0;f;028_y_f_s_a.jpg;sad;7.0;sad_64.2ns.avi;sad;7.0;congruent;130.0;160.0;238.8507440172915;;;;;0;15;15;15;;;;;;;282.42750269989483;None;284.65271799999755;284.9690526999766;286.1522256999742;286.16903089999687;297.1022071999032;None;None;0;;297.1022071999032;None;;;;;;;;3;;;;;;298.66855850000866;None;None;None;[];298.66855850000866;None;"['7', '7']";298.66855850000866;None;"[0.2627867000410333, 0.6069729001028463]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;185.59030554143408;;;;;0;16;16;16;;;;;;;301.6859302999219;None;303.43508849991485;303.7518764999695;304.89351999992505;304.9101140999701;306.8851895999396;None;7;0;0.5744610000401735;306.8851895999396;None;;;;;;;;3;;;;;;308.45176530000754;None;None;None;[];308.45176530000754;None;"['7', '7']";308.45176530000754;None;"[0.7920144000090659, 1.5277740999590605]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;159.52646627166388;;;;;0;17;17;17;;;;;;;311.460058299941;None;313.0014891999308;313.318446499994;314.5099120999221;314.5265988999745;321.05141009995714;None;7;0;0.6242311000823975;321.05141009995714;None;;;;;;;;2;;;;;;322.6013940999983;None;None;None;[];322.6013940999983;None;"['7', '7', '7']";322.6013940999983;None;"[0.314463600050658, 0.6661990999709815, 1.8824338000267744]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.0431594605889;;;;;0;18;18;18;;;;;;;325.6095397999743;None;326.9094438999891;327.2261414999375;328.3512067999691;328.36782879999373;330.4269221998984;None;9;0;0.4166941000148654;330.4269221998984;None;;;;;;;;8;;;;;;331.9760969999479;None;None;None;[];331.9760969999479;None;"['9', '9', '9', '9']";331.9760969999479;None;"[0.299471800099127, 0.651432599988766, 0.9316888999892399, 1.2755890000844374]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;168.97426303437265;;;;;0;19;19;19;;;;;;;334.97601929993834;None;336.59238589997403;336.90926019998733;338.03438039997127;338.05087609996554;340.0426483999472;None;None;0;;340.0426483999472;None;;;;;;;;2;;;;;;341.59259199991357;None;None;None;[];341.59259199991357;None;"['7', '7', '7', '7']";341.59259199991357;None;"[0.3071934999898076, 0.5870327000739053, 0.859271900029853, 1.0031730000628158]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
9.0;f;019_m_f_h_a.jpg;happy;9.0;sad_115.1.wmv;sad;7.0;incongruent;120.0;160.0;202.13700247699333;;;;;0;20;20;20;;;;;;;344.6008022999158;None;346.49221349996515;346.8089147999417;347.9338687999407;347.9506623999914;349.9423821999226;None;None;0;;349.9423821999226;None;;;;;;;;4;;;;;;351.49222999997437;None;None;None;[];351.49222999997437;None;"['7', '7']";351.49222999997437;None;"[0.2954620999516919, 0.719689599936828]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;140.0;150.0;155.22310421045015;;;;;0;21;21;21;;;;;;;354.49216099991463;None;356.0336186999921;356.350268799928;357.50869489996694;357.52533949993085;370.29175569990184;None;9;0;0.6641158000566065;370.29175569990184;None;;;;;;;;8;;;;;;371.84985839994624;None;None;None;[];371.84985839994624;None;"['9', '9', '9', '9', '9']";371.84985839994624;None;"[0.26581600005738437, 0.5938838000874966, 0.8978842000942677, 1.1937780000735074, 1.601856300025247]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;157.18644691248227;;;;;0;22;22;22;;;;;;;374.8583257999271;None;376.3663760999916;376.68312579998747;377.81644179997966;377.83339609997347;380.4413899999345;None;None;0;;380.4413899999345;None;;;;;;;;1;;;;;;381.9910695999861;None;None;None;[];381.9910695999861;None;"['7', '7', '7', '7']";381.9910695999861;None;"[0.30871739995200187, 0.5967208000365645, 0.788596999947913, 0.9966859000269324]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;135.96622391936876;;;;;0;23;23;23;;;;;;;384.99133409990463;None;386.3327010999201;386.6494907999877;387.85787059995346;387.87457189999986;393.5745884999633;None;9;0;0.6611951000522822;393.5745884999633;None;;;;;;;;9;;;;;;395.1159797;None;None;None;[];395.1159797;None;"['9', '9', '9', '9']";395.1159797;None;"[0.09565499995369464, 0.41586159996222705, 0.687761600012891, 0.9516916000284255]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;140.0;150.0;187.2363405679046;;;;;0;24;24;24;;;;;;;398.12421539996285;None;399.8990404999349;400.2157592999283;401.42455190001056;401.44916640000883;404.67457979999017;None;9;0;0.42519199999514967;404.67457979999017;None;;;;;;;;9;;;;;;406.2323302999139;None;None;None;[];406.2323302999139;None;"['9', '9', '9', '9', '9']";406.2323302999139;None;"[0.22729559999424964, 0.5153258999343961, 0.7875088999280706, 1.099696799996309, 1.3553955999668688]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;151.65964880545846;;;;;0;25;25;25;;;;;;;409.2406847999664;None;410.7155777999433;411.03221049997956;412.17397209990304;412.19053859997075;414.17438969993964;None;None;0;;414.17438969993964;None;;;;;;;;7;;;;;;415.90709669992793;None;None;None;[];415.90709669992793;None;"['9', '9']";415.90709669992793;None;"[0.07287719997111708, 0.6566065000370145]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
1.0;f;021_o_f_s_a.jpg;sad;7.0;happy_61.2ns.avi;happy;9.0;incongruent;130.0;150.0;146.79956415721207;;;;;0;26;26;26;;;;;;;418.91533739992883;None;420.3400941999862;420.6568519999273;421.8649745999137;421.88170139992144;426.31516009999905;None;None;0;;426.31516009999905;None;;;;;;;;4;;;;;;427.8649102000054;None;None;None;[];427.8649102000054;None;['7'];427.8649102000054;None;[0.42688179994001985];;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;205.93899364307754;;;;;0;27;27;27;;;;;;;430.86495610000566;None;432.78978339990135;433.10651279997546;434.23984489997383;434.2563410999719;436.23983909992967;None;9;0;1.059873899910599;436.23983909992967;None;;;;;;;;4;;;;;;437.78970429999754;None;None;None;[];437.78970429999754;None;"['9', '7']";437.78970429999754;None;"[0.5019795000553131, 1.5901086999801919]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;140.0;150.0;145.4488529976734;;;;;0;28;28;28;;;;;;;440.7980162999593;None;442.2061166999629;442.52308749989606;443.664815899916;443.68127229996026;446.67300269997213;None;None;0;;446.67300269997213;None;;;;;;;;4;;;;;;448.2229413999012;None;None;None;[];448.2229413999012;None;['7'];448.2229413999012;None;[0.33281249995343387];;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
3.0;m;033_o_m_s_a.jpg;sad;7.0;happy_126.3.wmv;happy;9.0;incongruent;130.0;150.0;220.47504181707743;;;;;0;29;29;29;;;;;;;451.23124889994506;None;453.28087779995985;453.5979591999203;454.73075779993087;454.7474481998943;456.73093689989764;None;None;0;;456.73093689989764;None;;;;;;;;6;;;;;;458.2807332999073;None;None;None;[];458.2807332999073;None;['9'];458.2807332999073;None;[0.635152000002563];;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.9424691910033;;;;;0;30;30;30;;;;;;;461.28910689998884;None;462.78891149989795;463.1056604000041;464.2973320999881;464.3141169999726;472.1972464999417;None;None;0;;472.1972464999417;None;;;;;;;;5;;;;;;473.75549229991157;None;None;None;[];473.75549229991157;None;None;473.75549229991157;None;;;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;182.0123397825363;;;;;0;31;31;31;;;;;;;476.788681200007;None;478.51349029992707;478.8304518999066;479.9552954999963;479.971955099958;481.9802497999044;None;None;0;;481.9802497999044;None;;;;;;;;4;;;;;;483.53001599991694;None;None;None;[];483.53001599991694;None;['7'];483.53001599991694;None;[0.45798519998788834];;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;140.0;150.0;145.41905773865074;;;;;0;32;32;32;;;;;;;486.5302326999372;None;487.9965185999172;488.31333659996744;489.5221218999941;489.54663549992256;503.9380403999239;None;9;0;0.6258068999741226;503.9380403999239;None;;;;;;;;7;;;;;;505.4878985999385;None;None;None;[];505.4878985999385;None;"['9', '9']";505.4878985999385;None;"[0.21993010002188385, 0.5881933000637218]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;163.9874412082805;;;;;0;33;33;33;;;;;;;508.496165099903;None;510.09656949993223;510.41256919992156;511.5459002999123;511.5708203999093;513.5466145999962;None;None;0;;513.5466145999962;None;;;;;;;;8;;;;;;515.0957793999696;None;None;None;[];515.0957793999696;None;"['9', '9', '9']";515.0957793999696;None;"[0.340052800020203, 0.7001078999601305, 1.988293300033547]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_27.1ns.avi;happy;9.0;congruent;140.0;150.0;207.9053492649655;;;;;0;34;34;34;;;;;;;518.0960490999278;None;520.0292456999887;520.3543767000083;521.5374443999026;521.5540949999122;523.9713444999652;None;None;0;;523.9713444999652;None;;;;;;;;9;;;;;;525.5213124000002;None;None;None;[];525.5213124000002;None;"['9', '9', '9', '9']";525.5213124000002;None;"[0.30665669997688383, 0.6505392999388278, 0.9386993999360129, 1.7145253999624401]";;;S10781;2021_Jul_27_1728;VideoMask;2021.1.2;120.0114250628929;
