primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
3.0;m;033_o_m_s_a.jpg;sad;7.0;happy_126.3.wmv;happy;9.0;incongruent;130.0;150.0;198.85252030535366;s_h;;;;;0;45;45;45;;;;;;;610.3417728000204;None;612.2080371000047;612.5247715000005;613.6662925000128;613.6831905000145;615.6580784000107;None;9;0;615.6580784000107;None;;;;;;;;5;;;;;;;0.42604109999956563;617.2080393000215;None;None;None;[];617.2080393000215;None;None;;617.2080393000215;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_136.1.wmv;sad;7.0;incongruent;120.0;160.0;176.97002883463455;h_s;;;;;0;46;46;46;;;;;;;620.2329615000053;None;621.9160974000115;622.2328821000119;623.3578845000011;623.3744191000005;625.3745052000158;None;7;0;625.3745052000158;None;;;;;;;;6;;;;;;;0.5736975999898277;626.9243906000047;None;None;None;[];626.9243906000047;None;['9'];[0.8719241000071634];626.9243906000047;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
9.0;f;019_m_f_h_a.jpg;happy;9.0;happy_10.1ns.avi;happy;9.0;congruent;120.0;150.0;157.2463435658512;h_h;;;;;0;47;47;47;;;;;;;629.9327031000284;None;631.4574118000164;631.7740523000248;632.9158764000167;632.9325570000219;640.3489319000219;None;9;0;640.3489319000219;None;;;;;;;;5;;;;;;;0.6709570999955758;641.8988573000242;None;None;None;[];641.8988573000242;None;['7'];[0.985429699998349];641.8988573000242;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_2.2ns.avi;happy;9.0;congruent;120.0;150.0;206.34800317295262;h_h;;;;;0;48;48;48;;;;;;;644.9073166000016;None;646.8651409000158;647.1819440000108;648.3070485000208;648.323681400012;660.5151742000016;None;9;0;660.5151742000016;None;;;;;;;;4;;;;;;;0.7052545000042301;662.0649221000203;None;None;None;[];662.0649221000203;None;['7'];[0.8991034999780823];662.0649221000203;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
3.0;m;033_o_m_h_a.jpg;happy;9.0;happy_24.2ns.avi;happy;9.0;congruent;120.0;150.0;167.9423847659953;h_h;;;;;0;49;49;49;;;;;;;665.0648379000195;None;666.664721100009;666.9812988000049;668.1397162000067;668.1563695000077;671.8562677000009;None;9;0;671.8562677000009;None;;;;;;;;3;;;;;;;0.47599649999756366;673.4062328000145;None;None;None;[];673.4062328000145;None;"['7', '7']";"[0.2540486000070814, 0.7179611000174191]";673.4062328000145;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
1.0;f;021_o_f_s_a.jpg;sad;7.0;happy_61.2ns.avi;happy;9.0;incongruent;130.0;150.0;210.94664004826666;s_h;;;;;0;50;50;50;;;;;;;676.406177100027;None;678.3642299000057;678.680969100009;679.8142970000044;679.8309073000273;684.3391898000264;None;9;0;684.3391898000264;None;;;;;;;;6;;;;;;;0.3529500000004191;685.8891113999998;None;None;None;[];685.8891113999998;None;['9'];[0.28304059998481534];685.8891113999998;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.02079367163634;s_s;;;;;0;51;51;51;;;;;;;688.8975951000175;None;690.3973805000132;690.7139763000014;691.9056289000146;691.9223144999996;699.8055758000119;None;7;0;699.8055758000119;None;;;;;;;;8;;;;;;;0.6466249999939464;701.363688900019;None;None;None;[];701.363688900019;None;"['9', '9', '9']";"[0.24844739999389276, 0.5043112999992445, 1.3362089000002015]";701.363688900019;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;120.0;150.0;210.98946429383824;h_h;;;;;0;52;52;52;;;;;;;704.3720467000094;None;706.3716937000281;706.6883428000147;707.8218443000223;707.8383534000022;720.6130886000174;None;8;0;720.6130886000174;None;;;;;;;;6;;;;;;;0.48695190000580624;722.1629870000179;None;None;None;[];722.1629870000179;None;['9'];[0.3133834000036586];722.1629870000179;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_52.2ns.avi;happy;9.0;incongruent;130.0;150.0;172.57202848318138;s_h;;;;;0;53;53;53;;;;;;;725.171256200003;None;726.8043732000224;727.1210462000163;728.2794310000027;728.2959052000078;731.8045131000108;None;9;0;731.8045131000108;None;;;;;;;;7;;;;;;;0.48779660000582226;733.3542945000227;None;None;None;[];733.3542945000227;None;"['9', '9']";"[0.32188100001076236, 0.7298767000029329]";733.3542945000227;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
9.0;f;019_m_f_s_a.jpg;sad;7.0;happy_61.1ns.avi;happy;9.0;incongruent;130.0;150.0;181.3003220572762;s_h;;;;;0;54;54;54;;;;;;;736.362663500011;None;738.0956410000217;738.4125087000139;739.5791262000275;739.5957285000186;746.9372860000003;None;9;0;746.9372860000003;None;;;;;;;;5;;;;;;;0.2588830000022426;748.4871438000118;None;None;None;[];748.4871438000118;None;None;;748.4871438000118;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_133.1.wmv;sad;7.0;incongruent;120.0;160.0;198.86251500867985;h_s;;;;;0;55;55;55;;;;;;;751.5035298000148;None;753.3702216000238;753.6868532000226;754.8203802000207;754.8370049000077;756.8202045000216;None;7;0;756.8202045000216;None;;;;;;;;3;;;;;;;0.4961586999997962;758.3700965000025;None;None;None;[];758.3700965000025;None;"['7', '7']";"[0.1861059000075329, 0.4819120999891311]";758.3700965000025;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_128.2.wmv;sad;7.0;incongruent;120.0;160.0;206.10005857915363;h_s;;;;;0;56;56;56;;;;;;;761.3783754000033;None;763.3031484000094;763.619887000008;764.7532195000094;764.769875900005;766.7532214000239;None;7;0;766.7532214000239;None;;;;;;;;4;;;;;;;0.5629719000135083;768.2949155000097;None;None;None;[];768.2949155000097;None;['7'];[0.2374337000073865];768.2949155000097;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
1.0;f;021_o_f_s_a.jpg;sad;7.0;sad_9.5ns.avi;sad;7.0;congruent;130.0;160.0;206.16642757875042;s_s;;;;;0;57;57;57;;;;;;;771.3030994000146;None;773.2278624000028;773.544536100002;774.7200014000118;774.7446161000116;780.4028968000202;None;7;0;780.4028968000202;None;;;;;;;;3;;;;;;;0.5451480000047013;781.9443929000117;None;None;None;[];781.9443929000117;None;"['7', '7']";"[0.26791100000264123, 0.53201049999916]";781.9443929000117;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
1.0;f;021_o_f_h_a.jpg;happy;9.0;happy_12.1ns.avi;happy;9.0;congruent;120.0;150.0;132.59080005900228;h_h;;;;;0;58;58;58;;;;;;;784.9443943000224;None;786.2691289000213;786.5860389000154;787.7106602000131;787.7273681000224;795.3357013000059;None;9;0;795.3357013000059;None;;;;;;;;9;;;;;;;0.5406925000133924;796.8939300000202;None;None;None;[];796.8939300000202;None;"['9', '9', '9', '9', '9']";"[0.22246289998292923, 0.49398899998050183, 0.7660401999892201, 1.006035400001565, 1.3503736999991816]";796.8939300000202;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
3.0;m;013_y_m_s_a.jpg;sad;7.0;happy_56.2ns.avi;happy;9.0;incongruent;130.0;150.0;163.39234110935848;s_h;;;;;0;59;59;59;;;;;;;799.8939359000069;None;801.4603122000117;801.7856877000013;802.9851669000054;803.0020934000204;807.93527430002;None;9;0;807.93527430002;None;;;;;;;;6;;;;;;;0.6372639999899548;809.4852028000169;None;None;None;[];809.4852028000169;None;['9'];[0.7431899000075646];809.4852028000169;None;;;S12007;2023_Feb_08_1734;VideoMask;2021.1.2;120.07771431532557;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;812.4851755000127;None;;;;;;
