0.071713	0	-3.500000	2
-0.103148	0	-7.500000	1
0.005498	0	0.500000	2
0.036289	0	2.500000	1
0.042915	0	-3.500000	2
-0.016589	0	-3.500000	2
-0.258945	0	-0.500000	2
-0.088282	0	-2.500000	2
0.581862	0	6.500000	1
-0.110984	0	-3.500000	1
-0.023567	0	0.500000	1
-0.083417	0	-4.500000	1
0.069223	0	0.500000	1
-0.189497	0	-4.500000	2
-0.025336	0	-0.500000	2
0.157573	0	7.500000	2
0.006224	0	-2.500000	2
-0.114400	0	18.500000	1
-0.160799	0	-3.500000	2
-0.200476	0	4.500000	1
-0.013420	0	-4.500000	1
-0.125068	0	-4.500000	1
0.022684	0	1.500000	1
-0.075980	0	7.500000	2
0.052631	0	10.500000	1
-0.102916	0	-2.500000	1
0.188876	0	-1.500000	1
0.243638	0	-0.500000	1
-0.093558	0	-0.500000	1
-0.044752	0	-1.500000	1
-0.249950	0	-1.500000	1
-0.160432	0	9.500000	1
0.054303	0	-6.500000	1
-0.048148	0	0.500000	1
0.139593	0	-3.500000	2
0.061997	0	15.500000	2
0.052127	0	-4.500000	2
-0.328249	0	-1.500000	2
-0.041654	0	-1.500000	1
-0.093130	0	-4.500000	1
-0.204071	0	-3.500000	2
0.310118	0	26.500000	1
0.160916	0	9.500000	1
0.210268	0	4.500000	1
-0.117466	0	-6.500000	1
-0.144847	0	-2.500000	2
-0.230210	0	8.500000	2
0.352358	0	17.500000	1
-0.118504	0	-4.500000	2
-0.120078	0	-3.500000	2
0.167842	0	-2.500000	1
-0.009785	0	-3.500000	1
-0.185488	0	-6.500000	1
0.005061	1	-2.500000	1
0.245832	1	-6.500000	1
0.136920	1	1.500000	1
0.122549	1	6.500000	1
0.029086	1	4.500000	2
-0.011633	1	-7.500000	2
0.304111	1	4.500000	2
-0.044981	1	12.500000	2
0.276340	1	-4.500000	2
-0.018054	1	1.500000	1
-0.015968	1	10.500000	2
-0.120489	1	-4.500000	1
0.165139	1	2.500000	1
0.041755	1	15.500000	1
-0.023220	1	-3.500000	1
0.185930	1	0.500000	2
0.131359	1	-7.500000	1
-0.207642	1	-7.500000	1
0.272324	1	13.500000	1
-0.151947	1	-3.500000	1
0.144815	1	-2.500000	1
0.173868	1	6.500000	1
-0.279891	1	1.500000	1
-0.019971	1	-5.500000	1
-0.241304	1	-4.500000	1
-0.091238	1	-3.500000	1
-0.125388	1	-5.500000	2
-0.158417	1	-0.500000	2
0.062955	1	-3.500000	2
-0.123119	1	-0.500000	2
0.085789	1	1.500000	1
0.065907	1	-3.500000	1
0.035812	1	-4.500000	1
-0.014106	1	0.500000	1
0.012353	1	-3.500000	1
-0.234925	1	-3.500000	2
-0.152713	1	-4.500000	2
0.036243	1	-4.500000	1
0.374194	1	3.500000	2
-0.072107	1	-1.500000	2
0.421578	1	4.500000	2
0.051189	1	-2.500000	1
-0.056262	1	-3.500000	1
-0.021550	1	-3.500000	2
-0.214416	1	-7.500000	2
-0.108547	1	-3.500000	1
-0.173247	1	-3.500000	1
0.065969	1	-5.500000	2
0.128554	1	-3.500000	1
