"","Group_MDD1_HC2","duration_pos_mean","duration_pos_sd","loudness_mean_pos_mean","loudness_mean_pos_sd","pause_durations_sum_pos_mean","pause_durations_sum_pos_sd","pause_durations_mean_pos_mean","pause_durations_mean_pos_sd","number_of_pauses_pos_mean","number_of_pauses_pos_sd","word_frequency_mean_pos_mean","word_frequency_mean_pos_sd","word_count_pos_mean","word_count_pos_sd","negative_sentence_ratio_pos_mean","negative_sentence_ratio_pos_sd","neutral_sentence_ratio_pos_mean","neutral_sentence_ratio_pos_sd","positive_sentence_ratio_pos_mean","positive_sentence_ratio_pos_sd","duration_neg_mean","duration_neg_sd","loudness_mean_neg_mean","loudness_mean_neg_sd","pause_durations_sum_neg_mean","pause_durations_sum_neg_sd","pause_durations_mean_neg_mean","pause_durations_mean_neg_sd","number_of_pauses_neg_mean","number_of_pauses_neg_sd","word_frequency_mean_neg_mean","word_frequency_mean_neg_sd","word_count_neg_mean","word_count_neg_sd","negative_sentence_ratio_neg_mean","negative_sentence_ratio_neg_sd","neutral_sentence_ratio_neg_mean","neutral_sentence_ratio_neg_sd","positive_sentence_ratio_neg_mean","positive_sentence_ratio_neg_sd"
"1","MDD",38.1143970833333,31.5140417977485,-48.89149875,4.95020250713937,17.0029166666667,14.7049246286179,0.305453625,0.39247911674227,69.875,59.2461956764117,4.77261308333333,0.253898411447842,92.1041666666667,89.802440279437,0.1029895,0.156525568446466,0.461419708333333,0.315983390873901,0.435590770833333,0.289679300668217,73.6589335625,85.2476263000773,-49.700917,5.45353376822576,38.9152083333333,52.3099303452187,0.350801916666667,0.360781155487782,120.083333333333,126.349537687159,4.7991891875,0.152210885417855,166.708333333333,191.492342864895,0.126449895833333,0.185090210290244,0.335621479166667,0.223886213312201,0.537928625,0.270538805592527
"2","HC",19.9605923913043,13.7594006675113,-57.1578007391304,8.95728315827919,9.90173913043478,7.01020250281223,0.285851195652174,0.279382156517685,42.0217391304348,32.9487744708424,4.81777213043478,0.339545655872511,49.6086956521739,34.7258970036098,0.067598347826087,0.184574541682844,0.475798347826087,0.34561903620478,0.456603326086957,0.347419905048699,26.017396673913,18.0097101224318,-59.4625185652174,10.8815092264321,13.5154347826087,9.11874545623751,0.285023913043478,0.122397447313219,53.9565217391304,44.3566136978913,4.76430802173913,0.254969372236614,62.0217391304348,46.3002227642516,0.199180434782609,0.24985559267951,0.481306065217391,0.272571377620566,0.319513434782609,0.235895015178424
