example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,primePerson,primeGender,prime,primeEmotion,corrAnsPrime,target,targetEmotion,corrAnsTar,Cond,ID_Primer,ID_Target,JitterTime,MR_trigger_time,MR_trigger_number,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,polygon_ISI.started,polygon_ISI.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,8.3993481999496,1,8.48647969996091,10.486407399992459,10.486407399992459,None,12.503115499974228,None,,,,,,
