example.thisRepN,example.thisTrialN,example.thisN,example.thisIndex,primePerson,primeGender,prime,primeEmotion,corrAnsPrime,target,targetEmotion,corrAnsTar,Cond,ID_Primer,ID_Target,JitterTime,MR_trigger_time,MR_trigger_number,text_intro.started,text_intro.stopped,text_probe.started,text_probe.stopped,polygon_ISI.started,polygon_ISI.stopped,participant,date,expName,psychopyVersion,frameRate,
,,,,,,,,,,,,,,,,83.26351839999552,1,83.35872559998825,85.35883269998885,85.35883269998885,None,87.4004331999895,None,,,,,,
