primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;162.95060606286506;;;;;0;44;44;44;;;;;;;643.8691624999628;None;645.452539699967;645.7689380999655;646.9106900999905;646.9272923999815;655.6938572999788;None;None;0;655.6938572999788;None;;;;;;;;2;;;;;;;657.2523431999725;None;None;None;[];657.2523431999725;None;"['7', '7', '7', '7']";"[0.3857906000339426, 0.7137917000218295, 1.3938119999947958, 1.833789500000421]";657.2523431999725;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_128.2.wmv;sad;7.0;incongruent;120.0;160.0;121.98396994352893;;;;;0;45;45;45;;;;;;;660.2519544999814;None;661.4684536000132;661.7851911999751;662.9184250999824;662.9352515999926;664.918623399979;None;None;0;664.918623399979;None;;;;;;;;3;;;;;;;666.4768560999655;None;None;None;[];666.4768560999655;None;"['7', '7', '7']";"[0.4011981000076048, 1.1692472000140697, 1.9213288000319153]";666.4768560999655;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_138.1.wmv;sad;7.0;incongruent;120.0;160.0;195.60264978061832;;;;;0;46;46;46;;;;;;;669.4852185999625;None;671.3181253999937;671.6348698000074;672.7682367999805;672.7849215000169;674.7681425000192;None;None;0;674.7681425000192;None;;;;;;;;4;;;;;;;676.3182020999957;None;None;None;[];676.3182020999957;None;['7'];[1.3998811999917962];676.3182020999957;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;212.92407054126133;;;;;0;47;47;47;;;;;;;679.3265541999717;None;681.2928873999626;681.6095971000032;682.7680148999789;682.7846183999791;685.4348216999788;None;None;0;685.4348216999788;None;;;;;;;;7;;;;;;;686.9846263999934;None;None;None;[];686.9846263999934;None;"['9', '9']";"[0.5416909999912605, 0.9656695000012405]";686.9846263999934;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;140.0;150.0;190.23859628619445;;;;;0;48;48;48;;;;;;;689.9929257999756;None;691.7675676000072;692.0843936000019;693.259181100002;693.2760194999864;695.1426460999646;None;None;0;695.1426460999646;None;;;;;;;;5;;;;;;;696.6928833000129;None;None;None;[];696.6928833000129;None;None;;696.6928833000129;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
3.0;m;033_o_m_h_a.jpg;happy;9.0;happy_24.2ns.avi;happy;9.0;congruent;140.0;150.0;127.28107088671867;;;;;0;49;49;49;;;;;;;699.7256644999725;None;700.9923252000008;701.3090746999951;702.4591433000169;702.4757169999648;706.1674333999981;None;None;0;706.1674333999981;None;;;;;;;;4;;;;;;;707.7171277999878;None;None;None;[];707.7171277999878;None;['7'];[1.0172026000218466];707.7171277999878;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
9.0;f;019_m_f_s_a.jpg;sad;7.0;happy_61.1ns.avi;happy;9.0;incongruent;130.0;150.0;190.9434091532566;;;;;0;50;50;50;;;;;;;710.7262067999691;None;712.5336377999629;712.8503903999808;713.9918968999991;714.0085374999908;721.3753332999768;None;None;0;721.3753332999768;None;;;;;;;;5;;;;;;;722.9253548000124;None;None;None;[];722.9253548000124;None;None;;722.9253548000124;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
8.0;f;028_y_f_h_a.jpg;happy;9.0;sad_119.1.wmv;sad;7.0;incongruent;120.0;160.0;178.10396226647933;;;;;0;51;51;51;;;;;;;725.9583576999721;None;727.6498913000105;727.9666206999682;729.0997908000136;729.1165986999986;731.1672919999692;None;None;0;731.1672919999692;None;;;;;;;;3;;;;;;;732.7164519999642;None;None;None;[];732.7164519999642;None;"['7', '7', '7']";"[0.5059280000277795, 1.5776052000001073, 2.2498349000234157]";732.7164519999642;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_136.1.wmv;sad;7.0;incongruent;120.0;160.0;206.04367658109783;;;;;0;52;52;52;;;;;;;735.7165581000154;None;737.6413045999943;737.958394300018;739.0913853999809;739.1080461000092;741.0997059000074;None;None;0;741.0997059000074;None;;;;;;;;2;;;;;;;742.6498802999849;None;None;None;[];742.6498802999849;None;"['7', '7', '7', '7']";"[0.4522415000246838, 0.7963132000295445, 1.1884324999991804, 1.5405023000203073]";742.6498802999849;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;140.0;150.0;136.52220806776708;;;;;0;53;53;53;;;;;;;745.6580208999803;None;746.9993592000101;747.3161079999991;748.466227900004;748.4828013000078;754.3743256999878;None;None;0;754.3743256999878;None;;;;;;;;6;;;;;;;755.9245548999752;None;None;None;[];755.9245548999752;None;['9'];[0.4176482000038959];755.9245548999752;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
9.0;f;019_m_f_h_a.jpg;happy;9.0;happy_10.1ns.avi;happy;9.0;congruent;140.0;150.0;180.35091595488527;;;;;0;54;54;54;;;;;;;758.9242700000177;None;760.64057519997;760.9574315999635;762.0826575999963;762.0990401000017;769.5405040999758;None;None;0;769.5405040999758;None;;;;;;;;6;;;;;;;771.0905392999994;None;None;None;[];771.0905392999994;None;['9'];[0.32364610000513494];771.0905392999994;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;204.27932588393085;;;;;0;55;55;55;;;;;;;774.0905897999764;None;776.006879499997;776.3236073000007;777.4574017999694;777.4819394999649;779.4569555000053;None;None;0;779.4569555000053;None;;;;;;;;7;;;;;;;781.0067093999824;None;None;None;[];781.0067093999824;None;"['9', '9']";"[0.5913076000288129, 1.1996044000261463]";781.0067093999824;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;192.40728800739942;;;;;0;56;56;56;;;;;;;784.0152988000191;None;785.8316702999873;786.1484376000008;787.3150898999884;787.3316559999948;793.2815076999832;None;None;0;793.2815076999832;None;;;;;;;;3;;;;;;;794.8397201999906;None;None;None;[];794.8397201999906;None;"['7', '7']";"[0.3986153000150807, 0.7823037999914959]";794.8397201999906;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;219.6544115751568;;;;;0;57;57;57;;;;;;;797.8399163999711;None;799.8895275999676;800.2063099999796;801.3397031999775;801.3563309999881;803.3313910000143;None;None;0;803.3313910000143;None;;;;;;;;3;;;;;;;804.8812786000199;None;None;None;[];804.8812786000199;None;"['7', '7']";"[0.661022900021635, 1.3968608000432141]";804.8812786000199;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;140.0;150.0;237.98255695511958;;;;;0;58;58;58;;;;;;;807.8813538000104;None;810.064262299973;810.3810830999864;811.5061336999643;811.5227574000019;815.2064534999663;None;None;0;815.2064534999663;None;;;;;;;;4;;;;;;;817.0974266999983;None;None;None;[];817.0974266999983;None;"['9', '7']";"[2.0288990000262856, 2.6208252999931574]";817.0974266999983;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;231.85538291836468;;;;;0;59;59;59;;;;;;;820.1059232999687;None;822.2474028000142;822.5639912000042;823.6978897000081;823.7148420999874;825.697285000002;None;None;0;825.697285000002;None;;;;;;;;4;;;;;;;827.2554271999979;None;None;None;[];827.2554271999979;None;['7'];[1.1029852000065148];827.2554271999979;None;;;S10775;2021_Jul_26_1439;VideoMask;2021.1.2;120.0230924232041;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;830.2554879999952;None;;;;;;
