primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;key_resp.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;451.30423320038244;None;452.828833500389;453.14567290013656;454.3454025001265;454.3622294999659;462.0370249999687;None;7;0;462.0370249999687;None;;;;;;;;3;;;;;;463.5870243003592;None;None;None;[];463.5870243003592;None;"['7', '7']";"[0.8176957997493446, 1.2574688997119665]";463.5870243003592;None;1.0795390997081995;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;466.5869267000817;None;467.9451483003795;468.2618094999343;469.3868607003242;469.40340259997174;471.404002700001;None;7;0;471.404002700001;None;;;;;;;;2;;;;;;473.0450645000674;None;None;None;[];473.0450645000674;None;"['7', '7', '7', '7', '7', '7']";"[0.4154274999164045, 0.7353825001046062, 1.1114807999692857, 1.559639099985361, 1.911523399874568, 2.2554223998449743]";473.0450645000674;None;0.9845203999429941;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;476.0534580000676;None;478.0696971002035;478.3865180001594;479.51982560008764;479.5365237002261;481.5199380000122;None;9;0;481.5199380000122;None;;;;;;;;8;;;;;;483.0697290999815;None;None;None;[];483.0697290999815;None;"['9', '9', '9', '9', '9']";"[0.30304899998009205, 0.5751853003166616, 0.9427527002990246, 1.3987290002405643, 2.0869362000375986]";483.0697290999815;None;0.5406272001564503;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;120.0;150.0;130.52042428082717;h_h;;;;;0;29;29;29;;;;;;;486.0780766000971;None;487.411279800348;487.72788170026615;488.96112690027803;488.97786199999973;494.7860368001275;None;9;0;494.7860368001275;None;;;;;;;;8;;;;;;496.33599269995466;None;None;None;[];496.33599269995466;None;"['9', '9', '9']";"[0.36448039999231696, 0.7005280000157654, 1.2445771000348032]";496.33599269995466;None;0.5944765000604093;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.7195455720239;s_h;;;;;0;30;30;30;;;;;;;499.3359424001537;None;500.6440717000514;500.9607461001724;502.0859382003546;502.1025061002001;504.1691815000959;None;9;0;504.1691815000959;None;;;;;;;;8;;;;;;505.71067670034245;None;None;None;[];505.71067670034245;None;"['9', '9', '9']";"[0.3580728000961244, 0.6296843001618981, 0.917822599876672]";505.71067670034245;None;0.8032778999768198;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;508.7107388000004;None;510.76875270018354;511.0854813000187;512.2277884003706;512.251935900189;514.2186839999631;None;9;0;514.2186839999631;None;;;;;;;;8;;;;;;515.7603740999475;None;None;None;[];515.7603740999475;None;"['9', '9', '9']";"[0.25211629969999194, 0.5402589999139309, 0.924275899771601]";515.7603740999475;None;0.9059335999190807;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;518.7686717002653;None;520.3684143000282;520.6851026001386;521.8435206003487;521.8601752002724;526.8266924000345;None;7;0;526.8266924000345;None;;;;;;;;2;;;;;;528.4683089000173;None;None;None;[];528.4683089000173;None;"['7', '7', '7']";"[0.4485427998006344, 0.7281546001322567, 1.0720965000800788]";528.4683089000173;None;1.2418823996558785;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;531.4766315999441;None;533.3431086000055;533.6597438999452;534.8261072002351;534.8429479999468;540.8012182000093;None;7;0;540.8012182000093;None;;;;;;;;3;;;;;;542.3512095999904;None;None;None;[];542.3512095999904;None;"['7', '7']";"[0.51734279980883, 1.2532335999421775]";542.3512095999904;None;1.4830990000627935;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;545.3595177000389;None;546.9676678003743;547.2843472003005;548.5260406001471;548.5426203999668;551.6425952003337;None;9;0;551.6425952003337;None;;;;;;;;8;;;;;;553.1924976003356;None;None;None;[];553.1924976003356;None;"['9', '9', '9']";"[0.3319597998633981, 0.5879814000800252, 0.9480729000642896]";553.1924976003356;None;1.0421370998956263;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;556.2008307003416;None;557.7424702001736;558.0589765002951;559.350651500281;559.3673247001134;567.9841049001552;None;7;0;567.9841049001552;None;;;;;;;;2;;;;;;569.5920568001457;None;None;None;[];569.5920568001457;None;"['7', '7', '7']";"[0.8846637001261115, 1.1482367999851704, 1.5004507000558078]";569.5920568001457;None;1.0123622003011405;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;572.5919198002666;None;574.6334043000825;574.9501824001782;576.0752268000506;576.0917479000054;578.0834845001809;None;None;0;578.0834845001809;None;;;;;;;;5;;;;;;579.6331987003796;None;None;None;[];579.6331987003796;None;None;;579.6331987003796;None;;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;582.649826799985;None;584.674736500252;584.991410900373;586.1579304002225;586.1749702002853;589.8166279001161;None;9;0;589.8166279001161;None;;;;;;;;8;;;;;;591.3829856002703;None;None;None;[];591.3829856002703;None;"['9', '9', '9', '9', '9']";"[0.30954069970175624, 0.6214826996438205, 1.093869199976325, 1.701513999607414, 2.229411699809134]";591.3829856002703;None;0.40370470006018877;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;594.3912153001875;None;596.116047100164;596.4327964000404;597.5659635001794;597.582870000042;599.5660307002254;None;9;0;599.5660307002254;None;;;;;;;;8;;;;;;601.1160103003494;None;None;None;[];601.1160103003494;None;"['9', '9', '9']";"[0.3125006998889148, 0.6566689000464976, 1.0087780999019742]";601.1160103003494;None;0.4627832002006471;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;604.1244357000105;None;606.0990655999631;606.4158387002535;607.615794500336;607.6327976002358;609.4741461002268;None;9;0;609.4741461002268;None;;;;;;;;7;;;;;;611.4488433003426;None;None;None;[];611.4488433003426;None;"['9', '9']";"[0.3636999996379018, 0.6838338999077678]";611.4488433003426;None;0.8822143003344536;;;S11376;2022_Apr_13_1931;VideoMask;2021.1.2;120.17988516681162;
