primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;slider_resp_response.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;392.3751467000693;None;394.12506920006126;394.44164439989254;395.60894949990325;395.63342159986496;397.57494149985723;None;8;0;0.8412377999629825;397.57494149985723;None;;;;;;;;5;;;;;;;399.12492139986716;None;None;None;[];399.12492139986716;None;None;399.12492139986716;None;;;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;402.158014500048;None;403.6746678999625;403.99139719991945;405.1662188998889;405.19141540001146;409.5163258998655;None;9;0;0.48378219990991056;409.5163258998655;None;;;;;;;;9;;;;;;;411.0745856000576;None;None;None;[];411.0745856000576;None;"['9', '9', '9', '9']";411.0745856000576;None;"[0.4052248999942094, 0.8371454998850822, 1.0210794999729842, 1.2211982998996973]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;414.0829886998981;None;415.72438309993595;416.0410708999261;417.1744106998667;417.19108400004916;419.1827791000251;None;9;0;0.6253593999426812;419.1827791000251;None;;;;;;;;8;;;;;;;420.7409436998423;None;None;None;[];420.7409436998423;None;"['9', '9', '9']";420.7409436998423;None;"[0.2990455999970436, 0.5148537999484688, 0.6990571999922395]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;423.74919679993764;None;425.38250109995715;425.69905789988115;426.8740566999186;426.8907216999214;431.8322898999322;None;7;0;1.3835603001061827;431.8322898999322;None;;;;;;;;3;;;;;;;433.3822071000468;None;None;None;[];433.3822071000468;None;"['7', '7']";433.3822071000468;None;"[0.3937062001787126, 0.6175316001754254]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;436.38222009991296;None;438.46524649998173;438.7820431999862;439.9485235000029;439.96520269988105;444.49023630004376;None;9;0;0.4935838000383228;444.49023630004376;None;;;;;;;;9;;;;;;;446.3984423999209;None;None;None;[];446.3984423999209;None;"['9', '9', '9', '9']";446.3984423999209;None;"[0.34543119999580085, 0.5613053999841213, 0.7533065001480281, 0.9293226001318544]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;449.398428699933;None;450.87321359990165;451.1898600999266;452.3314362000674;452.34819269995205;454.34000219986774;None;7;0;0.9318873998709023;454.34000219986774;None;;;;;;;;4;;;;;;;455.8981618999969;None;None;None;[];455.8981618999969;None;['7'];455.8981618999969;None;[0.3336416999809444];;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;458.90652900002897;None;460.9645199999213;461.28125920007005;462.48132709995843;462.4979572999291;471.639478799887;None;7;0;0.5044367001391947;471.639478799887;None;;;;;;;;3;;;;;;;473.1893004998565;None;None;None;[];473.1893004998565;None;"['7', '7']";473.1893004998565;None;"[0.3544378001242876, 0.5864941000472754]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;476.19771409989335;None;477.3974170999136;477.714124500053;478.8724344999064;478.88917179987766;481.5389864000026;None;9;0;0.47687940020114183;481.5389864000026;None;;;;;;;;8;;;;;;;483.0889820999;None;None;None;[];483.0889820999;None;"['9', '9', '9']";483.0889820999;None;"[0.25490719988010824, 0.4707762999460101, 0.8146679000928998]";;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;486.0889417999424;None;487.5720744000282;487.88877449999563;489.08030280005187;489.0971655000467;496.7969599000644;None;None;0;;496.7969599000644;None;;;;;;;;5;;;;;;;498.3467679999303;None;None;None;[];498.3467679999303;None;None;498.3467679999303;None;;;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;501.3717842998449;None;502.7132198000327;503.0299446999561;504.16329359984957;504.1799659000244;506.1716231999453;None;8;0;0.7242256000172347;506.1716231999453;None;;;;;;;;5;;;;;;;507.72991440002806;None;None;None;[];507.72991440002806;None;None;507.72991440002806;None;;;;S11335;2022_Mar_30_2123;VideoMask;2021.1.2;119.97010327848136;
