primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;139.87174075953956;;;;;0;40;40;40;;;;;;;606.7367868998554;None;608.1113721998408;608.4282552998047;609.6282641999424;609.6448633000255;617.3197619998828;None;7;0;0.4808258998673409;617.3197619998828;None;;;;;;;;1;;;;;;618.8945114000235;None;None;None;[];618.8945114000235;None;"['7', '7', '7', '7']";618.8945114000235;None;"[0.28216789988800883, 0.5140690999105573, 0.7220991000067443, 0.96201889985241]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
7.0;m;027_o_m_s_a.jpg;sad;7.0;sad_10.4ns.avi;sad;7.0;congruent;130.0;160.0;163.89298117292617;;;;;0;41;41;41;;;;;;;621.89450389985;None;623.4609852998983;623.7777613999788;624.9027444999665;624.9194906998891;628.0778093999252;None;7;0;0.9147560999263078;628.0778093999252;None;;;;;;;;4;;;;;;629.6275924998336;None;None;None;[];629.6275924998336;None;['7'];629.6275924998336;None;[0.05302270012907684];;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;140.0;150.0;128.37211756912527;;;;;0;42;42;42;;;;;;;632.6276308000088;None;633.894026799826;634.2108057998121;635.3775386998896;635.3940945998766;638.5693079999182;None;9;0;0.5752780998591334;638.5693079999182;None;;;;;;;;7;;;;;;640.219010300003;None;None;None;[];640.219010300003;None;"['9', '9']";640.219010300003;None;"[0.22946580010466278, 0.6216546001378447]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
7.0;m;027_o_m_h_a.jpg;happy;9.0;sad_117.1.wmv;sad;7.0;incongruent;120.0;160.0;163.19466748508617;;;;;0;43;43;43;;;;;;;643.2274141998496;None;644.7936960000079;645.1105898998212;646.2356118999887;646.252181599848;648.2521851998754;None;7;0;0.49264459987170994;648.2521851998754;None;;;;;;;;2;;;;;;649.8020549998619;None;None;None;[];649.8020549998619;None;"['7', '7', '7', '7']";649.8020549998619;None;"[0.2946570999920368, 0.5908983000554144, 1.310701600043103, 2.358613000018522]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;162.95060606286506;;;;;0;44;44;44;;;;;;;652.8103249999695;None;654.3934231998865;654.7101716999896;655.9769119999837;655.9934582000133;664.6351927998476;None;7;0;0.5174030000343919;664.6351927998476;None;;;;;;;;1;;;;;;666.1932606999762;None;None;None;[];666.1932606999762;None;"['7', '7', '7', '7']";666.1932606999762;None;"[0.2393879999872297, 0.439382900018245, 0.6234023999422789, 0.8235069999936968]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_128.2.wmv;sad;7.0;incongruent;120.0;160.0;121.98396994352893;;;;;0;45;45;45;;;;;;;669.2015432999469;None;670.4179952000268;670.7347114000004;671.8930098998826;671.9096079999581;673.8681703999173;None;7;0;0.508610500022769;673.8681703999173;None;;;;;;;;1;;;;;;675.4180109999143;None;None;None;[];675.4180109999143;None;"['7', '7', '7', '7']";675.4180109999143;None;"[0.4306510000023991, 0.6385331000201404, 0.8386496999301016, 1.0306960998568684]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_138.1.wmv;sad;7.0;incongruent;120.0;160.0;195.60264978061832;;;;;0;46;46;46;;;;;;;678.4264171000104;None;680.2677354998887;680.5843989998102;681.7095675999299;681.7260694999713;683.7178609999828;None;7;0;0.36280190013349056;683.7178609999828;None;;;;;;;;4;;;;;;685.2927355000284;None;None;None;[];685.2927355000284;None;['7'];685.2927355000284;None;[0.06802599993534386];;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;212.92407054126133;;;;;0;47;47;47;;;;;;;688.2926510998514;None;690.2590741999447;690.5758097998332;691.7099250999745;691.734221199993;694.4009465000127;None;9;0;0.44777019997127354;694.4009465000127;None;;;;;;;;9;;;;;;695.9756585999858;None;None;None;[];695.9756585999858;None;"['9', '9', '9', '9', '9', '9', '9']";695.9756585999858;None;"[0.5290747000835836, 0.74519980000332, 1.089187600184232, 1.3690223000012338, 1.6410418001469225, 1.913062000181526, 2.5049305001739413]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;140.0;150.0;190.23859628619445;;;;;0;48;48;48;;;;;;;698.9839553998318;None;700.7588310998399;701.0755850998685;702.342062599957;702.3588834998664;704.1338754999451;None;9;0;0.6348023999016732;704.1338754999451;None;;;;;;;;8;;;;;;705.6837937999517;None;None;None;[];705.6837937999517;None;"['9', '9', '9', '9', '9']";705.6837937999517;None;"[0.32482399977743626, 0.6128594998735934, 0.8449506999459118, 1.4690320999361575, 1.9890531999990344]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
3.0;m;033_o_m_h_a.jpg;happy;9.0;happy_24.2ns.avi;happy;9.0;congruent;140.0;150.0;127.28107088671867;;;;;0;49;49;49;;;;;;;708.683903099969;None;709.9502162998542;710.2669393999968;711.4003406998236;711.4169826998841;715.1251004999503;None;9;0;0.43592899991199374;715.1251004999503;None;;;;;;;;8;;;;;;716.8918399999384;None;None;None;[];716.8918399999384;None;"['9', '9', '9']";716.8918399999384;None;"[0.308930000057444, 0.5491301999427378, 0.7730386999901384]";;;S10795;2021_Aug_03_1734;VideoMask;2021.1.2;119.9565757799277;
