primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;158.9411396037211;s_s;;;;;0;14;14;14;;;;;;;221.17499750002753;None;222.71658140001819;223.0331725999713;224.20863450004254;224.23325479996856;231.59140419994947;None;None;0;231.59140419994947;None;;;;;;;;5;;;;;;;;233.14944479998667;None;None;None;[];233.14944479998667;None;None;;233.14944479998667;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;180.59976631384873;h_s;;;;;0;15;15;15;;;;;;;236.1828887000447;None;237.89946909993887;238.21604169998318;239.3495578999864;239.3661340000108;241.34930240001995;None;7;0;241.34930240001995;None;;;;;;;;3;;;;;;;1.0931088000070304;242.98263760004193;None;None;None;[];242.98263760004193;None;"['7', '7']";"[0.8913090999703854, 1.2913839999819174]";242.98263760004193;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;152.577966552593;s_h;;;;;0;16;16;16;;;;;;;245.99099620000925;None;247.47405349998735;247.79072749998886;248.92412089998834;248.94084589998238;250.92409520002548;None;9;0;250.92409520002548;None;;;;;;;;7;;;;;;;0.4376086000120267;252.47399269999005;None;None;None;[];252.47399269999005;None;"['9', '9', '9']";"[0.35203539999201894, 0.7517014000331983, 1.216223799972795]";252.47399269999005;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;171.0492454518585;h_s;;;;;0;17;17;17;;;;;;;255.48244769999292;None;257.12371049996;257.44039480003994;258.5904855999397;258.6069121999899;260.57372270000633;None;7;0;260.57372270000633;None;;;;;;;;4;;;;;;;0.6281811000080779;262.1236956999637;None;None;None;[];262.1236956999637;None;['7'];[0.5742364000761881];262.1236956999637;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;265.12356910004746;None;266.8734282000223;267.1901226999471;268.32384550001007;268.34022110002115;270.32360799994785;None;7;0;270.32360799994785;None;;;;;;;;4;;;;;;;0.7181676999898627;271.8733480999945;None;None;None;[];271.8733480999945;None;['7'];[0.7846425999887288];271.8733480999945;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;274.8816020999802;None;276.3982685999945;276.7149183000438;277.8897367999889;277.9062939999858;282.2566600999562;None;9;0;282.2566600999562;None;;;;;;;;8;;;;;;;0.5452270000241697;283.8146641999483;None;None;None;[];283.8146641999483;None;"['9', '9', '9']";"[0.6830450999550521, 0.9951824999880046, 1.3150378999998793]";283.8146641999483;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;286.814578599995;None;288.45609989995137;288.7728114000056;289.9065612000413;289.93117610004265;291.90606149996165;None;9;0;291.90606149996165;None;;;;;;;;7;;;;;;;0.7919648999813944;293.45601540000644;None;None;None;[];293.45601540000644;None;"['9', '9']";"[0.46593700000084937, 0.8260049000382423]";293.45601540000644;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;296.4642898000311;None;298.0973827999551;298.4142356000375;299.5891542000463;299.60569679993205;304.5475396999391;None;7;0;304.5475396999391;None;;;;;;;;3;;;;;;;0.5501974999206141;306.0972926999675;None;None;None;[];306.0972926999675;None;"['7', '7']";"[0.8404949000105262, 1.504552600090392]";306.0972926999675;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;309.1056322000222;None;311.1804867000319;311.4970555000473;312.63028799998574;312.64707720000297;317.20524619997013;None;9;0;317.20524619997013;None;;;;;;;;8;;;;;;;0.7566547999158502;318.75520649994723;None;None;None;[];318.75520649994723;None;"['9', '9', '9']";"[0.6545152999460697, 1.0147763999411836, 1.3346051999833435]";318.75520649994723;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;321.76363219995983;None;323.2383213000139;323.56417479994707;324.69637549994513;324.7133719000267;326.6883071999764;None;7;0;326.6883071999764;None;;;;;;;;4;;;;;;;0.6337578999809921;328.23825109994505;None;None;None;[];328.23825109994505;None;['7'];[0.9157677999464795];328.23825109994505;None;;;S12018;2023_Feb_13_1658;VideoMask;2021.1.2;118.93915781670324;
