primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;slider_resp_response.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
1111;m;1111_m_m_h_a.jpg;happy;9;example_30.4ns.avi;neutral;7;incongruent;120.0;170.0;189.5874364012288;;0;0;0;0;;;;;70.91947449999861;1;70.99616680014879;72.99641160015017;72.99641160015017;None;75.01295599993318;None;76.96275790012442;77.27954070013948;78.42944740015082;78.44620950007811;82.76271810010076;None;8;0;0.5167801000643522;82.76271810010076;None;84.32107980013825;None;None;None;[];84.32107980013825;None;5;None;84.32107980013825;None;;;;;;;;;;;;;;;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
1113;f;1113_y_f_s_a.jpg;sad;7;example_30.3ns.avi;neutral;7;incongruent;130.0;170.0;229.02432995836998;;0;1;1;1;;;;;;;;;;;87.34600370004773;None;89.46234910003841;89.77909660013393;90.92077950015664;90.9372690001037;92.91246680007316;None;8;0;1.399124399991706;92.91246680007316;None;94.46237280010246;None;None;None;[];94.46237280010246;None;7;"['9', '9']";94.46237280010246;None;"[0.4809280000627041, 1.2091265001799911]";;;;;;;;;;;;;;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
9.0;f;019_m_f_h_a.jpg;happy;9.0;sad_115.1.wmv;sad;7.0;incongruent;120.0;160.0;128.09063432376465;h_s;;;;;0;0;0;0;;;;;;;98.49558470002376;None;99.7870918000117;100.10386170004494;101.23708480014466;101.25381499994546;103.23709490010515;None;7;0;0.906243400182575;103.23709490010515;None;;;;;;;;3;;;;;97.46233400003985;None;104.79542460013181;None;None;None;[];104.79542460013181;None;"['7', '7']";"[1.6603096998296678, 2.355980599997565]";104.79542460013181;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_94.2ns.avi;sad;7.0;congruent;130.0;160.0;182.29120173647655;s_s;;;;;0;1;1;1;;;;;;;107.79548720014282;None;109.520067299949;109.83689810009673;111.00352540006861;111.02025480009615;113.66189380013384;None;7;0;1.1138069999869913;113.66189380013384;None;;;;;;;;3;;;;;;;115.21177900000475;None;None;None;[];115.21177900000475;None;"['7', '7', '7']";"[0.675660900073126, 1.8035564001183957, 2.163688800064847]";115.21177900000475;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_26.1ns.avi;happy;9.0;congruent;120.0;150.0;155.9437854594882;h_h;;;;;0;2;2;2;;;;;;;118.22006139997393;None;119.71980920014903;120.0365278001409;121.23653719993308;121.25314470008016;123.16150170005858;None;9;0;0.8301299999002367;123.16150170005858;None;;;;;;;;7;;;;;;;124.71143470006064;None;None;None;[];124.71143470006064;None;"['9', '9']";"[0.8160983000416309, 1.1120998000260442]";124.71143470006064;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_138.1.wmv;sad;7.0;incongruent;120.0;160.0;133.99071306426532;h_s;;;;;0;3;3;3;;;;;;;127.7198161999695;None;129.05288329999894;129.3695753000211;130.49474800005555;130.5112950000912;132.50282700010575;None;7;0;1.3445390001870692;132.50282700010575;None;;;;;;;;5;;;;;;;134.05297120008618;None;None;None;[];134.05297120008618;None;"['7', '9']";"[1.6584981998894364, 2.514546100050211]";134.05297120008618;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
8.0;f;028_y_f_s_a.jpg;sad;7.0;sad_64.2ns.avi;sad;7.0;congruent;130.0;160.0;229.88540597086478;s_s;;;;;0;4;4;4;;;;;;;137.0527230000589;None;139.21101110009477;139.52761490014382;140.67766720009968;140.69431090005673;151.6606701000128;None;7;0;0.6188115000259131;151.6606701000128;None;;;;;;;;4;;;;;;;153.21061030006967;None;None;None;[];153.21061030006967;None;['7'];[2.2447341999504715];153.21061030006967;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
7.0;m;027_o_m_s_a.jpg;sad;7.0;sad_10.4ns.avi;sad;7.0;congruent;130.0;160.0;185.20129417468752;s_s;;;;;0;5;5;5;;;;;;;156.2105507000815;None;157.95201210002415;158.26877390011214;159.4438106000889;159.46041910001077;162.57712160004303;None;7;0;1.070363099919632;162.57712160004303;None;;;;;;;;4;;;;;;;164.1269507999532;None;None;None;[];164.1269507999532;None;"['7', '9', '7']";"[1.4566176000516862, 2.096570699941367, 2.6804967999923974]";164.1269507999532;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
2.0;f;012_o_f_s_a.jpg;sad;7.0;sad_7.5ns.avi;sad;7.0;congruent;130.0;160.0;220.27842655424388;s_s;;;;;0;6;6;6;;;;;;;167.12699609994888;None;169.16001510014758;169.47671269997954;170.66845230013132;170.68503940012306;173.40192710002884;None;7;0;0.5975486000534147;173.40192710002884;None;;;;;;;;3;;;;;;;174.9682547999546;None;None;None;[];174.9682547999546;None;"['7', '7', '7']";"[1.7035761999431998, 1.9191886000335217, 2.3592693998944014]";174.9682547999546;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_27.1ns.avi;happy;9.0;congruent;120.0;150.0;146.44967055810616;h_h;;;;;0;7;7;7;;;;;;;177.97657239995897;None;179.3930695001036;179.70976350014098;180.86776009993628;180.8847750001587;183.334736000048;None;9;0;0.7448076999280602;183.334736000048;None;;;;;;;;8;;;;;;;184.89350380003452;None;None;None;[];184.89350380003452;None;"['9', '9', '9', '9']";"[0.4899277000222355, 1.610199100105092, 2.0418732000980526, 2.3138745999895036]";184.89350380003452;None;;;S11437_2;2022_May_09_1528;VideoMask;2021.1.2;119.70714843187932;
