primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
1111;m;1111_m_m_h_a.jpg;happy;9;example_30.4ns.avi;neutral;7;incongruent;120.0;170.0;189.5874364012288;;0;0;0;0;;;;;19.478873099957127;1;19.556589299987536;21.556712899997365;21.556712899997365;None;23.574888499977533;None;25.814718399953563;26.139374599966686;27.34823989996221;27.364834500011057;31.623026799992658;None;None;0;31.623026799992658;None;33.17296539997915;None;None;None;[];33.17296539997915;None;5;None;33.17296539997915;None;;;;;;;;;;;;;;;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
1113;f;1113_y_f_s_a.jpg;sad;7;example_30.3ns.avi;neutral;7;incongruent;130.0;170.0;229.02432995836998;;0;1;1;1;;;;;;;;;;;36.19788679998601;None;38.32288069999777;38.63943919999292;39.79775809997227;39.81436550000217;41.77272509998875;None;None;0;41.77272509998875;None;43.322699299955275;None;None;None;[];43.322699299955275;None;5;None;43.322699299955275;None;;;;;;;;;;;;;;;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
9.0;f;019_m_f_h_a.jpg;happy;9.0;sad_115.1.wmv;sad;7.0;incongruent;120.0;160.0;128.09063432376465;h_s;;;;;0;0;0;0;;;;;;;47.34748850000324;None;48.62237769999774;48.93898509995779;50.07248769997386;50.089006899972446;52.09071219997713;None;7;0;52.09071219997713;None;;;;;;;;3;;;;46.35593429999426;None;0.7730354000232182;53.79715529998066;None;None;None;[];53.79715529998066;None;"['7', '7']";"[1.410682399990037, 2.5626861000200734]";53.79715529998066;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_94.2ns.avi;sad;7.0;congruent;130.0;160.0;182.29120173647655;s_s;;;;;0;1;1;1;;;;;;;56.79739799996605;None;58.51364590000594;58.839152799977455;59.980423900007736;59.99703919998137;62.65523329999996;None;7;0;62.65523329999996;None;;;;;;;;3;;;;;;0.9124553999863565;64.205230499967;None;None;None;[];64.205230499967;None;"['7', '7']";"[0.7306562000303529, 1.1466994000365958]";64.205230499967;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_26.1ns.avi;happy;9.0;congruent;120.0;150.0;155.9437854594882;h_h;;;;;0;2;2;2;;;;;;;67.20537599996896;None;68.68832269997802;69.00495969998883;70.16333359997952;70.18010539998068;72.12997000000905;None;9;0;72.12997000000905;None;;;;;;;;6;;;;;;0.893910099985078;73.67991079995409;None;None;None;[];73.67991079995409;None;['9'];[0.5920203999849036];73.67991079995409;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_138.1.wmv;sad;7.0;incongruent;120.0;160.0;133.99071306426532;h_s;;;;;0;3;3;3;;;;;;;76.6798390999902;None;78.01301759999478;78.3297197999782;79.45482320000883;79.47147679998307;81.46288099995581;None;7;0;81.46288099995581;None;;;;;;;;4;;;;;;0.9450445999973454;83.01298539998243;None;None;None;[];83.01298539998243;None;['7'];[0.13089540001237765];83.01298539998243;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
8.0;f;028_y_f_s_a.jpg;sad;7.0;sad_64.2ns.avi;sad;7.0;congruent;130.0;160.0;229.88540597086478;s_s;;;;;0;4;4;4;;;;;;;86.021190200001;None;88.17097489995649;88.48771399998805;89.68889319995651;89.71280869998736;100.62074459996074;None;8;0;100.62074459996074;None;;;;;;;;5;;;;;;1.131171299959533;102.17057560000103;None;None;None;[];102.17057560000103;None;None;;102.17057560000103;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
7.0;m;027_o_m_s_a.jpg;sad;7.0;sad_10.4ns.avi;sad;7.0;congruent;130.0;160.0;185.20129417468752;s_s;;;;;0;5;5;5;;;;;;;105.20375429996056;None;106.94536459998926;107.26218789996346;108.44543269998394;108.46214849996613;111.57894159998978;None;7;0;111.57894159998978;None;;;;;;;;2;;;;;;0.8449432000052184;113.12858540000161;None;None;None;[];113.12858540000161;None;"['7', '7', '7']";"[0.28740169998491183, 0.5430558999651112, 0.7430930999689735]";113.12858540000161;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
2.0;f;012_o_f_s_a.jpg;sad;7.0;sad_7.5ns.avi;sad;7.0;congruent;130.0;160.0;220.27842655424388;s_s;;;;;0;6;6;6;;;;;;;116.13722669996787;None;118.17001120001078;118.48674530000426;119.66997519996949;119.68655759998364;122.4116821999778;None;7;0;122.4116821999778;None;;;;;;;;2;;;;;;0.6999705000198446;123.9615560999955;None;None;None;[];123.9615560999955;None;"['7', '7', '7']";"[0.33422080002492294, 0.5579835000098683, 1.7263660000171512]";123.9615560999955;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_27.1ns.avi;happy;9.0;congruent;120.0;150.0;146.44967055810616;h_h;;;;;0;7;7;7;;;;;;;126.96187449997524;None;128.37799780000933;128.69474609999452;129.8364010999794;129.85298399999738;132.319677099993;None;9;0;132.319677099993;None;;;;;;;;7;;;;;;0.6161535000428557;133.86955860001035;None;None;None;[];133.86955860001035;None;"['9', '9']";"[0.35420379997231066, 0.6580950999632478]";133.86955860001035;None;;;S11972;2023_Jan_19_1437;VideoMask;2021.1.2;119.94175631438132;
