primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
8.0;f;028_y_f_h_a.jpg;happy;9.0;sad_119.1.wmv;sad;7.0;incongruent;120.0;160.0;148.71526953572538;h_s;;;;;0;8;8;8;;;;;;;164.4100939;None;165.86841410000034;166.1851118000004;167.3102243000003;167.32674810000026;169.3849269000002;None;7;0;0.3952966999995624;169.3849269000002;None;;;;;;;;5;;;;;;170.93483259999994;None;None;None;[];170.93483259999994;None;None;170.93483259999994;None;;;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;126.02367393611817;s_h;;;;;0;9;9;9;;;;;;;173.95134849999977;None;175.25166069999977;175.5680924999997;176.6931727000001;176.7097845999997;182.49284290000014;None;9;0;0.4314616000001479;182.49284290000014;None;;;;;;;;5;;;;;;184.0428063999998;None;None;None;[];184.0428063999998;None;"['9', '9', '9']";184.0428063999998;None;"[0.36980750000020635, 1.1776093999997101, 2.1775809999999183]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
9.0;f;019_m_f_s_a.jpg;sad;7.0;sad_8.4ns.avi;sad;7.0;congruent;130.0;160.0;171.6633093155257;s_s;;;;;0;10;10;10;;;;;;;187.04266430000007;None;188.7092115000005;189.02603330000056;190.15117069999997;190.1676739000004;198.29233870000007;None;7;0;0.35996739999973215;198.29233870000007;None;;;;;;;;3;;;;;;199.84228950000033;None;None;None;[];199.84228950000033;None;"['7', '7']";199.84228950000033;None;"[0.36208259999966685, 0.7461396999997305]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;120.0;150.0;203.50057144619865;h_h;;;;;0;11;11;11;;;;;;;202.84222789999967;None;204.8255082000005;205.1421145000004;206.26732300000003;206.28376430000026;220.75828460000048;None;9;0;0.34995469999921625;220.75828460000048;None;;;;;;;;7;;;;;;222.30818660000023;None;None;None;[];222.30818660000023;None;"['9', '9', '9', '7']";222.30818660000023;None;"[0.02403619999950024, 0.6322035999992295, 1.5923929000000498, 2.6640052999991894]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;120.0;150.0;152.91127178874285;h_h;;;;;0;12;12;12;;;;;;;225.30807350000032;None;226.7997488000001;227.11642819999997;228.23306409999986;228.24972739999976;231.26621590000013;None;9;0;0.6660955000006652;231.26621590000013;None;;;;;;;;7;;;;;;232.81616490000033;None;None;None;[];232.81616490000033;None;"['9', '9']";232.81616490000033;None;"[0.31600170000001526, 0.9400065999998333]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;155.27414203894395;s_s;;;;;0;13;13;13;;;;;;;235.81604620000053;None;237.3160439000003;237.63270250000005;238.75791769999978;238.77437819999977;241.3910378999999;None;7;0;0.4692827999997462;241.3910378999999;None;;;;;;;;2;;;;;;242.93251090000012;None;None;None;[];242.93251090000012;None;"['7', '7', '7', '7']";242.93251090000012;None;"[0.7276534000002357, 1.1518313000005946, 1.5036675999999716, 2.6877305000007254]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;158.9411396037211;s_s;;;;;0;14;14;14;;;;;;;245.932452;None;247.4907874999999;247.80742439999995;248.93257189999986;248.94908320000013;256.36548010000024;None;7;0;0.3430044999995516;256.36548010000024;None;;;;;;;;3;;;;;;257.91534479999973;None;None;None;[];257.91534479999973;None;"['7', '7']";257.91534479999973;None;"[0.3931271999999808, 0.8330606999998054]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;180.59976631384873;h_s;;;;;0;15;15;15;;;;;;;260.91524670000035;None;262.63191220000044;262.9486544000001;264.0738099;264.0902888999999;266.0817930000003;None;None;0;;266.0817930000003;None;;;;;;;;3;;;;;;267.63173670000015;None;None;None;[];267.63173670000015;None;"['7', '7']";267.63173670000015;None;"[0.012392099999487982, 0.5563179999999193]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;152.577966552593;s_h;;;;;0;16;16;16;;;;;;;270.63161860000037;None;272.1148383999998;272.43161430000055;273.5567105;273.57325910000054;275.5648223999997;None;9;0;0.3755097000002934;275.5648223999997;None;;;;;;;;8;;;;;;277.10644820000016;None;None;None;[];277.10644820000016;None;"['9', '9', '9', '9']";277.10644820000016;None;"[0.07364719999986846, 0.5378324000002976, 1.1779335000001083, 1.6818013000001883]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;171.0492454518585;h_s;;;;;0;17;17;17;;;;;;;280.10633700000017;None;281.7479321999999;282.0645919999997;283.1898441000003;283.20620860000054;285.19777950000025;None;7;0;0.3426640000006955;285.19777950000025;None;;;;;;;;2;;;;;;286.7477853999999;None;None;None;[];286.7477853999999;None;"['7', '7', '7', '7']";286.7477853999999;None;"[0.32045079999988957, 0.5763942000003226, 0.888563499999691, 1.2964575000005425]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;289.7477122999999;None;291.5059486;291.82263930000045;292.94773540000006;292.96433870000055;294.9558192000004;None;7;0;0.3687231999992946;294.9558192000004;None;;;;;;;;3;;;;;;296.4974666999997;None;None;None;[];296.4974666999997;None;"['7', '7']";296.4974666999997;None;"[0.33082479999939096, 0.6906924999993862]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;299.4973614999999;None;301.0223281999997;301.33893960000023;302.46417999999994;302.48069250000026;306.86378440000044;None;9;0;0.38865310000073805;306.86378440000044;None;;;;;;;;8;;;;;;308.4053991999999;None;None;None;[];308.4053991999999;None;"['9', '9', '9', '9', '9']";308.4053991999999;None;"[0.32661000000007334, 0.7107396999999764, 1.0707564000003913, 1.4466339999999036, 1.9988456000000951]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;311.4052649000005;None;313.0552740000003;313.37195729999985;314.4971413000003;314.51361590000033;316.50514230000044;None;9;0;0.3069742999996379;316.50514230000044;None;;;;;;;;9;;;;;;318.0550860000003;None;None;None;[];318.0550860000003;None;"['9', '9', '9', '9']";318.0550860000003;None;"[0.2932901000003767, 0.62100670000018, 0.9569179999998596, 1.3732950000003257]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;321.0549364999997;None;322.68828140000005;323.0049392000001;324.1301030000004;324.1467596000002;329.1381873999999;None;7;0;0.33019789999980276;329.1381873999999;None;;;;;;;;4;;;;;;330.6879810999999;None;None;None;[];330.6879810999999;None;['7'];330.6879810999999;None;[0.32425980000061827];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;333.68790210000043;None;335.77943049999976;336.0962023000002;337.21277910000026;337.2294724000003;341.80431469999985;None;9;0;0.32004200000028504;341.80431469999985;None;;;;;;;;7;;;;;;343.3542201;None;None;None;[];343.3542201;None;"['9', '9', '9', '9', '9', '9']";343.3542201;None;"[0.3461944000000585, 0.6657381000004534, 0.9699315000007118, 1.4018520999998145, 1.9942214000002423, 2.7860961000005773]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;346.3541973000001;None;347.82064640000044;348.1373685999997;349.2626785000002;349.27909050000017;351.2707387999999;None;7;0;0.8216433999996298;351.2707387999999;None;;;;;;;;4;;;;;;352.8205742;None;None;None;[];352.8205742;None;"['7', '7']";352.8205742;None;"[0.31150499999966996, 0.767778599999474]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;355.8205216000006;None;357.89548430000013;358.2120792000005;359.3373207000004;359.3537937000001;368.5701128999999;None;7;0;0.35392379999939294;368.5701128999999;None;;;;;;;;2;;;;;;370.12002480000046;None;None;None;[];370.12002480000046;None;"['7', '7', '7']";370.12002480000046;None;"[0.31634570000005624, 0.6761279000002105, 1.092083399999865]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;373.11992629999986;None;374.3364164000004;374.6532186000004;375.7699005000004;375.78660149999996;378.4781474000001;None;9;0;0.38997530000051484;378.4781474000001;None;;;;;;;;7;;;;;;380.02807910000047;None;None;None;[];380.02807910000047;None;"['9', '9', '9']";380.02807910000047;None;"[0.304055800000242, 0.7280943000005209, 1.1679879000002984]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;383.0279507000005;None;384.5614664000004;384.8778749000003;386.0030972000004;386.0195415999997;393.76929720000044;None;7;0;0.4671802000002572;393.76929720000044;None;;;;;;;;4;;;;;;395.3191794000004;None;None;None;[];395.3191794000004;None;['7'];395.3191794000004;None;[0.32494670000050974];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;398.3274713999999;None;399.6773671000001;399.9940945999997;401.1192751999997;401.13572550000026;403.1273062;None;7;0;0.4529806999998982;403.1273062;None;;;;;;;;3;;;;;;404.67726889999994;None;None;None;[];404.67726889999994;None;"['7', '7']";404.67726889999994;None;"[0.27885280000009516, 0.671155699999872]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;407.6854492000002;None;409.6853989000001;410.00208459999976;411.12728289999995;411.1437468000004;413.1353608999998;None;None;0;;413.1353608999998;None;;;;;;;;4;;;;;;414.68543260000024;None;None;None;[];414.68543260000024;None;['7'];414.68543260000024;None;[1.4148243999998158];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;120.0;150.0;130.52042428082717;h_h;;;;;0;29;29;29;;;;;;;417.68515279999974;None;419.01007610000033;419.3268003000003;420.4519879999998;420.4684513000002;426.3848915999997;None;9;0;0.3710354999993797;426.3848915999997;None;;;;;;;;7;;;;;;427.92651579999983;None;None;None;[];427.92651579999983;None;"['9', '9']";427.92651579999983;None;"[0.6456041999999798, 1.165498000000298]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.7195455720239;s_h;;;;;0;30;30;30;;;;;;;430.9263922;None;432.2346537000003;432.55139469999995;433.67653990000053;433.6930712000003;435.75142049999977;None;9;0;0.3966264999999112;435.75142049999977;None;;;;;;;;7;;;;;;437.30116700000053;None;None;None;[];437.30116700000053;None;"['9', '9', '9']";437.30116700000053;None;"[0.2631078999993406, 0.5908799999997427, 0.9268647999997484]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;440.3010512999999;None;442.3593713;442.6760714000002;443.80117789999986;443.8176835000004;445.80924120000054;None;9;0;1.155091800000264;445.80924120000054;None;;;;;;;;5;;;;;;447.35924410000007;None;None;None;[];447.35924410000007;None;None;447.35924410000007;None;;;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;450.37568100000044;None;451.97569870000007;452.2924042000004;453.41755600000033;453.43413430000055;458.42551300000014;None;7;0;0.49878720000015164;458.42551300000014;None;;;;;;;;4;;;;;;459.97540910000043;None;None;None;[];459.97540910000043;None;['7'];459.97540910000043;None;[0.80450589999964];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;462.9753492;None;464.8419630999997;465.15861529999984;466.2838039999997;466.3002383000003;472.29175060000034;None;7;0;0.28023510000002716;472.29175060000034;None;;;;;;;;4;;;;;;473.8416282999997;None;None;None;[];473.8416282999997;None;['7'];473.8416282999997;None;[0.3384773000007044];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;476.84152919999997;None;478.4415618000003;478.7581677999997;479.88335499999994;479.8998671999998;483.11637580000024;None;9;0;0.3519271999994089;483.11637580000024;None;;;;;;;;6;;;;;;484.66636990000006;None;None;None;[];484.66636990000006;None;['9'];484.66636990000006;None;[0.2659891000002972];;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;487.6662309000003;None;489.2079241000001;489.5245130000003;490.6497083000004;490.66620390000026;499.4491700999997;None;7;0;0.3951918000002479;499.4491700999997;None;;;;;;;;2;;;;;;500.9991282000001;None;None;None;[];500.9991282000001;None;"['7', '7', '7', '7']";500.9991282000001;None;"[0.23700910000025033, 0.5408237999999983, 0.8288597999999183, 1.116881199999625]";;;S11898;2022_Dec_01_1751;VideoMask;2021.1.2;120.02064355025647;
