primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_67.2ns.avi;sad;7.0;congruent;130.0;160.0;220.9892697323079;s_s;;;;;0;24;24;24;;;;;;;327.67265860000043;None;329.7728888999991;330.08923199999845;331.21437670000887;331.2310664000106;340.44743690000905;None;7;0;340.44743690000905;None;;;;;;;;3;;;;;;;0.7776477000006707;341.997329100006;None;None;None;[];341.997329100006;None;"['7', '7']";"[0.43579220000538044, 1.0440940000116825]";341.997329100006;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_29.1ns.avi;happy;9.0;incongruent;130.0;150.0;120.0316142834122;s_h;;;;;0;25;25;25;;;;;;;344.9972417000099;None;346.21380000001227;346.5303911000083;347.70715210000344;347.730550200009;350.3554245999985;None;9;0;350.3554245999985;None;;;;;;;;9;;;;;;;0.6057944999920437;351.9053375000076;None;None;None;[];351.9053375000076;None;"['9', '9', '9', '9']";"[0.38403780000226106, 0.6156066999974428, 0.8076906000060262, 0.99957379999978]";351.9053375000076;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;152.85371098242734;s_s;;;;;0;26;26;26;;;;;;;354.9139279000083;None;356.4635233000008;356.779841200012;357.9215523000021;357.9384420999995;365.6715935000102;None;7;0;365.6715935000102;None;;;;;;;;3;;;;;;;0.7534248000010848;367.221549599999;None;None;None;[];367.221549599999;None;"['7', '7', '7']";"[0.6196039999922505, 0.907503700000234, 1.331595899988315]";367.221549599999;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;136.20550699298644;h_s;;;;;0;27;27;27;;;;;;;370.2217825000116;None;371.5963902000076;371.9129591000092;373.0380812000076;373.0545715000044;375.04631760000484;None;7;0;375.04631760000484;None;;;;;;;;5;;;;;;;0.5947085999941919;376.59627980001096;None;None;None;[];376.59627980001096;None;None;;376.59627980001096;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;215.61964028550614;s_h;;;;;0;28;28;28;;;;;;;379.6211917000037;None;381.629334000012;381.9460564000037;383.0711588999984;383.0877788000071;385.0792868999997;None;9;0;385.0792868999997;None;;;;;;;;7;;;;;;;0.530027800006792;386.62920830000076;None;None;None;[];386.62920830000076;None;"['9', '9']";"[0.5238862999976845, 1.18798329999845]";386.62920830000076;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
6.0;m;016_y_m_h_a.jpg;happy;9.0;happy_9.2ns.avi;happy;9.0;congruent;120.0;150.0;130.52042428082717;h_h;;;;;0;29;29;29;;;;;;;389.63780380001117;None;390.98753620000207;391.30411730000924;392.4373544000118;392.45397450000746;398.3623066;None;9;0;398.3623066;None;;;;;;;;5;;;;;;;0.5188129000016488;399.9123477000103;None;None;None;[];399.9123477000103;None;"['9', '7']";"[1.2568527000112226, 2.872737600002438]";399.9123477000103;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
0.0;f;040_y_f_s_a.jpg;sad;7.0;happy_127.3.wmv;happy;9.0;incongruent;130.0;150.0;131.7195455720239;s_h;;;;;0;30;30;30;;;;;;;402.91211270001077;None;404.23692980001215;404.5532668000087;405.6870273000095;405.70370460000413;407.7535058000067;None;9;0;407.7535058000067;None;;;;;;;;9;;;;;;;0.5915332000004128;409.30357250000816;None;None;None;[];409.30357250000816;None;"['9', '9', '9', '9']";"[0.2975820999999996, 0.8974308000033488, 1.1774220000079367, 2.6816462999995565]";409.30357250000816;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;412.31208470001;None;414.38678270000673;414.71175040000526;415.8615458999993;415.8783431000047;417.8464990000066;None;9;0;417.8464990000066;None;;;;;;;;3;;;;;;;0.5789726000075461;420.5531744000036;None;None;None;[];420.5531744000036;None;"['7', '7']";"[0.42401970000355504, 0.6719534000003478]";420.5531744000036;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;423.5452312000125;None;425.17818870001065;425.50313540000934;426.6548102000088;426.6863755000086;431.6278963000077;None;8;0;431.6278963000077;None;;;;;;;;5;;;;;;;0.4454179999884218;433.17775300001085;None;None;None;[];433.17775300001085;None;None;;433.17775300001085;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;436.2110981000005;None;438.0777067000017;438.39422080000804;439.5442558000068;439.5610199000075;445.52745930000674;None;7;0;445.52745930000674;None;;;;;;;;4;;;;;;;0.9216521000053035;447.08573390000674;None;None;None;[];447.08573390000674;None;['7'];[1.6355686000024434];447.08573390000674;None;;;S11944;2022_Dec_22_1629;VideoMask;2021.1.2;120.01949118104812;
