primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;key_resp.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;030_o_f_s_a.jpg;sad;7.0;happy_125.3.wmv;happy;9.0;incongruent;130.0;150.0;220.51454909128134;s_h;;;;;0;31;31;31;;;;;;;436.50526340003125;None;438.5553424002137;438.8718906000722;440.0058918001596;440.03064450016245;442.0134846000001;None;9;0;442.0134846000001;None;;;;;;;;5;;;;0.5092301999684423;;;443.86347990017384;None;None;None;[];443.86347990017384;None;None;443.86347990017384;None;;;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;165.78667874766072;s_s;;;;;0;32;32;32;;;;;;;446.87997030001134;None;448.47988180001266;448.7965669000987;449.9631116001401;449.97980990004726;454.92984860017896;None;7;0;454.92984860017896;None;;;;;;;;4;;;;1.1366942001041025;;;456.51288430020213;None;None;None;[];456.51288430020213;None;['7'];456.51288430020213;None;[2.073812900111079];;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
3.0;m;013_y_m_s_a.jpg;sad;7.0;sad_7.7ns.avi;sad;7.0;congruent;130.0;160.0;196.24182255763262;s_s;;;;;0;33;33;33;;;;;;;459.51319490000606;None;461.36277230014093;461.6795113000553;462.8293064001482;462.8460380001925;468.812633600086;None;None;0;468.812633600086;None;;;;;;;;4;;;;;;;470.36267960001715;None;None;None;[];470.36267960001715;None;"['7', '7']";470.36267960001715;None;"[0.1279225000180304, 1.7119337001349777]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
3.0;m;013_y_m_h_a.jpg;happy;9.0;happy_9.1ns.avi;happy;9.0;congruent;120.0;150.0;165.1890303600433;h_h;;;;;0;34;34;34;;;;;;;473.37151770014316;None;474.9540207001846;475.2708480001893;476.40404530009255;476.4207685000729;479.64582890016027;None;9;0;479.64582890016027;None;;;;;;;;7;;;;0.5165631000418216;;;481.20381490001455;None;None;None;[];481.20381490001455;None;"['9', '9']";481.20381490001455;None;"[0.7988513000309467, 1.9188703000545502]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
4.0;m;004_o_m_h_a.jpg;happy;9.0;sad_95.1ns.avi;sad;7.0;incongruent;120.0;160.0;152.68270002069931;h_s;;;;;0;35;35;35;;;;;;;484.20397270005196;None;485.72035250021145;486.0371226000134;487.23785970010795;487.25397710013203;495.96185460011475;None;7;0;495.96185460011475;None;;;;;;;;2;;;;0.552604699973017;;;497.5117814000696;None;None;None;[];497.5117814000696;None;"['7', '7', '7', '7']";497.5117814000696;None;"[0.46693119988776743, 0.7790091999340802, 1.0746960998512805, 1.5548616000451148]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
3.0;m;013_y_m_h_a.jpg;happy;9.0;sad_113.2.wmv;sad;7.0;incongruent;120.0;160.0;217.4973891947951;h_s;;;;;0;36;36;36;;;;;;;500.51193730020896;None;502.5531189001631;502.8704302001279;503.99498519999906;504.01155570009723;506.0031999000348;None;8;0;506.0031999000348;None;;;;;;;;5;;;;0.7513669000472873;;;507.644844800001;None;None;None;[];507.644844800001;None;None;507.644844800001;None;;;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_25.1ns.avi;happy;9.0;congruent;120.0;150.0;216.63044503818386;h_h;;;;;0;37;37;37;;;;;;;510.6697271000594;None;512.6778647000901;512.9945521000773;514.1195988000836;514.1362452001777;517.8198156000581;None;9;0;517.8198156000581;None;;;;;;;;7;;;;0.7586173000745475;;;519.3860334001947;None;None;None;[];519.3860334001947;None;"['9', '9']";519.3860334001947;None;"[0.512511300155893, 0.8646073001436889]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;181.38407540847405;s_h;;;;;0;38;38;38;;;;;;;522.3861933001317;None;524.1115141001064;524.4280062001199;525.577517000027;525.5940211000852;527.5609104000032;None;9;0;527.5609104000032;None;;;;;;;;7;;;;0.6253592998255044;;;529.110773100052;None;None;None;[];529.110773100052;None;"['9', '9']";529.110773100052;None;"[0.739780800184235, 1.8917984999716282]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
0.0;f;040_y_f_h_a.jpg;happy;9.0;happy_24.3ns.avi;happy;9.0;congruent;120.0;150.0;213.25460698950434;h_h;;;;;0;39;39;39;;;;;;;532.1107541001402;None;534.0687873000279;534.3856420000084;535.5523061000276;535.5689244000241;537.4437814000994;None;9;0;537.4437814000994;None;;;;;;;;7;;;;0.6307298000901937;;;538.9854710001964;None;None;None;[];538.9854710001964;None;"['9', '9']";538.9854710001964;None;"[0.5370990999508649, 1.1450306000187993]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_139.1.wmv;happy;9.0;incongruent;130.0;150.0;162.31500468041804;s_h;;;;;0;40;40;40;;;;;;;541.9854462000076;None;543.5435783001594;543.8603525999933;545.0018598001916;545.0186332000885;547.0021031000651;None;9;0;547.0021031000651;None;;;;;;;;7;;;;0.4163184999488294;;;548.593504599994;None;None;None;[];548.593504599994;None;"['9', '9']";548.593504599994;None;"[0.8571687999647111, 1.5049749000463635]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;120.0;150.0;168.36256624020774;h_h;;;;;0;41;41;41;;;;;;;551.6018734001555;None;553.2099636001512;553.5265879000071;554.7349630000535;554.7522623001132;557.9938411000185;None;9;0;557.9938411000185;None;;;;;;;;6;;;;0.47270360006950796;;;559.6098090000451;None;None;None;[];559.6098090000451;None;"['9', '9', '9']";559.6098090000451;None;"[0.27255759993568063, 0.5605574999935925, 1.560837399912998]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;177.44551734737394;h_s;;;;;0;42;42;42;;;;;;;562.6098284001928;None;564.2929330000188;564.6095953001641;565.7761643000413;565.7932867000345;567.7430084000807;None;7;0;567.7430084000807;None;;;;;;;;5;;;;0.4032016999553889;;;569.2928206000943;None;None;None;[];569.2928206000943;None;None;569.2928206000943;None;;;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
3.0;m;033_o_m_s_a.jpg;sad;7.0;sad_64.5ns.avi;sad;7.0;congruent;130.0;160.0;130.55717223801247;s_s;;;;;0;43;43;43;;;;;;;572.3095563000534;None;573.6009399001487;573.9178745001554;575.0844666000921;575.1010060000699;581.6340105000418;None;7;0;581.6340105000418;None;;;;;;;;3;;;;0.59221709985286;;;583.1839925001841;None;None;None;[];583.1839925001841;None;"['7', '7']";583.1839925001841;None;"[0.2665368001908064, 0.5384870001580566]";;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
7.0;m;027_o_m_h_a.jpg;happy;9.0;sad_117.1.wmv;sad;7.0;incongruent;120.0;160.0;181.28665202824095;h_s;;;;;0;44;44;44;;;;;;;586.1840026001446;None;587.908839300042;588.2256020000204;589.3587977001444;589.3755751000717;591.3590461001731;None;7;0;591.3590461001731;None;;;;;;;;5;;;;0.723329900065437;;;592.9086873000488;None;None;None;[];592.9086873000488;None;None;592.9086873000488;None;;;;S10961;2021_Oct_06_1603;VideoMask;2021.1.2;119.97341391250514;
