primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;key_resp.rt;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_68.1ns.avi;sad;7.0;congruent;130.0;160.0;158.9411396037211;s_s;;;;;0;14;14;14;;;;;;;262.6184382000938;None;264.1681717999745;264.48479360016063;265.68478869996034;265.7014423001092;273.04310760018416;None;7;0;273.04310760018416;None;;;;;;;;3;;;;;;0.9972473999951035;274.5929278000258;None;None;None;[];274.5929278000258;None;"['7', '7']";"[0.45541130006313324, 0.8633630000986159]";274.5929278000258;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_127.1.wmv;sad;7.0;incongruent;120.0;160.0;180.59976631384873;h_s;;;;;0;15;15;15;;;;;;;277.59302260004915;None;279.3009904001374;279.61773689999245;280.74281530012377;280.7594681000337;282.75106579996645;None;7;0;282.75106579996645;None;;;;;;;;4;;;;;;1.1775313999969512;284.3009580001235;None;None;None;[];284.3009580001235;None;['7'];[0.5556501001119614];284.3009580001235;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;152.577966552593;s_h;;;;;0;16;16;16;;;;;;;287.3093579001725;None;288.7924514999613;289.1091165000107;290.23427200014703;290.2507848001551;292.2424564000685;None;9;0;292.2424564000685;None;;;;;;;;7;;;;;;0.958010499831289;293.80080420011654;None;None;None;[];293.80080420011654;None;"['9', '9']";"[0.4397317999973893, 0.7675741999410093]";293.80080420011654;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;171.0492454518585;h_s;;;;;0;17;17;17;;;;;;;296.792534600012;None;298.4421322999988;298.75882190000266;299.89206530014053;299.90885110013187;301.8922715000808;None;7;0;301.8922715000808;None;;;;;;;;3;;;;;;0.8042248000856489;303.4419861000497;None;None;None;[];303.4419861000497;None;"['7', '7']";"[0.4623954000417143, 1.2303641999606043]";303.4419861000497;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;184.06847610053055;h_s;;;;;0;18;18;18;;;;;;;306.45046079996973;None;308.208477600012;308.52510199998505;309.6589367999695;309.68396860011853;311.6585807001684;None;7;0;311.6585807001684;None;;;;;;;;4;;;;;;0.9177379000466317;313.3251153000165;None;None;None;[];313.3251153000165;None;['7'];[0.5394925998989493];313.3251153000165;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_28.1ns.avi;happy;9.0;incongruent;130.0;150.0;157.40741103039684;s_h;;;;;0;19;19;19;;;;;;;316.3251903001219;None;317.8499734001234;318.16655710013583;319.34165109996684;319.35827330010943;323.6915327999741;None;9;0;323.6915327999741;None;;;;;;;;9;;;;;;0.9328324999660254;325.2414029999636;None;None;None;[];325.2414029999636;None;"['9', '9', '9', '9']";"[0.4148629999253899, 0.7510460999328643, 1.0710692999418825, 1.3908965999726206]";325.2414029999636;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
8.0;f;028_y_f_s_a.jpg;sad;7.0;happy_122.3.wmv;happy;9.0;incongruent;130.0;150.0;171.8670540936116;s_h;;;;;0;20;20;20;;;;;;;328.2414153001737;None;329.89118240005337;330.2079333001748;331.3494001000654;331.3662356999703;333.34118540002964;None;9;0;333.34118540002964;None;;;;;;;;7;;;;;;1.1394376000389457;334.8910915001761;None;None;None;[];334.8910915001761;None;"['9', '9']";"[0.48529349989257753, 1.2773461998440325]";334.8910915001761;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
8.0;m;008_y_m_s_a.jpg;sad;7.0;sad_6.5ns.avi;sad;7.0;congruent;130.0;160.0;170.39333839271438;s_s;;;;;0;21;21;21;;;;;;;337.89113250002265;None;339.5241531000938;339.84088320005685;341.0492219000589;341.06593140005134;345.98262670007534;None;7;0;345.98262670007534;None;;;;;;;;4;;;;;;0.6736878000665456;347.53245140006766;None;None;None;[];347.53245140006766;None;['7'];[0.4199414998292923];347.53245140006766;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;120.0;150.0;225.70986890587952;h_h;;;;;0;22;22;22;;;;;;;350.54074980015866;None;352.62374150007963;352.9404639999848;354.10755730001256;354.13225020002574;358.6487298000138;None;9;0;358.6487298000138;None;;;;;;;;9;;;;;;0.8480228001717478;360.1986742001027;None;None;None;[];360.1986742001027;None;"['9', '9', '9', '9', '9', '9', '9', '9']";"[0.42587070004083216, 0.7856746001634747, 1.1937641000840813, 1.5776132000610232, 1.9056324001867324, 2.249734700191766, 2.569856100017205, 2.945812900085002]";360.1986742001027;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;152.63076835312847;h_s;;;;;0;23;23;23;;;;;;;363.19857290014625;None;364.67339070001617;364.99015720002353;366.13158680009656;366.1484875001479;368.1234722000081;None;7;0;368.1234722000081;None;;;;;;;;4;;;;;;0.8288948000408709;369.77340349997394;None;None;None;[];369.77340349997394;None;"['7', '7']";"[0.4349998999387026, 0.9710258999839425]";369.77340349997394;None;;;S11485;2022_May_27_1408;VideoMask;2021.1.2;119.96319540243684;
