primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;Condition;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;key_resp.rt;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.started;slider_resp_study.stopped;slider_resp_study.rt;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.02079367163634;s_s;;;;;0;51;51;51;;;;;;;708.8659636001103;None;710.3740439999383;710.6912887000944;711.9072456001304;711.9241414999124;719.7824429001193;None;7;0;719.7824429001193;None;;;;;;;;2;;;;;0.6027714000083506;;;721.3321702999528;None;None;None;[];721.3321702999528;None;"['7', '7', '7']";721.3321702999528;None;"[0.3571130000054836, 0.7730199000798166, 1.180984599981457]";;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;120.0;150.0;210.98946429383824;h_h;;;;;0;52;52;52;;;;;;;724.3405627000611;None;726.3485417999327;726.6652891999111;727.8320812000893;727.8486430000048;740.5899348999374;None;None;0;740.5899348999374;None;;;;;;;;5;;;;;;;;742.1404268001206;None;None;None;[];742.1404268001206;None;None;742.1404268001206;None;;;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
2.0;f;012_o_f_s_a.jpg;sad;7.0;happy_52.2ns.avi;happy;9.0;incongruent;130.0;150.0;172.57202848318138;s_h;;;;;0;53;53;53;;;;;;;745.1645842001308;None;746.806226799963;747.1230031999294;748.2646653000265;748.2813649999443;751.8063739999197;None;None;0;751.8063739999197;None;;;;;;;;5;;;;;;;;753.4226532001048;None;None;None;[];753.4226532001048;None;None;753.4226532001048;None;;;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
9.0;f;019_m_f_s_a.jpg;sad;7.0;happy_61.1ns.avi;happy;9.0;incongruent;130.0;150.0;181.3003220572762;s_h;;;;;0;54;54;54;;;;;;;756.4393975001294;None;758.1808210001327;758.4976598999929;759.7314307000488;759.7559585999697;767.0224858000875;None;9;0;767.0224858000875;None;;;;;;;;6;;;;;0.42637729994021356;;;768.5806958000176;None;None;None;[];768.5806958000176;None;['9'];768.5806958000176;None;[0.29253949993290007];;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
0.0;f;030_o_f_h_a.jpg;happy;9.0;sad_133.1.wmv;sad;7.0;incongruent;120.0;160.0;198.86251500867985;h_s;;;;;0;55;55;55;;;;;;;771.5806066999212;None;773.4470905000344;773.7637793999165;774.8971464000642;774.9139441999141;776.8977498000022;None;7;0;776.8977498000022;None;;;;;;;;5;;;;;1.0152284000068903;;;778.5720621999353;None;None;None;[];778.5720621999353;None;None;778.5720621999353;None;;;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
0.0;f;040_y_f_h_a.jpg;happy;9.0;sad_128.2.wmv;sad;7.0;incongruent;120.0;160.0;206.10005857915363;h_s;;;;;0;56;56;56;;;;;;;781.5885471000802;None;783.5385183999315;783.8550629001111;784.9882930000313;785.0052372999489;786.9885673001409;None;7;0;786.9885673001409;None;;;;;;;;4;;;;;0.37237540003843606;;;788.6217551999725;None;None;None;[];788.6217551999725;None;['7'];788.6217551999725;None;[0.38704599998891354];;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
1.0;f;021_o_f_s_a.jpg;sad;7.0;sad_9.5ns.avi;sad;7.0;congruent;130.0;160.0;206.16642757875042;s_s;;;;;0;57;57;57;;;;;;;791.6217662999406;None;793.554803899955;793.8716396000236;795.0296897999942;795.046343700029;800.7297120001167;None;7;0;800.7297120001167;None;;;;;;;;5;;;;;0.4791107000783086;;;802.2796694000717;None;None;None;[];802.2796694000717;None;None;802.2796694000717;None;;;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
1.0;f;021_o_f_h_a.jpg;happy;9.0;happy_12.1ns.avi;happy;9.0;congruent;120.0;150.0;132.59080005900228;h_h;;;;;0;58;58;58;;;;;;;805.3130600000732;None;806.6460541000124;806.9633389001247;808.1208579000086;808.1376869999804;815.7127257999964;None;9;0;815.7127257999964;None;;;;;;;;5;;;;;0.3841718998737633;;;817.2707877000794;None;None;None;[];817.2707877000794;None;"['9', '9']";817.2707877000794;None;"[0.38591190008446574, 1.610134599963203]";;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
3.0;m;013_y_m_s_a.jpg;sad;7.0;happy_56.2ns.avi;happy;9.0;incongruent;130.0;150.0;163.39234110935848;s_h;;;;;0;59;59;59;;;;;;;820.2791315000504;None;821.8455723000225;822.1622925999109;823.3121839999221;823.3288342999294;828.3206412000582;None;8;0;828.3206412000582;None;;;;;;;;5;;;;;1.2241519000381231;;;829.8788332999684;None;None;None;[];829.8788332999684;None;None;829.8788332999684;None;;;;S10847;2021_Aug_26_1236;VideoMask;2021.1.2;119.97211832326438;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;832.9037248999812;None;;;;;;
