primePerson;primeGender;prime;primeEmotion;corrAnsPrime;target;targetEmotion;corrAnsTar;Cond;ID_Primer;ID_Target;JitterTime;example.thisRepN;example.thisTrialN;example.thisN;example.thisIndex;study.thisRepN;study.thisTrialN;study.thisN;study.thisIndex;MR_trigger_time;MR_trigger_number;text_intro.started;text_intro.stopped;text_probe.started;text_probe.stopped;polygon_ISI.started;polygon_ISI.stopped;polygon.started;polygon.stopped;primerImage.started;primerImage.stopped;response.started;response.stopped;key_resp.keys;key_resp.corr;key_resp.rt;key_resp.started;key_resp.stopped;slider_Text.started;slider_Text.stopped;slider_ex.response;slider_ex.rt;slider_ex.history;slider_ex.started;slider_ex.stopped;Rating;slider_resp_response.keys;slider_resp_response.rt;slider_resp_response.started;slider_resp_response.stopped;text_start.started;text_start.stopped;text_slider.started;text_slider.stopped;slider_stud.response;slider_stud.rt;slider_stud.history;slider_stud.started;slider_stud.stopped;slider_resp_study.keys;slider_resp_study.rt;slider_resp_study.started;slider_resp_study.stopped;text_ende.started;text_ende.stopped;participant;date;expName;psychopyVersion;frameRate;
3.0;m;033_o_m_h_a.jpg;happy;9.0;sad_128.1.wmv;sad;7.0;incongruent;120.0;160.0;168.97426303437265;;;;;0;19;19;19;;;;;;;328.2396047999937;None;329.86427849999745;330.1810686999961;331.31448639999144;331.3313866999961;333.314423799995;None;None;0;;333.314423799995;None;;;;;;;;4;;;;;;;334.864267699988;None;None;None;[];334.864267699988;None;"['7', '9']";"[0.08885770000051707, 1.5770267000043532]";334.864267699988;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
9.0;f;019_m_f_h_a.jpg;happy;9.0;sad_115.1.wmv;sad;7.0;incongruent;120.0;160.0;202.13700247699333;;;;;0;20;20;20;;;;;;;337.8642486999888;None;339.7639996999933;340.0806670999882;341.20572879999236;341.2223784999951;343.2140889999864;None;7;0;0.9790240000002086;343.2140889999864;None;;;;;;;;5;;;;;;;344.7639472999872;None;None;None;[];344.7639472999872;None;None;;344.7639472999872;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
8.0;m;008_y_m_h_a.jpg;happy;9.0;happy_1.2ns.avi;happy;9.0;congruent;140.0;150.0;155.22310421045015;;;;;0;21;21;21;;;;;;;347.7889252999885;None;349.37216289999196;349.68878149999364;350.86381879998953;350.8804516999953;363.6134674999921;None;9;0;0.7077329999883659;363.6134674999921;None;;;;;;;;7;;;;;;;365.1633765999868;None;None;None;[];365.1633765999868;None;"['9', '9']";"[0.33395300000847783, 0.5977534999983618]";365.1633765999868;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
0.0;f;040_y_f_s_a.jpg;sad;7.0;sad_94.3ns.avi;sad;7.0;congruent;130.0;160.0;157.18644691248227;;;;;0;22;22;22;;;;;;;368.17163099999016;None;369.7048561999982;370.02143489998707;371.18820009999035;371.20469429998775;373.7798752999952;None;None;0;;373.7798752999952;None;;;;;;;;5;;;;;;;375.32954599999357;None;None;None;[];375.32954599999357;None;None;;375.32954599999357;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
6.0;m;016_y_m_s_a.jpg;sad;7.0;happy_60.4ns.avi;happy;9.0;incongruent;130.0;150.0;135.96622391936876;;;;;0;23;23;23;;;;;;;378.36299419999705;None;379.74615859999903;380.0627941999992;381.2628829999885;381.2795227999886;386.9970259999973;None;None;0;;386.9970259999973;None;;;;;;;;5;;;;;;;388.8382730999874;None;None;None;[];388.8382730999874;None;None;;388.8382730999874;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
0.0;f;030_o_f_h_a.jpg;happy;9.0;happy_24.1ns.avi;happy;9.0;congruent;140.0;150.0;187.2363405679046;;;;;0;24;24;24;;;;;;;391.8626332999993;None;393.6539225999877;393.9707337;395.14579769999546;395.16250859999855;398.42910889998893;None;9;0;0.9079129000019748;398.42910889998893;None;;;;;;;;6;;;;;;;399.9789640999952;None;None;None;[];399.9789640999952;None;"['9', '9']";"[1.0939992999919923, 1.8142049000016414]";399.9789640999952;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
8.0;m;008_y_m_s_a.jpg;sad;7.0;happy_133.3.wmv;happy;9.0;incongruent;130.0;150.0;151.65964880545846;;;;;0;25;25;25;;;;;;;402.97886239999207;None;404.4619961999997;404.77866329999233;405.91217069998675;405.9287492999865;407.92043439998815;None;9;0;0.6487428999971598;407.92043439998815;None;;;;;;;;6;;;;;;;409.47033219999867;None;None;None;[];409.47033219999867;None;['9'];[1.9308260000107111];409.47033219999867;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
1.0;f;021_o_f_s_a.jpg;sad;7.0;happy_61.2ns.avi;happy;9.0;incongruent;130.0;150.0;146.79956415721207;;;;;0;26;26;26;;;;;;;412.47868559999915;None;413.9284320999868;414.24509859998943;415.4532468999969;415.46992819999286;419.9116783999925;None;8;0;0.5058447999908822;419.9116783999925;None;;;;;;;;5;;;;;;;421.66995399999723;None;None;None;[];421.66995399999723;None;None;;421.66995399999723;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
1.0;f;021_o_f_h_a.jpg;happy;9.0;sad_116.1.wmv;sad;7.0;incongruent;120.0;160.0;205.93899364307754;;;;;0;27;27;27;;;;;;;424.6865150999947;None;426.6446497999859;426.96130059999996;428.1029079;428.1199551999889;430.0946561999881;None;7;0;0.9781870000006165;430.0946561999881;None;;;;;;;;5;;;;;;;431.64468990000023;None;None;None;[];431.64468990000023;None;None;;431.64468990000023;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
7.0;m;027_o_m_h_a.jpg;happy;9.0;happy_20.1ns.avi;happy;9.0;congruent;140.0;150.0;145.4488529976734;;;;;0;28;28;28;;;;;;;434.6694858999981;None;436.102647599997;436.41951329998847;437.60277009999845;437.61949689999165;440.57783659998677;None;9;0;0.4790289000084158;440.57783659998677;None;;;;;;;;6;;;;;;;442.12769199999457;None;None;None;[];442.12769199999457;None;"['9', '9']";"[0.7851679000013974, 1.5373715000023367]";442.12769199999457;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
3.0;m;033_o_m_s_a.jpg;sad;7.0;happy_126.3.wmv;happy;9.0;incongruent;130.0;150.0;220.47504181707743;;;;;0;29;29;29;;;;;;;445.12772479999694;None;447.18564309999056;447.50247199999285;448.64392119999684;448.660613;450.63585419999436;None;9;0;1.205380100000184;450.63585419999436;None;;;;;;;;5;;;;;;;452.1857185999979;None;None;None;[];452.1857185999979;None;None;;452.1857185999979;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
4.0;m;004_o_m_s_a.jpg;sad;7.0;sad_2.4ns.avi;sad;7.0;congruent;130.0;160.0;153.9424691910033;;;;;0;30;30;30;;;;;;;455.20216359999904;None;456.72777849998965;457.0442463999934;458.2029080999928;458.21943230000034;466.14369479999004;None;8;0;0.7773536000022432;466.14369479999004;None;;;;;;;;5;;;;;;;467.7019811999926;None;None;None;[];467.7019811999926;None;None;;467.7019811999926;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
8.0;m;008_y_m_h_a.jpg;happy;9.0;sad_111.1.wmv;sad;7.0;incongruent;120.0;160.0;182.0123397825363;;;;;0;31;31;31;;;;;;;470.73518169998715;None;472.4599390999938;472.7767310999916;473.9017606999987;473.91834129999916;475.9106105999963;None;7;0;0.6504050999938045;475.9106105999963;None;;;;;;;;5;;;;;;;477.45994569998584;None;None;None;[];477.45994569998584;None;None;;477.45994569998584;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
4.0;m;004_o_m_h_a.jpg;happy;9.0;happy_1.1ns.avi;happy;9.0;congruent;140.0;150.0;145.41905773865074;;;;;0;32;32;32;;;;;;;480.48490209999727;None;481.9847180999932;482.30162149999524;483.4512584999902;483.46809499998926;497.9263169999904;None;9;0;0.5948130000033416;497.9263169999904;None;;;;;;;;5;;;;;;;499.48420149998856;None;None;None;[];499.48420149998856;None;None;;499.48420149998856;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
4.0;m;004_o_m_s_a.jpg;sad;7.0;happy_131.2.wmv;happy;9.0;incongruent;130.0;150.0;163.9874412082805;;;;;0;33;33;33;;;;;;;502.5092389999918;None;504.125769899998;504.4422344999912;505.575534299991;505.592381399998;507.57568529999116;None;9;0;0.793339299998479;507.57568529999116;None;;;;;;;;6;;;;;;;509.12566209999204;None;None;None;[];509.12566209999204;None;['9'];[1.4112391000089701];509.12566209999204;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
2.0;f;012_o_f_h_a.jpg;happy;9.0;happy_27.1ns.avi;happy;9.0;congruent;140.0;150.0;207.9053492649655;;;;;0;34;34;34;;;;;;;512.1256349999894;None;514.0836852999928;514.4004570999969;515.6587968999957;515.6754911999888;518.0253706999938;None;9;0;1.0156936999992467;518.0253706999938;None;;;;;;;;6;;;;;;;519.5753382999974;None;None;None;[];519.5753382999974;None;['9'];[0.41772949999722186];519.5753382999974;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
7.0;m;027_o_m_s_a.jpg;sad;7.0;happy_117.3.wmv;happy;9.0;incongruent;130.0;150.0;218.0520785974414;;;;;0;35;35;35;;;;;;;522.5754309999902;None;524.6250463999895;524.9416894999886;526.0669280999864;526.0834938999906;528.0841416999901;None;8;0;1.532984799996484;528.0841416999901;None;;;;;;;;4;;;;;;;529.8166762999899;None;None;None;[];529.8166762999899;None;['7'];[2.2163444999896456];529.8166762999899;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
2.0;f;012_o_f_h_a.jpg;happy;9.0;sad_113.1.wmv;sad;7.0;incongruent;120.0;160.0;192.53137802384992;;;;;0;36;36;36;;;;;;;532.81670879999;None;534.6497497999953;534.9664339999872;536.0998903999862;536.1164930999948;538.1000802999915;None;8;0;1.3008350000018254;538.1000802999915;None;;;;;;;;5;;;;;;;539.6496288999915;None;None;None;[];539.6496288999915;None;None;;539.6496288999915;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
8.0;f;028_y_f_h_a.jpg;happy;9.0;happy_23.1ns.avi;happy;9.0;congruent;140.0;150.0;159.76384515822056;;;;;0;37;37;37;;;;;;;542.6745438999933;None;544.2327859999932;544.5495092999918;545.6999532999907;545.7245538999996;550.2578077999933;None;9;0;0.6792518000002019;550.2578077999933;None;;;;;;;;6;;;;;;;551.8076807999896;None;None;None;[];551.8076807999896;None;['9'];[0.7293649000057485];551.8076807999896;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
0.0;f;030_o_f_s_a.jpg;sad;7.0;sad_64.3ns.avi;sad;7.0;congruent;130.0;160.0;172.91738127163183;;;;;0;38;38;38;;;;;;;554.8076800999988;None;556.4824592999939;556.8081294000003;557.9988952999993;558.0156511999958;562.9324239999987;None;7;0;0.5804881999938516;562.9324239999987;None;;;;;;;;4;;;;;;;564.4822821999987;None;None;None;[];564.4822821999987;None;['7'];[0.3588657000072999];564.4822821999987;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
6.0;m;016_y_m_h_a.jpg;happy;9.0;sad_114.1.wmv;sad;7.0;incongruent;120.0;160.0;196.03539454983184;;;;;0;39;39;39;;;;;;;567.4905887999921;None;569.3570076999895;569.6740528999944;570.8070133000001;570.823690899997;572.8070406999905;None;8;0;1.1698725000023842;572.8070406999905;None;;;;;;;;5;;;;;;;574.3570155999914;None;None;None;[];574.3570155999914;None;None;;574.3570155999914;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
6.0;m;016_y_m_s_a.jpg;sad;7.0;sad_8.3ns.avi;sad;7.0;congruent;130.0;160.0;139.87174075953956;;;;;0;40;40;40;;;;;;;577.3818889999966;None;578.8151927999861;579.1317670999997;580.3737098999991;580.3985159000003;588.0315520999866;None;8;0;0.6493365999922389;588.0315520999866;None;;;;;;;;5;;;;;;;589.5898596999905;None;None;None;[];589.5898596999905;None;None;;589.5898596999905;None;;;S10756;2021_Jul_15_1738;VideoMask;2021.1.2;120.8311734680134;
