participantID;Sub-010;Sub-011;Sub-014;Sub-015;Sub-016;Sub-017;Sub-018;Sub-019;Sub-022;Sub-024;Sub-025;Sub-027;Sub-028;Sub-029;Sub-030;Sub-031;Sub-032;Sub-033;Sub-041;Sub-043;Sub-045;Sub-046;Sub-047;Sub-050;Sub-051;Sub-052;Sub-053;Sub-054;Sub-055;Sub-056;Sub-057;Sub-059;Sub-062;Sub-068;Sub-069;Sub-070;Sub-071;Sub-073;Sub-074;Sub-078;Sub-079;Sub-080;Sub-083;Sub-085;Sub-086;Sub-089;Sub-090;Sub-091;Sub-093;Sub-096;Sub-101;Sub-103;Sub-105;Sub-119;Sub-123;Sub-125;Sub-126;Sub-127;
happy_happy;0.599472187;0.541878193;0.588231111;0.4938787;0.750786327;0.2884926;0.856436415;0.687990414;0.3944065;0.630502246;0.3587133;0.603666;0.64539764;0.568195853;0.810983592;0.4491496;0.5963972;0.8218875;0.689401953;0.633746327;0.54275144;0.59534258;0.672624146;0.60146992;0.6951809;0.684220836;0.659991313;0.534599147;0.750570954;0.78342178;0.992136662;0.587923467;0.610568243;0.393637787;0.627223371;0.747412079;0.718671521;0.863419214;0.939325967;0.640593713;0.637975767;0.31441808;0.56295972;0.49797146;0.416595321;1.005724436;0.749810545;0.804792567;0.716958479;0.483506353;0.402939293;0.979599586;0.511021713;0.691524479;0.454081127;0.659984567;0.601603307;0.492859953;
happy_sad;0.956220564;0.569235546;0.621435323;0.766603136;0.9732567;0.7052268;0.737664536;0.668727718;0.571284693;0.75571865;0.310096333;0.90986155;0.784983473;0.712221164;0.890465878;0.651003329;0.697916447;0.900713367;0.8464693;0.851165827;0.706525314;0.6917625;0.773924036;0.876708783;0.916594675;0.60308542;0.957731179;0.670357707;0.883000264;0.947655815;0.98104383;0.817352636;0.772288877;0.573157292;0.716143815;0.79169472;0.775778064;0.935970442;1.150942364;0.901365158;0.723093046;0.427784143;0.724356254;0.646292208;0.562537279;0.938265921;0.928957518;0.822669986;0.85189622;0.674240653;0.524100043;0.990908336;0.637553973;0.814367475;0.603185714;0.81021022;0.686393107;0.614983129;
sad_happy;0.762760525;0.587899353;0.696545867;0.7273365;0.96224945;;0.7339623;0.674458882;0.432102047;0.602765633;1.2729092;0.580063086;0.66748022;0.607630587;0.760270927;0.501550386;0.665711143;0.848620571;0.697271747;0.57664776;0.530248407;0.490571738;0.677627827;0.565979762;0.71373126;0.615067693;0.74367808;0.588131243;0.592757921;0.879923908;0.934685727;0.59748906;0.646295653;0.441097967;0.53061544;0.745350693;0.642899747;0.830641;0.753044727;0.66914816;0.74317465;0.36279875;0.649393113;0.597917947;0.486976233;1.001165523;0.851963437;0.901315115;0.573581131;0.546200553;0.460837967;1.043405575;0.572543267;0.66825678;0.570969053;0.858889153;0.681262508;0.50555962;
sad_sad;0.642043962;0.554001379;0.737831907;0.733719423;0.593727273;;0.633144087;0.669406614;0.52894225;0.74995012;0.330581933;0.701934364;0.8964216;0.669493121;0.747556307;0.583705367;0.640249646;0.860513415;0.654925907;0.689526831;0.617767853;0.597171487;0.638666714;0.769538018;0.8352341;0.619566247;0.768393007;0.486345907;0.71877798;0.954503207;0.962952764;0.66366168;0.50082297;0.505795127;0.5506284;1.02878702;0.879143107;0.94035745;0.949149483;0.637572446;0.822339507;0.422613607;0.623108785;0.610939954;0.442997307;0.966569587;0.736171021;0.834930943;0.785550573;0.549379173;0.507051787;0.86563885;0.44685038;0.724960753;0.661983893;0.59972922;0.718743858;0.442969436;
participantID;Sub-007;Sub-008;Sub-009;Sub-012;Sub-020;Sub-026;Sub-035;Sub-036;Sub-037;Sub-038;Sub-039;Sub-040;Sub-042;Sub-044;Sub-048;Sub-049;Sub-061;Sub-064;Sub-065;Sub-066;Sub-067;Sub-072;Sub-075;Sub-076;Sub-077;Sub-081;Sub-082;Sub-084;Sub-087;Sub-092;Sub-094;Sub-095;Sub-097;Sub-098;Sub-099;Sub-100;Sub-102;Sub-104;Sub-106;Sub-107;Sub-108;Sub-109;Sub-110;Sub-111;Sub-112;Sub-113;Sub-114;Sub-115;Sub-116;Sub-117;Sub-118;Sub-120;Sub-121;Sub-122;Sub-124;Sub-128;Sub-129;Sub-130;Sub-131
happy_happy;0.573668309;0.815579214;0.6502973;;0.77314654;0.3896849;0.59153585;0.685855287;1.175330731;0.757041647;1.203361067;0.69717676;0.731094036;0.61423102;0.60711318;0.84397678;0.560144587;0.716768686;0.80118738;0.797417779;0.717553607;0.530093927;1.098359267;0.47886956;0.92384478;0.86557542;0.45871696;0.83882326;0.527076127;0.633987027;0.643856986;0.521969553;0.41583085;0.642318593;0.638589067;0.838279093;0.81815814;;0.742931507;;0.695173453;0.699572986;0.418850173;0.55637592;0.617860647;0.755033647;1.083054692;0.780285133;1.010916227;0.6205365;0.68692344;0.947876892;0.676299407;0.55171786;0.550228427;0.5669435;0.528737987;0.619436807;0.815621856
happy_sad;0.688038769;0.914422171;0.891468842;;0.867056943;0.75057045;0.788334279;0.7131412;1.01064378;0.827289236;0.5985838;0.771325518;0.700382525;0.8656459;0.719479575;0.914686892;0.79421476;1.0250924;0.913577154;0.947176382;0.81985095;0.574547893;1.082698033;0.820650127;1.026111867;0.877879654;0.731963439;0.833336157;0.647620131;0.817775554;0.795657933;0.649923447;0.9645546;0.783357567;0.812583414;0.884897736;0.7396444;0.9482952;0.821103509;;0.944019154;0.702286469;0.478444167;0.692845915;0.866254017;1.0585967;1.01777797;0.666595362;1.112800062;0.4566256;0.811560558;1.069424692;0.905490407;0.867756564;0.632491967;0.711625336;0.570702279;0.934398707;0.7987921
sad_happy;0.696108182;0.9368799;0.827967675;;0.813596425;0.4635337;0.720133593;0.679414214;0.995158285;0.646066513;0.9673872;0.855602842;0.672993673;0.675079671;0.570558423;0.85618602;0.732802843;0.667827479;0.876977177;0.822406813;0.696143873;0.483405607;0.963371969;0.539100353;0.835862471;0.864915215;0.411156573;0.671076836;0.449743969;0.599809587;0.565659233;0.532630392;0.75400295;0.567928467;0.589255873;0.77683682;0.756954725;;0.72685934;0.6495949;0.6769419;0.703400313;0.456122423;0.53833482;0.868328364;0.7272905;1.065241427;0.61894054;1.112625257;;0.74223602;0.817758815;0.634785307;0.669497608;0.47663132;0.582500036;0.517800473;0.757016527;0.819602
sad_sad;0.59442544;0.87927964;0.89755174;1.0107838;0.827153329;0.7639389;0.66089434;0.79138938;0.967729783;0.881101943;1.4309384;0.719228787;0.55643982;0.849775046;0.760536564;0.923709913;0.628892987;0.837464221;0.8008009;0.753973493;0.652355327;0.514109907;0.904637143;0.449671073;0.863916462;0.792879457;0.46296086;0.843423733;0.65958374;0.606054193;0.614984453;0.54381488;0.533024686;0.698246633;0.85462424;0.830768647;0.5988044;0.47698735;0.735896393;0.5903528;0.804898114;0.835957786;0.40479614;0.583939067;0.688794446;0.859701123;1.027440636;0.710263633;1.018157546;0.8158218;0.642888893;0.950929192;0.724888473;0.620915987;0.6301557;0.833415957;0.673306213;0.654449743;0.901426433
