participantID,age,sex,group,condition,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0,key_resp.rt,correct
Sub-070,19.0,2.0,2.0,sad_happy,0,0,0,0,4,4,2,4,1,0.7453506928535977,78.57142857142857
Sub-070,19.0,2.0,2.0,sad_sad,0,2,6,4,3,0,0,0,0,1.0287870200350882,90.0
Sub-071,26.0,1.0,2.0,happy_happy,0,0,0,1,2,5,1,5,1,0.7186715214546504,100.0
Sub-071,26.0,1.0,2.0,happy_sad,3,2,5,4,1,0,0,0,0,0.7757780642548043,100.0
Sub-071,26.0,1.0,2.0,sad_happy,0,0,1,0,1,6,2,4,1,0.6428997466961542,100.0
Sub-071,26.0,1.0,2.0,sad_sad,4,5,3,3,0,0,0,0,0,0.8791431066890557,100.0
Sub-072,18.0,1.0,1.0,happy_happy,0,0,0,0,0,1,2,6,6,0.5300939266259471,100.0
Sub-072,18.0,1.0,1.0,happy_sad,9,4,1,1,0,0,0,0,0,0.5745478933366637,100.0
Sub-072,18.0,1.0,1.0,sad_happy,0,0,0,0,0,2,4,5,4,0.4834056071205331,100.0
Sub-072,18.0,1.0,1.0,sad_sad,7,5,3,0,0,0,0,0,0,0.5141099071063634,100.0
Sub-073,22.0,1.0,2.0,happy_happy,0,0,0,0,11,3,1,0,0,0.8634192142302969,92.85714285714286
Sub-073,22.0,1.0,2.0,happy_sad,0,0,0,1,14,0,0,0,0,0.9359704417098934,83.33333333333334
Sub-073,22.0,1.0,2.0,sad_happy,0,0,0,0,12,3,0,0,0,0.8306410001047576,100.0
Sub-073,22.0,1.0,2.0,sad_sad,0,0,1,6,8,0,0,0,0,0.9403574499301612,91.66666666666666
Sub-074,41.0,2.0,2.0,happy_happy,0,0,0,0,0,0,6,8,1,0.9393259666860103,100.0
Sub-074,41.0,2.0,2.0,happy_sad,0,5,7,1,2,0,0,0,0,1.1509423636069351,100.0
Sub-074,41.0,2.0,2.0,sad_happy,0,0,0,0,1,0,6,7,1,0.7530447266995907,93.33333333333333
Sub-074,41.0,2.0,2.0,sad_sad,1,4,7,1,2,0,0,0,0,0.9491494832327589,100.0
Sub-075,39.0,2.0,1.0,happy_happy,0,0,0,1,11,3,0,0,0,1.0983592666685582,100.0
Sub-075,39.0,2.0,1.0,happy_sad,0,0,0,1,13,0,1,0,0,1.082698033322231,100.0
Sub-075,39.0,2.0,1.0,sad_happy,0,0,0,3,6,6,0,0,0,0.9633719692311178,76.92307692307693
Sub-075,39.0,2.0,1.0,sad_sad,0,0,0,1,12,1,1,0,0,0.904637142862027,92.85714285714286
Sub-076,22.0,1.0,1.0,happy_happy,0,0,0,0,3,4,8,0,0,0.478869560007782,86.66666666666667
Sub-076,22.0,1.0,1.0,happy_sad,0,2,4,9,0,0,0,0,0,0.8206501266763856,66.66666666666666
Sub-076,22.0,1.0,1.0,sad_happy,0,0,0,0,6,8,1,0,0,0.539100353322768,86.66666666666667
Sub-076,22.0,1.0,1.0,sad_sad,0,4,9,2,0,0,0,0,0,0.44967107333941386,100.0
Sub-077,23.0,1.0,1.0,happy_happy,5,4,2,0,0,0,1,1,2,0.9238447799968222,100.0
Sub-077,23.0,1.0,1.0,happy_sad,4,4,3,1,3,0,0,0,0,1.02611186663853,83.33333333333334
Sub-077,23.0,1.0,1.0,sad_happy,3,3,1,1,2,0,2,2,1,0.8358624714227127,100.0
Sub-077,23.0,1.0,1.0,sad_sad,6,2,5,0,2,0,0,0,0,0.8639164615350847,100.0
Sub-078,22.0,2.0,2.0,happy_happy,0,0,0,1,1,5,7,1,0,0.6405937133201708,100.0
Sub-078,22.0,2.0,2.0,happy_sad,0,1,5,5,4,0,0,0,0,0.9013651583227329,91.66666666666666
Sub-078,22.0,2.0,2.0,sad_happy,0,0,0,0,2,6,6,1,0,0.6691481600049883,100.0
Sub-078,22.0,2.0,2.0,sad_sad,0,2,5,6,2,0,0,0,0,0.6375724461663944,100.0
Sub-079,21.0,2.0,2.0,happy_happy,0,0,0,0,0,3,5,4,3,0.6379757666572308,100.0
Sub-079,21.0,2.0,2.0,happy_sad,0,2,2,4,7,0,0,0,0,0.7230930461709459,100.0
Sub-079,21.0,2.0,2.0,sad_happy,0,0,0,0,3,4,3,3,2,0.7431746499995435,100.0
Sub-079,21.0,2.0,2.0,sad_sad,1,1,3,5,5,0,0,0,0,0.8223395066491018,100.0
Sub-080,24.0,1.0,2.0,happy_happy,0,0,0,0,1,3,5,6,0,0.31441807999896504,93.33333333333333
Sub-080,24.0,1.0,2.0,happy_sad,0,1,4,10,0,0,0,0,0,0.4277841428660655,100.0
Sub-080,24.0,1.0,2.0,sad_happy,0,0,1,0,0,5,5,3,1,0.36279875001803574,100.0
Sub-080,24.0,1.0,2.0,sad_sad,0,2,4,9,0,0,0,0,0,0.42261360664851966,100.0
Sub-081,32.0,1.0,1.0,happy_happy,0,0,0,0,2,9,3,1,0,0.8655754200027634,100.0
Sub-081,32.0,1.0,1.0,happy_sad,0,3,7,5,0,0,0,0,0,0.8778796538065833,92.3076923076923
Sub-081,32.0,1.0,1.0,sad_happy,0,0,0,0,4,8,3,0,0,0.864915215356562,100.0
Sub-081,32.0,1.0,1.0,sad_sad,0,5,5,5,0,0,0,0,0,0.7928794571364831,92.85714285714286
Sub-082,27.0,2.0,1.0,happy_happy,0,0,0,0,0,3,5,7,0,0.4587169600185007,100.0
Sub-082,27.0,2.0,1.0,happy_sad,1,0,5,3,6,0,0,0,0,0.731963438501295,84.61538461538461
Sub-082,27.0,2.0,1.0,sad_happy,0,0,0,0,4,3,3,3,2,0.4111565733483682,93.33333333333333
Sub-082,27.0,2.0,1.0,sad_sad,2,7,1,3,2,0,0,0,0,0.46296086005556086,86.66666666666667
Sub-083,24.0,2.0,2.0,happy_happy,0,0,0,0,0,4,8,3,0,0.562959719945987,100.0
Sub-083,24.0,2.0,2.0,happy_sad,0,0,7,5,2,1,0,0,0,0.7243562538463336,100.0
Sub-083,24.0,2.0,2.0,sad_happy,0,0,0,1,0,0,9,4,1,0.6493931133144846,93.33333333333333
Sub-083,24.0,2.0,2.0,sad_sad,0,1,7,6,1,0,0,0,0,0.6231087846323274,100.0
Sub-084,20.0,2.0,1.0,happy_happy,0,0,0,1,1,1,9,2,1,0.8388232599982681,86.66666666666667
Sub-084,20.0,2.0,1.0,happy_sad,4,6,2,1,2,0,0,0,0,0.8333361571401058,71.42857142857143
Sub-084,20.0,2.0,1.0,sad_happy,0,0,0,1,3,3,5,2,1,0.6710768357172908,57.14285714285714
Sub-084,20.0,2.0,1.0,sad_sad,9,3,1,1,1,0,0,0,0,0.8434237333286243,66.66666666666666
Sub-085,21.0,2.0,2.0,happy_happy,1,0,0,0,1,3,5,5,0,0.4979714599942478,93.33333333333333
Sub-085,21.0,2.0,2.0,happy_sad,0,1,0,4,10,0,0,0,0,0.646292208325273,83.33333333333334
Sub-085,21.0,2.0,2.0,sad_happy,0,0,0,0,1,6,5,3,0,0.5979179466725327,93.33333333333333
Sub-085,21.0,2.0,2.0,sad_sad,0,0,3,4,8,0,0,0,0,0.6109399538478241,92.3076923076923
Sub-086,22.0,1.0,2.0,happy_happy,0,0,0,0,0,1,4,6,4,0.4165953214230415,100.0
Sub-086,22.0,1.0,2.0,happy_sad,1,2,7,3,2,0,0,0,0,0.5625372785808784,85.71428571428571
Sub-086,22.0,1.0,2.0,sad_happy,0,0,0,0,0,1,7,2,5,0.48697623333816104,100.0
Sub-086,22.0,1.0,2.0,sad_sad,4,3,7,0,1,0,0,0,0,0.4429973066629221,93.33333333333333
Sub-087,21.0,1.0,1.0,happy_happy,0,0,0,0,4,4,7,0,0,0.5270761266661187,93.33333333333333
Sub-087,21.0,1.0,1.0,happy_sad,0,2,5,5,3,0,0,0,0,0.6476201307512104,84.61538461538461
Sub-087,21.0,1.0,1.0,sad_happy,0,0,0,0,5,6,3,1,0,0.449743969222674,84.61538461538461
Sub-087,21.0,1.0,1.0,sad_sad,0,0,6,6,3,0,0,0,0,0.6595837399751568,80.0
Sub-089,52.0,1.0,2.0,happy_happy,0,0,0,0,0,1,5,4,5,1.0057244356555333,92.85714285714286
Sub-089,52.0,1.0,2.0,happy_sad,2,1,5,4,3,0,0,0,0,0.9382659214482244,85.71428571428571
Sub-089,52.0,1.0,2.0,sad_happy,0,0,0,0,2,5,7,0,1,1.001165523050496,92.3076923076923
Sub-089,52.0,1.0,2.0,sad_sad,2,2,5,4,2,0,0,0,0,0.9665695866880317,86.66666666666667
Sub-090,35.0,1.0,2.0,happy_happy,0,0,0,1,2,1,2,7,2,0.7498105454300954,100.0
Sub-090,35.0,1.0,2.0,happy_sad,1,5,6,3,0,0,0,0,0,0.9289575181901455,100.0
Sub-090,35.0,1.0,2.0,sad_happy,0,0,1,0,3,2,1,5,3,0.8519634374824818,87.5
Sub-090,35.0,1.0,2.0,sad_sad,2,2,8,3,0,0,0,0,0,0.7361710214920875,100.0
Sub-091,30.0,2.0,2.0,happy_happy,0,0,0,0,0,3,2,6,4,0.804792566690594,93.33333333333333
Sub-091,30.0,2.0,2.0,happy_sad,1,4,5,4,1,0,0,0,0,0.8226699857207548,100.0
Sub-091,30.0,2.0,2.0,sad_happy,0,0,0,0,1,3,5,4,2,0.9013151153742981,84.61538461538461
Sub-091,30.0,2.0,2.0,sad_sad,2,6,4,3,0,0,0,0,0,0.8349309428761315,92.85714285714286
Sub-092,22.0,2.0,1.0,happy_happy,0,0,0,0,8,4,3,0,0,0.6339870266461124,86.66666666666667
Sub-092,22.0,2.0,1.0,happy_sad,0,0,4,7,4,0,0,0,0,0.8177755538445826,69.23076923076923
Sub-092,22.0,2.0,1.0,sad_happy,0,0,0,0,5,5,5,0,0,0.5998095866447936,93.33333333333333
Sub-092,22.0,2.0,1.0,sad_sad,0,4,4,5,2,0,0,0,0,0.6060541933091979,93.33333333333333
Sub-093,19.0,2.0,2.0,happy_happy,0,0,0,0,2,8,4,1,0,0.7169584785920701,92.85714285714286
Sub-093,19.0,2.0,2.0,happy_sad,0,3,7,4,1,0,0,0,0,0.8518962199799717,93.33333333333333
Sub-093,19.0,2.0,2.0,sad_happy,0,0,0,0,4,4,4,3,0,0.5735811307094991,69.23076923076923
Sub-093,19.0,2.0,2.0,sad_sad,0,1,9,2,3,0,0,0,0,0.7855505732819438,86.66666666666667
Sub-094,20.0,2.0,1.0,happy_happy,0,0,0,0,3,6,5,1,0,0.6438569857938481,92.85714285714286
Sub-094,20.0,2.0,1.0,happy_sad,0,1,5,6,3,0,0,0,0,0.7956579334102571,86.66666666666667
Sub-094,20.0,2.0,1.0,sad_happy,0,0,0,0,2,4,5,4,0,0.5656592332758009,86.66666666666667
Sub-094,20.0,2.0,1.0,sad_sad,0,4,7,3,1,0,0,0,0,0.6149844533453385,93.33333333333333
Sub-095,25.0,1.0,1.0,happy_happy,0,0,0,1,3,5,4,1,1,0.5219695533470561,86.66666666666667
Sub-095,25.0,1.0,1.0,happy_sad,0,2,6,5,0,2,0,0,0,0.6499234466968725,93.33333333333333
Sub-095,25.0,1.0,1.0,sad_happy,0,0,0,1,3,2,7,1,1,0.5326303922965263,76.92307692307693
Sub-095,25.0,1.0,1.0,sad_sad,1,5,2,4,3,0,0,0,0,0.5438148799973229,80.0
Sub-096,23.0,2.0,2.0,happy_happy,0,0,0,0,0,0,2,6,7,0.48350635333918035,100.0
Sub-096,23.0,2.0,2.0,happy_sad,1,4,8,1,1,0,0,0,0,0.6742406533410151,100.0
Sub-096,23.0,2.0,2.0,sad_happy,0,0,0,0,1,1,5,4,4,0.5462005533122768,100.0
Sub-096,23.0,2.0,2.0,sad_sad,2,5,3,4,1,0,0,0,0,0.5493791733092318,100.0
Sub-097,22.0,2.0,1.0,happy_happy,0,0,0,0,1,8,6,0,0,0.415830850135535,100.0
Sub-097,22.0,2.0,1.0,happy_sad,1,2,4,6,2,0,0,0,0,0.9645546001071731,66.66666666666666
Sub-097,22.0,2.0,1.0,sad_happy,0,0,0,1,1,7,6,0,0,0.7540029501542449,50.0
Sub-097,22.0,2.0,1.0,sad_sad,1,2,5,6,1,0,0,0,0,0.533024685789964,100.0
Sub-098,25.0,1.0,1.0,happy_happy,0,0,0,0,6,5,3,1,0,0.6423185933332812,86.66666666666667
Sub-098,25.0,1.0,1.0,happy_sad,1,1,5,3,5,0,0,0,0,0.7833575666700199,83.33333333333334
Sub-098,25.0,1.0,1.0,sad_happy,0,0,1,0,5,3,3,3,0,0.5679284666669749,66.66666666666666
Sub-098,25.0,1.0,1.0,sad_sad,2,1,6,5,1,0,0,0,0,0.6982466333344443,91.66666666666666
Sub-099,31.0,2.0,1.0,happy_happy,0,0,0,0,5,9,0,1,0,0.6385890666783477,100.0
Sub-099,31.0,2.0,1.0,happy_sad,0,1,1,3,10,0,0,0,0,0.8125834142805876,100.0
Sub-099,31.0,2.0,1.0,sad_happy,0,0,0,0,10,3,1,1,0,0.5892558733272987,100.0
Sub-099,31.0,2.0,1.0,sad_sad,0,0,0,5,10,0,0,0,0,0.8546242400072515,93.33333333333333
Sub-100,27.0,1.0,1.0,happy_happy,0,0,0,0,11,4,0,0,0,0.8382790933332823,100.0
Sub-100,27.0,1.0,1.0,happy_sad,0,1,3,8,3,0,0,0,0,0.8848977363636963,100.0
Sub-100,27.0,1.0,1.0,sad_happy,0,0,0,0,7,8,0,0,0,0.7768368200001229,100.0
Sub-100,27.0,1.0,1.0,sad_sad,0,1,3,8,3,0,0,0,0,0.830768646666426,100.0
Sub-101,34.0,1.0,2.0,happy_happy,0,0,0,0,0,5,7,3,0,0.4029392933395381,93.33333333333333
Sub-101,34.0,1.0,2.0,happy_sad,1,1,6,4,2,1,0,0,0,0.5241000428629506,71.42857142857143
Sub-101,34.0,1.0,2.0,sad_happy,0,0,0,0,2,7,3,3,0,0.4608379666615898,80.0
Sub-101,34.0,1.0,2.0,sad_sad,0,2,3,6,4,0,0,0,0,0.50705178664842,73.33333333333333
Sub-102,22.0,1.0,1.0,happy_happy,0,0,0,0,11,2,2,0,0,0.8181581400334835,80.0
Sub-102,22.0,1.0,1.0,happy_sad,0,0,0,3,12,0,0,0,0,0.7396443999605253,100.0
Sub-102,22.0,1.0,1.0,sad_happy,0,0,0,0,15,0,0,0,0,0.7569547250168398,0.0
Sub-102,22.0,1.0,1.0,sad_sad,0,0,1,1,13,0,0,0,0,0.5988043998368084,100.0
Sub-103,43.0,1.0,2.0,happy_happy,0,0,0,0,7,7,1,0,0,0.9795995857192403,85.71428571428571
Sub-103,43.0,1.0,2.0,happy_sad,0,0,2,8,5,0,0,0,0,0.9909083363652992,90.9090909090909
Sub-103,43.0,1.0,2.0,sad_happy,0,0,0,0,7,6,2,0,0,1.0434055750083644,100.0
Sub-103,43.0,1.0,2.0,sad_sad,0,1,7,6,1,0,0,0,0,0.8656388500031815,92.85714285714286
Sub-104,28.0,2.0,1.0,happy_happy,0,0,1,3,7,4,0,0,0,,
Sub-104,28.0,2.0,1.0,happy_sad,0,0,1,2,12,0,0,0,0,0.9482952000107616,0.0
Sub-104,28.0,2.0,1.0,sad_happy,0,0,0,4,6,5,0,0,0,,
Sub-104,28.0,2.0,1.0,sad_sad,0,1,0,5,9,0,0,0,0,0.4769873500335961,50.0
Sub-105,21.0,1.0,2.0,happy_happy,0,0,0,0,0,1,1,6,7,0.5110217133071273,86.66666666666667
Sub-105,21.0,1.0,2.0,happy_sad,5,5,4,1,0,0,0,0,0,0.6375539733252178,93.33333333333333
Sub-105,21.0,1.0,2.0,sad_happy,0,0,0,0,0,0,2,5,8,0.5725432666794708,100.0
Sub-105,21.0,1.0,2.0,sad_sad,3,9,3,0,0,0,0,0,0,0.4468503800220788,100.0
Sub-106,21.0,2.0,1.0,happy_happy,0,0,0,1,7,7,0,0,0,0.7429315071203746,92.85714285714286
Sub-106,21.0,2.0,1.0,happy_sad,0,0,1,6,8,0,0,0,0,0.8211035091027786,81.81818181818183
Sub-106,21.0,2.0,1.0,sad_happy,0,0,0,2,7,4,2,0,0,0.726859340017351,93.33333333333333
Sub-106,21.0,2.0,1.0,sad_sad,0,0,2,3,10,0,0,0,0,0.7358963933230067,93.33333333333333
Sub-107,34.0,1.0,1.0,happy_happy,0,0,0,0,0,2,6,3,4,,
Sub-107,34.0,1.0,1.0,happy_sad,2,4,4,3,2,0,0,0,0,,
Sub-107,34.0,1.0,1.0,sad_happy,0,0,0,0,0,4,6,2,3,0.6495949000430604,100.0
Sub-107,34.0,1.0,1.0,sad_sad,5,7,3,0,0,0,0,0,0,0.5903528000150496,100.0
Sub-108,26.0,2.0,1.0,happy_happy,0,0,0,0,0,4,9,2,0,0.6951734533378233,93.33333333333333
Sub-108,26.0,2.0,1.0,happy_sad,0,0,6,7,2,0,0,0,0,0.9440191538395504,84.61538461538461
Sub-108,26.0,2.0,1.0,sad_happy,0,0,0,0,2,5,6,1,1,0.6769419000151434,85.71428571428571
Sub-108,26.0,2.0,1.0,sad_sad,0,3,7,5,0,0,0,0,0,0.8048981142928824,85.71428571428571
Sub-109,22.0,2.0,1.0,happy_happy,0,0,0,1,1,5,2,3,3,0.6995729856924819,78.57142857142857
Sub-109,22.0,2.0,1.0,happy_sad,2,6,2,2,3,0,0,0,0,0.7022864691769848,84.61538461538461
Sub-109,22.0,2.0,1.0,sad_happy,0,0,0,0,3,5,3,2,2,0.7034003133730342,66.66666666666666
Sub-109,22.0,2.0,1.0,sad_sad,2,4,4,5,0,0,0,0,0,0.8359577857357051,85.71428571428571
Sub-110,22.0,1.0,1.0,happy_happy,0,0,0,0,3,3,9,0,0,0.41885017333321833,100.0
Sub-110,22.0,1.0,1.0,happy_sad,0,2,6,4,3,0,0,0,0,0.4784441666664255,100.0
Sub-110,22.0,1.0,1.0,sad_happy,0,0,0,1,3,1,6,3,1,0.4561224230771516,100.0
Sub-110,22.0,1.0,1.0,sad_sad,0,5,6,4,0,0,0,0,0,0.40479614000008346,100.0
Sub-111,21.0,1.0,1.0,happy_happy,0,0,0,0,2,7,5,1,0,0.5563759200042113,93.33333333333333
Sub-111,21.0,1.0,1.0,happy_sad,0,1,3,8,3,0,0,0,0,0.6928459153904651,100.0
Sub-111,21.0,1.0,1.0,sad_happy,0,0,0,0,1,8,4,2,0,0.5383348199849327,100.0
Sub-111,21.0,1.0,1.0,sad_sad,0,1,6,7,1,0,0,0,0,0.5839390666573309,100.0
Sub-112,23.0,1.0,1.0,happy_happy,0,0,0,0,2,9,3,0,1,0.6178606466676381,93.33333333333333
Sub-112,23.0,1.0,1.0,happy_sad,1,1,6,5,2,0,0,0,0,0.8662540166654557,91.66666666666666
Sub-112,23.0,1.0,1.0,sad_happy,0,0,0,0,4,5,5,1,0,0.8683283642853244,92.85714285714286
Sub-112,23.0,1.0,1.0,sad_sad,1,3,6,5,0,0,0,0,0,0.6887944461542737,100.0
Sub-113,21.0,1.0,1.0,happy_happy,0,0,0,0,1,3,7,1,3,0.7550336466675314,93.33333333333333
Sub-113,21.0,1.0,1.0,happy_sad,0,5,5,4,1,0,0,0,0,1.0585966999978365,84.61538461538461
Sub-113,21.0,1.0,1.0,sad_happy,0,0,0,1,0,3,6,2,3,0.7272904999969926,100.0
Sub-113,21.0,1.0,1.0,sad_sad,1,1,3,6,4,0,0,0,0,0.8597011230774044,76.92307692307693
Sub-114,29.0,2.0,1.0,happy_happy,0,0,0,0,3,2,9,1,0,1.0830546923076467,100.0
Sub-114,29.0,2.0,1.0,happy_sad,0,0,5,2,8,0,0,0,0,1.0177779699999974,90.0
Sub-114,29.0,2.0,1.0,sad_happy,0,0,0,0,4,5,4,2,0,1.0652414272728328,90.9090909090909
Sub-114,29.0,2.0,1.0,sad_sad,0,0,3,5,7,0,0,0,0,1.0274406363636528,90.9090909090909
Sub-115,24.0,2.0,1.0,happy_happy,0,1,0,4,5,2,1,0,2,0.7802851333321693,93.33333333333333
Sub-115,24.0,2.0,1.0,happy_sad,0,4,2,2,5,2,0,0,0,0.6665953615380343,100.0
Sub-115,24.0,2.0,1.0,sad_happy,0,0,2,4,3,1,2,0,3,0.6189405399995546,100.0
Sub-115,24.0,2.0,1.0,sad_sad,0,0,6,5,3,1,0,0,0,0.7102636333341555,93.33333333333333
Sub-116,30.0,2.0,1.0,happy_happy,0,0,0,0,5,7,3,0,0,1.0109162266676626,100.0
Sub-116,30.0,2.0,1.0,happy_sad,0,1,2,7,5,0,0,0,0,1.1128000615236278,100.0
Sub-116,30.0,2.0,1.0,sad_happy,0,0,0,0,7,4,4,0,0,1.1126252571287165,100.0
Sub-116,30.0,2.0,1.0,sad_sad,0,0,8,3,4,0,0,0,0,1.0181575461398238,100.0
Sub-117,29.0,2.0,1.0,happy_happy,0,0,0,1,1,9,3,1,0,0.6205364998895675,100.0
Sub-117,29.0,2.0,1.0,happy_sad,0,3,1,9,2,0,0,0,0,0.4566256001126021,100.0
Sub-117,29.0,2.0,1.0,sad_happy,0,0,0,0,4,7,2,2,0,,
Sub-117,29.0,2.0,1.0,sad_sad,0,2,3,8,2,0,0,0,0,0.8158218001481146,100.0
Sub-118,23.0,2.0,1.0,happy_happy,0,3,2,2,4,2,1,1,0,0.6869234400141674,93.33333333333333
Sub-118,23.0,2.0,1.0,happy_sad,0,0,0,7,7,1,0,0,0,0.8115605583346527,100.0
Sub-118,23.0,2.0,1.0,sad_happy,0,1,1,3,3,5,1,1,0,0.7422360199969262,100.0
Sub-118,23.0,2.0,1.0,sad_sad,0,2,6,4,2,0,1,0,0,0.6428888933345055,100.0
Sub-119,23.0,1.0,2.0,happy_happy,0,0,0,0,2,4,6,3,0,0.6915244785736182,85.71428571428571
Sub-119,23.0,1.0,2.0,happy_sad,1,0,4,5,5,0,0,0,0,0.8143674750026548,83.33333333333334
Sub-119,23.0,1.0,2.0,sad_happy,0,0,0,0,4,1,7,2,1,0.6682567799968334,73.33333333333333
Sub-119,23.0,1.0,2.0,sad_sad,1,5,2,4,3,0,0,0,0,0.7249607533255281,80.0
Sub-120,34.0,2.0,1.0,happy_happy,0,0,0,0,0,5,6,4,0,0.9478768923033315,84.61538461538461
Sub-120,34.0,2.0,1.0,happy_sad,0,1,6,8,0,0,0,0,0,1.0694246916876484,75.0
Sub-120,34.0,2.0,1.0,sad_happy,0,0,0,0,1,6,5,3,0,0.8177588153630495,61.53846153846154
Sub-120,34.0,2.0,1.0,sad_sad,0,4,8,3,0,0,0,0,0,0.9509291916522974,91.66666666666666
Sub-121,22.0,1.0,1.0,happy_happy,0,0,1,2,5,4,3,0,0,0.676299406667628,40.0
Sub-121,22.0,1.0,1.0,happy_sad,0,2,4,5,4,0,0,0,0,0.9054904066647093,80.0
Sub-121,22.0,1.0,1.0,sad_happy,0,0,0,2,4,7,1,1,0,0.6347853066710134,46.666666666666664
Sub-121,22.0,1.0,1.0,sad_sad,1,4,5,3,2,0,0,0,0,0.7248884733339461,86.66666666666667
Sub-122,22.0,2.0,1.0,happy_happy,0,0,0,0,6,5,3,0,1,0.5517178600006446,86.66666666666667
Sub-122,22.0,2.0,1.0,happy_sad,2,1,4,4,3,1,0,0,0,0.8677565642854981,78.57142857142857
Sub-122,22.0,2.0,1.0,sad_happy,0,0,0,1,7,1,3,3,0,0.6694976083332828,83.33333333333334
Sub-122,22.0,2.0,1.0,sad_sad,4,4,5,2,0,0,0,0,0,0.6209159866669022,73.33333333333333
Sub-123,22.0,2.0,2.0,happy_happy,0,0,0,0,0,0,3,10,2,0.4540811266653085,100.0
Sub-123,22.0,2.0,2.0,happy_sad,2,3,5,5,0,0,0,0,0,0.6031857142858955,100.0
Sub-123,22.0,2.0,2.0,sad_happy,0,0,0,0,2,2,4,4,3,0.5709690533355266,86.66666666666667
Sub-123,22.0,2.0,2.0,sad_sad,1,4,4,5,1,0,0,0,0,0.6619838933334298,86.66666666666667
Sub-124,18.0,1.0,1.0,happy_happy,0,0,1,2,1,6,1,1,3,0.5502284266675512,93.33333333333333
Sub-124,18.0,1.0,1.0,happy_sad,3,3,3,3,0,2,1,0,0,0.6324919666609882,93.33333333333333
Sub-124,18.0,1.0,1.0,sad_happy,0,0,0,2,2,4,5,0,2,0.4766313199982202,93.33333333333333
Sub-124,18.0,1.0,1.0,sad_sad,2,2,3,2,4,0,1,1,0,0.6301556999989164,93.33333333333333
Sub-125,23.0,1.0,2.0,happy_happy,0,0,0,0,3,7,3,2,0,0.6599845666671171,80.0
Sub-125,23.0,1.0,2.0,happy_sad,1,2,5,6,1,0,0,0,0,0.8102102200073811,93.33333333333333
Sub-125,23.0,1.0,2.0,sad_happy,0,0,0,0,7,6,2,0,0,0.8588891533358644,100.0
Sub-125,23.0,1.0,2.0,sad_sad,2,8,4,1,0,0,0,0,0,0.5997292199870572,93.33333333333333
Sub-126,22.0,1.0,2.0,happy_happy,0,0,0,0,3,5,2,3,2,0.601603306666948,93.33333333333333
Sub-126,22.0,1.0,2.0,happy_sad,1,3,3,5,3,0,0,0,0,0.6863931071295936,100.0
Sub-126,22.0,1.0,2.0,sad_happy,0,0,0,0,1,4,6,4,0,0.6812625076854602,100.0
Sub-126,22.0,1.0,2.0,sad_sad,0,3,5,2,5,0,0,0,0,0.718743858335074,91.66666666666666
Sub-127,19.0,1.0,2.0,happy_happy,0,0,0,0,1,4,4,5,1,0.4928599533236896,93.33333333333333
Sub-127,19.0,1.0,2.0,happy_sad,2,1,8,4,0,0,0,0,0,0.614983128566694,92.85714285714286
Sub-127,19.0,1.0,2.0,sad_happy,0,0,0,0,1,2,4,3,5,0.5055596199895566,80.0
Sub-127,19.0,1.0,2.0,sad_sad,1,4,6,2,2,0,0,0,0,0.44296943574279013,92.85714285714286
Sub-128,22.0,2.0,1.0,happy_happy,0,0,0,1,13,1,0,0,0,0.5669435000008283,93.33333333333333
Sub-128,22.0,2.0,1.0,happy_sad,0,0,0,3,11,0,1,0,0,0.7116253363598265,81.81818181818183
Sub-128,22.0,2.0,1.0,sad_happy,0,0,0,0,14,1,0,0,0,0.5825000357123956,85.71428571428571
Sub-128,22.0,2.0,1.0,sad_sad,0,0,1,2,12,0,0,0,0,0.8334159571386408,64.28571428571429
Sub-129,22.0,1.0,1.0,happy_happy,0,0,0,0,3,6,1,2,3,0.5287379866776367,80.0
Sub-129,22.0,1.0,1.0,happy_sad,2,2,5,1,5,0,0,0,0,0.5707022785874349,64.28571428571429
Sub-129,22.0,1.0,1.0,sad_happy,0,0,0,1,7,4,0,3,0,0.5178004733364409,46.666666666666664
Sub-129,22.0,1.0,1.0,sad_sad,1,3,1,5,5,0,0,0,0,0.6733062133348237,66.66666666666666
Sub-130,20.0,1.0,1.0,happy_happy,0,0,0,0,14,1,0,0,0,0.619436806673184,80.0
Sub-130,20.0,1.0,1.0,happy_sad,0,0,0,3,12,0,0,0,0,0.9343987071354475,85.71428571428571
Sub-130,20.0,1.0,1.0,sad_happy,0,0,0,0,14,1,0,0,0,0.7570165266632103,80.0
Sub-130,20.0,1.0,1.0,sad_sad,0,0,0,6,9,0,0,0,0,0.6544497428611586,100.0
Sub-131,22.0,2.0,1.0,happy_happy,0,0,0,1,2,9,2,1,0,0.8156218555458408,100.0
Sub-131,22.0,2.0,1.0,happy_sad,0,1,7,4,3,0,0,0,0,0.7987921000021743,100.0
Sub-131,22.0,2.0,1.0,sad_happy,0,0,0,0,4,6,3,2,0,0.8196019999973941,90.0
Sub-131,22.0,2.0,1.0,sad_sad,0,4,10,0,1,0,0,0,0,0.9014264333285004,91.66666666666666
